   2021      9      8   12.00      1656.00   0.16631E+02   0.00000E+00   0.16631E+02   0.16851E+02   0.17309E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.31049E+02   0.55531E+02  -0.14675E+03  -0.90103E+03   0.37766E-02   0.42670E-05   0.28626E-02       0.21      87.82     0.0000  0.00   0.16539E-01   0.21289E+01    16.8440    16.8818    16.8989    16.9499    17.1354
   2021      9      9   12.00      1680.00   0.17965E+02   0.00000E+00   0.17965E+02   0.18046E+02   0.18436E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.27884E+02   0.52353E+02  -0.15891E+03  -0.80218E+03   0.14577E-02   0.18853E-05   0.13990E-04       0.22     107.38     0.0000  0.00   0.86913E-02   0.69576E-01    18.0410    18.0559    18.0683    18.1130    18.2779
   2021      9     10   12.00      1704.00   0.17814E+02   0.00000E+00   0.17814E+02   0.18105E+02   0.18546E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.47610E+02   0.86371E+02  -0.22410E+03  -0.81666E+03   0.34222E-02   0.41794E-05   0.36459E-02       0.22     120.89     0.0000  0.00   0.17127E-01   0.20125E+01    18.1017    18.1439    18.1618    18.2110    18.3681
   2021      9     11   12.00      1728.00   0.15996E+02   0.00000E+00   0.15996E+02   0.16601E+02   0.17125E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.65315E+02   0.11236E+03  -0.24913E+03  -0.95341E+03   0.82258E-02   0.21628E-04   0.38851E-01       0.22      97.57     0.0000  0.00   0.82041E-01   0.95103E+01    16.5956    16.6794    16.7073    16.7609    16.9318
   2021      9     12   12.00      1752.00   0.15791E+02   0.00000E+00   0.15791E+02   0.16109E+02   0.16623E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.46927E+02   0.81425E+02  -0.18369E+03  -0.96466E+03   0.61876E-02   0.85606E-05   0.12991E-01       0.22      60.87     0.0000  0.00   0.11545E+00   0.23536E+01    16.1000    16.1575    16.1798    16.2351    16.4206
   2021      9     13   12.00      1776.00   0.15882E+02   0.00000E+00   0.15882E+02   0.16108E+02   0.16608E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.39175E+02   0.67925E+02  -0.16885E+03  -0.96431E+03   0.42880E-02   0.47688E-05   0.41174E-02       0.22      66.70     0.0000  0.00   0.76827E-01  -0.14775E+01    16.1010    16.1412    16.1592    16.2146    16.4014
   2021      9     14   12.00      1800.00   0.16765E+02   0.00000E+00   0.16765E+02   0.16856E+02   0.17298E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.31686E+02   0.51510E+02  -0.15469E+03  -0.89304E+03   0.19939E-02   0.24975E-05   0.46461E-04       0.22      62.42     0.0000  0.00   0.17065E-01   0.91405E-01    16.8523    16.8687    16.8816    16.9318    17.1003
   2021      9     15   12.00      1824.00   0.16765E+02   0.00000E+00   0.16765E+02   0.16864E+02   0.17317E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36910E+02   0.58449E+02  -0.18023E+03  -0.90025E+03   0.17095E-02   0.22200E-05   0.30771E-04       0.22      71.72     0.0000  0.00   0.13225E-01   0.68949E-01    16.8589    16.8769    16.8910    16.9434    17.1309
   2021      9     16   12.00      1848.00   0.16346E+02   0.00000E+00   0.16346E+02   0.16577E+02   0.17054E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.43441E+02   0.81064E+02  -0.21648E+03  -0.93580E+03   0.32203E-02   0.44344E-05   0.22742E-02       0.22      79.73     0.0000  0.00   0.14634E-01  -0.16517E+01    16.5710    16.6101    16.6285    16.6814    16.8571
   2021      9     17   12.00      1872.00   0.14501E+02   0.00000E+00   0.14501E+02   0.15015E+02   0.15631E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.61557E+02   0.11321E+03  -0.25380E+03  -0.10700E+04   0.64558E-02   0.86114E-05   0.14235E-01       0.22      51.82     0.0000  0.00  -0.97696E-02  -0.58771E+01    15.0022    15.0934    15.1238    15.1911    15.3995
   2021      9     18   12.00      1896.00   0.14050E+02   0.00000E+00   0.14050E+02   0.14276E+02   0.14872E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.43676E+02   0.70088E+02  -0.18970E+03  -0.11311E+04   0.31746E-02   0.38426E-05   0.27491E-02       0.23      67.36     0.0000  0.00  -0.64192E-02  -0.17120E+01    14.2660    14.3106    14.3318    14.3985    14.6292
   2021      9     19   12.00      1920.00   0.15007E+02   0.00000E+00   0.15007E+02   0.15115E+02   0.15647E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.44285E+02   0.65209E+02  -0.18901E+03  -0.10477E+04   0.15980E-02   0.21739E-05   0.19389E-04       0.23      54.52     0.0000  0.00   0.78441E-02   0.18620E+00    15.1103    15.1290    15.1447    15.2067    15.3987
   2021      9     20   12.00      1944.00   0.14564E+02   0.00000E+00   0.14564E+02   0.14874E+02   0.15450E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.60412E+02   0.90325E+02  -0.24243E+03  -0.11013E+04   0.30824E-02   0.38670E-05   0.39605E-02       0.23     122.43     0.0000  0.00  -0.10208E-01  -0.19311E+01    14.8668    14.9147    14.9371    15.0014    15.2169
   2021      9     21   12.00      1968.00   0.14021E+02   0.00000E+00   0.14021E+02   0.14535E+02   0.15164E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.84074E+02   0.12227E+03  -0.29802E+03  -0.11470E+04   0.55553E-02   0.73159E-05   0.82537E-02       0.23     142.08     0.0000  0.00   0.36554E-01  -0.38671E+01    14.5256    14.6092    14.6377    14.7056    14.9175
   2021      9     22   12.00      1992.00   0.12293E+02   0.00000E+00   0.12293E+02   0.12844E+02   0.13575E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98510E+02   0.12320E+03  -0.29296E+03  -0.12644E+04   0.77355E-02   0.73722E-05   0.21716E-01       0.23      51.82     0.0000  0.00   0.23854E+00  -0.21201E+01    12.8353    12.9379    12.9721    13.0514    13.3005
   2021      9     23   12.00      2016.00   0.10790E+02   0.00000E+00   0.10790E+02   0.11299E+02   0.12073E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.91022E+02   0.11727E+03  -0.29194E+03  -0.14048E+04   0.79679E-02   0.81584E-05   0.21985E-01       0.23      62.87     0.0000  0.00   0.26002E+00   0.58383E+00    11.2844    11.3881    11.4241    11.5081    11.7871
   2021      9     24   12.00      2040.00   0.10603E+02   0.00000E+00   0.10603E+02   0.10978E+02   0.11744E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.64983E+02   0.81949E+02  -0.24490E+03  -0.14194E+04   0.46603E-02   0.42601E-05   0.33152E-02       0.23      66.40     0.0000  0.00   0.83728E-01   0.15033E+01    10.9665    11.0382    11.0670    11.1526    11.4504
   2021      9     25   12.00      2064.00   0.11982E+02   0.00000E+00   0.11982E+02   0.12118E+02   0.12790E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.44450E+02   0.56360E+02  -0.21022E+03  -0.13186E+04   0.21442E-02   0.25099E-05   0.66964E-04       0.23      94.30     0.0000  0.00   0.18910E-01   0.88279E-01    12.1112    12.1359    12.1552    12.2323    12.4919
   2021      9     26   12.00      2088.00   0.13008E+02   0.00000E+00   0.13008E+02   0.13131E+02   0.13735E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.48578E+02   0.63334E+02  -0.21988E+03  -0.12235E+04   0.18511E-02   0.24389E-05   0.30166E-04       0.24      81.28     0.0000  0.00   0.14278E-01  -0.40270E-01    13.1251    13.1470    13.1648    13.2336    13.4707
   2021      9     27   12.00      2112.00   0.12894E+02   0.00000E+00   0.12894E+02   0.13126E+02   0.13760E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.54907E+02   0.71571E+02  -0.23512E+03  -0.12288E+04   0.28482E-02   0.33412E-05   0.65185E-03       0.24      79.51     0.0000  0.00   0.24715E-01  -0.76211E+00    13.1200    13.1572    13.1778    13.2500    13.4895
   2021      9     28   12.00      2136.00   0.12890E+02   0.00000E+00   0.12890E+02   0.13103E+02   0.13735E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.52248E+02   0.67438E+02  -0.23605E+03  -0.12350E+04   0.24266E-02   0.29389E-05   0.45636E-03       0.24      87.34     0.0000  0.00   0.17738E-01  -0.45074E+00    13.0968    13.1312    13.1516    13.2237    13.4754
   2021      9     29   12.00      2160.00   0.12443E+02   0.00000E+00   0.12443E+02   0.12750E+02   0.13391E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.69928E+02   0.80212E+02  -0.25062E+03  -0.12527E+04   0.39060E-02   0.37767E-05   0.19273E-02       0.24      41.08     0.0000  0.00   0.65924E-01   0.61071E-01    12.7449    12.7965    12.8191    12.8905    13.1083
   2021      9     30   12.00      2184.00   0.10100E+02   0.00000E+00   0.10100E+02   0.10970E+02   0.11764E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.96878E+02   0.11954E+03  -0.30722E+03  -0.14245E+04   0.92141E-02   0.21152E-04   0.61056E-01       0.24      58.21     0.0000  0.00   0.26782E+00  -0.79936E+01    10.9678    11.1065    11.1476    11.2270    11.4935
   2021     10      1   12.00      2208.00   0.93041E+01   0.00000E+00   0.93041E+01   0.10002E+02   0.10823E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.90577E+02   0.11997E+03  -0.30738E+03  -0.15206E+04   0.97989E-02   0.34045E-04   0.57643E-01       0.24      83.15     0.0000  0.00   0.34046E+00  -0.42968E+01     9.9894    10.1103    10.1518    10.2385    10.5140
   2021     10      2   12.00      2232.00   0.87547E+01   0.00000E+00   0.87547E+01   0.94653E+01   0.10286E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.95728E+02   0.11197E+03  -0.31293E+03  -0.15686E+04   0.10215E-01   0.16836E-04   0.55148E-01       0.24      88.60     0.0000  0.00   0.41476E+00   0.38466E+01     9.4531     9.5765     9.6199     9.7058     9.9567
   2021     10      3   12.00      2256.00   0.87995E+01   0.00000E+00   0.87995E+01   0.93184E+01   0.10148E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.81232E+02   0.92236E+02  -0.26726E+03  -0.15536E+04   0.75021E-02   0.69209E-05   0.19930E-01       0.24      65.12     0.0000  0.00   0.24007E+00   0.10935E+01     9.2984     9.4087     9.4480     9.5382     9.8401
   2021     10      4   12.00      2280.00   0.95148E+01   0.00000E+00   0.95148E+01   0.99542E+01   0.10710E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.75114E+02   0.84702E+02  -0.21663E+03  -0.14750E+04   0.73189E-02   0.62100E-05   0.19217E-01       0.25      28.13     0.0000  0.00   0.21747E+00   0.23858E+01     9.9323    10.0393    10.0745    10.1549    10.4425
   2021     10      5   12.00      2304.00   0.10487E+02   0.00000E+00   0.10487E+02   0.10913E+02   0.11604E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.59979E+02   0.72502E+02  -0.16884E+03  -0.13786E+04   0.85096E-02   0.12276E-04   0.33262E-01       0.25      31.48     0.0000  0.00   0.24007E+00   0.60620E+01    10.8918    10.9852    11.0193    11.0923    11.3506
   2021     10      6   12.00      2328.00   0.11929E+02   0.00000E+00   0.11929E+02   0.12397E+02   0.13054E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.53951E+02   0.74639E+02  -0.16996E+03  -0.12443E+04   0.86860E-02   0.24060E-04   0.49731E-01       0.25      34.57     0.0000  0.00   0.11319E+00   0.10537E+02    12.3844    12.4726    12.5074    12.5764    12.8051
   2021     10      7   12.00      2352.00   0.12249E+02   0.00000E+00   0.12249E+02   0.12671E+02   0.13315E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.63074E+02   0.85098E+02  -0.19579E+03  -0.12290E+04   0.80217E-02   0.17502E-04   0.32230E-01       0.25      28.95     0.0000  0.00   0.14246E+00   0.76734E+01    12.6532    12.7444    12.7770    12.8453    13.0716
   2021     10      8   12.00      2376.00   0.12290E+02   0.00000E+00   0.12290E+02   0.12625E+02   0.13276E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.66511E+02   0.87147E+02  -0.19975E+03  -0.12411E+04   0.75062E-02   0.68713E-05   0.15968E-01       0.25      35.11     0.0000  0.00   0.22380E+00   0.17100E+01    12.6079    12.6893    12.7196    12.7896    13.0210
   2021     10      9   12.00      2400.00   0.12188E+02   0.00000E+00   0.12188E+02   0.12537E+02   0.13190E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.73219E+02   0.95952E+02  -0.22012E+03  -0.12522E+04   0.80956E-02   0.77765E-05   0.20339E-01       0.25      33.97     0.0000  0.00   0.26501E+00  -0.99875E+00    12.5169    12.6032    12.6348    12.7058    12.9471
   2021     10     10   12.00      2424.00   0.11303E+02   0.00000E+00   0.11303E+02   0.11733E+02   0.12462E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.81855E+02   0.97255E+02  -0.24044E+03  -0.13235E+04   0.77073E-02   0.69142E-05   0.17196E-01       0.25      21.64     0.0000  0.00   0.24143E+00  -0.42862E+00    11.7159    11.8090    11.8425    11.9219    12.1869
   2021     10     11   12.00      2448.00   0.11033E+02   0.00000E+00   0.11033E+02   0.11373E+02   0.12096E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.65516E+02   0.75013E+02  -0.19725E+03  -0.13509E+04   0.54728E-02   0.40985E-05   0.52074E-02       0.25      29.59     0.0000  0.00   0.12555E+00   0.68955E+00    11.3604    11.4312    11.4591    11.5399    11.8157
   2021     10     12   12.00      2472.00   0.12492E+02   0.00000E+00   0.12492E+02   0.12635E+02   0.13282E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.42784E+02   0.52557E+02  -0.15600E+03  -0.12293E+04   0.29246E-02   0.27838E-05   0.26236E-03       0.26      29.02     0.0000  0.00   0.36392E-01   0.25604E-01    12.6296    12.6574    12.6758    12.7487    12.9968
   2021     10     13   12.00      2496.00   0.13074E+02   0.00000E+00   0.13074E+02   0.13189E+02   0.13796E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.46398E+02   0.55326E+02  -0.17245E+03  -0.11790E+04   0.19260E-02   0.22876E-05   0.41119E-04       0.26      13.34     0.0000  0.00   0.14972E-01  -0.15625E+00    13.1830    13.2039    13.2211    13.2906    13.5292
   2021     10     14   12.00      2520.00   0.12975E+02   0.00000E+00   0.12975E+02   0.13151E+02   0.13766E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.57341E+02   0.66424E+02  -0.19298E+03  -0.11900E+04   0.28509E-02   0.29458E-05   0.39321E-03       0.26      21.71     0.0000  0.00   0.36975E-01   0.11088E+00    13.1456    13.1760    13.1947    13.2641    13.4927
   2021     10     15   12.00      2544.00   0.11807E+02   0.00000E+00   0.11807E+02   0.12187E+02   0.12891E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.81084E+02   0.91096E+02  -0.25960E+03  -0.12895E+04   0.48551E-02   0.41519E-05   0.24938E-02       0.26      20.97     0.0000  0.00   0.96759E-01   0.12760E+00    12.1791    12.2447    12.2709    12.3504    12.6220
   2021     10     16   12.00      2568.00   0.97131E+01   0.00000E+00   0.97131E+01   0.10226E+02   0.11037E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.98809E+02   0.10153E+03  -0.29733E+03  -0.14721E+04   0.65692E-02   0.49991E-05   0.96057E-02       0.26      14.17     0.0000  0.00   0.17735E+00   0.10866E+00    10.2098    10.3164    10.3536    10.4420    10.7334
   2021     10     17   12.00      2592.00   0.84379E+01   0.00000E+00   0.84379E+01   0.89734E+01   0.98163E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.97576E+02   0.10056E+03  -0.27785E+03  -0.15771E+04   0.80956E-02   0.28644E-04   0.42914E-01       0.26      26.46     0.0000  0.00   0.12784E+00  -0.73977E+01     8.9518     9.0684     9.1133     9.2053     9.5171
   2021     10     18   12.00      2616.00   0.80953E+01   0.00000E+00   0.80953E+01   0.86672E+01   0.94955E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.85208E+02   0.84760E+02  -0.25620E+03  -0.15940E+04   0.66378E-02   0.16535E-04   0.35898E-01       0.26      21.67     0.0000  0.00   0.59066E-01  -0.67141E+01     8.6502     8.7667     8.8086     8.8975     9.2032
   2021     10     19   12.00      2640.00   0.84205E+01   0.00000E+00   0.84205E+01   0.88248E+01   0.96759E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.75988E+02   0.72289E+02  -0.22783E+03  -0.15653E+04   0.54366E-02   0.37970E-05   0.45854E-02       0.26      13.08     0.0000  0.00   0.11516E+00   0.14155E+01     8.8041     8.8957     8.9314     9.0275     9.3688
   2021     10     20   12.00      2664.00   0.93315E+01   0.00000E+00   0.93315E+01   0.96942E+01   0.10468E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.62968E+02   0.65535E+02  -0.20112E+03  -0.14808E+04   0.51578E-02   0.46662E-05   0.45378E-02       0.27      15.84     0.0000  0.00   0.81245E-01   0.24611E+01     9.6741     9.7563     9.7905     9.8766    10.1788
   2021     10     21   12.00      2688.00   0.96244E+01   0.00000E+00   0.96244E+01   0.10045E+02   0.10831E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.75248E+02   0.77803E+02  -0.23474E+03  -0.14568E+04   0.54996E-02   0.45409E-05   0.70362E-02       0.27      11.09     0.0000  0.00   0.12054E+00   0.35093E+00    10.0311    10.1132    10.1453    10.2323    10.5410
   2021     10     22   12.00      2712.00   0.86325E+01   0.00000E+00   0.86325E+01   0.91937E+01   0.10001E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.85159E+02   0.88390E+02  -0.25505E+03  -0.15339E+04   0.69940E-02   0.68237E-05   0.15258E-01       0.27      11.97     0.0000  0.00   0.15888E+00  -0.38618E+01     9.1687     9.2902     9.3312     9.4176     9.7209
   2021     10     23   12.00      2736.00   0.89499E+01   0.00000E+00   0.89499E+01   0.93239E+01   0.10163E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.68946E+02   0.72048E+02  -0.22398E+03  -0.15224E+04   0.50388E-02   0.38704E-05   0.37758E-02       0.27      17.66     0.0000  0.00   0.83316E-01  -0.13158E+01     9.3049     9.3896     9.4235     9.5169     9.8513
   2021     10     24   12.00      2760.00   0.88930E+01   0.00000E+00   0.88930E+01   0.92790E+01   0.10078E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.75717E+02   0.74097E+02  -0.25080E+03  -0.15286E+04   0.48160E-02   0.39015E-05   0.30362E-02       0.27      14.53     0.0000  0.00   0.92998E-01   0.10997E+01     9.2635     9.3447     9.3768     9.4648     9.7778
   2021     10     25   12.00      2784.00   0.85557E+01   0.00000E+00   0.85557E+01   0.88795E+01   0.97276E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.68025E+02   0.62626E+02  -0.25151E+03  -0.15656E+04   0.34809E-02   0.27787E-05   0.57036E-03       0.27       9.40     0.0000  0.00   0.48032E-01   0.48117E+00     8.8728     8.9295     8.9578     9.0541     9.3840
   2021     10     26   12.00      2808.00   0.84974E+01   0.00000E+00   0.84974E+01   0.87764E+01   0.95724E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.64937E+02   0.58352E+02  -0.22991E+03  -0.15731E+04   0.31611E-02   0.27914E-05   0.39097E-03       0.27      10.12     0.0000  0.00   0.36783E-01   0.55577E+00     8.7702     8.8203     8.8470     8.9353     9.2454
   2021     10     27   12.00      2832.00   0.86095E+01   0.00000E+00   0.86095E+01   0.90043E+01   0.98280E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.85764E+02   0.78357E+02  -0.26583E+03  -0.15498E+04   0.42474E-02   0.41196E-05   0.58633E-02       0.27      18.63     0.0000  0.00   0.54647E-01  -0.20131E+01     8.9884     9.0720     9.1062     9.1972     9.5220
   2021     10     28   12.00      2856.00   0.64785E+01   0.00000E+00   0.64785E+01   0.72434E+01   0.81173E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.11788E+03   0.96009E+02  -0.33509E+03  -0.17321E+04   0.61928E-02   0.80283E-05   0.13030E-01       0.27      18.46     0.0000  0.00   0.39770E-01  -0.52132E+01     7.2103     7.3666     7.4206     7.5120     7.8169
   2021     10     29   12.00      2880.00   0.52562E+01   0.00000E+00   0.52562E+01   0.58812E+01   0.66551E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.10749E+03   0.77185E+02  -0.32665E+03  -0.18479E+04   0.48017E-02   0.38237E-05   0.41442E-02       0.28      14.17     0.0000  0.00  -0.23826E-01  -0.31165E+01     5.8305     6.0167     6.0725     6.1528     6.4694
