   2021      1     14   12.00       312.00  -0.20470E+02   0.00000E+00  -0.81339E-10   0.14411E+01   0.23418E+01   0.00000E+00  -0.35562E-02  -0.20470E+02  -0.20011E+02  -0.12380E+01   0.21249E+02  -0.12119E+02   0.78988E-02   0.53953E-95   0.00000E+00       0.85       0.72     0.0000  0.00  -0.71264E-87  -0.19374E-86     0.6233     1.6829     1.9369     1.9472     2.3418
   2021      1     15   12.00       336.00  -0.20744E+02   0.00000E+00  -0.81979E-10   0.14183E+01   0.23378E+01   0.00000E+00  -0.34688E-02  -0.20744E+02  -0.32333E+02  -0.17340E+01   0.34067E+02  -0.11549E+02   0.96086E-02   0.10614-102   0.00000E+00       0.85       0.97     0.0000  0.00   0.39260E-94  -0.18397E-92     0.6195     1.6555     1.9017     1.9105     2.3378
   2021      1     16   12.00       360.00  -0.22228E+02   0.00000E+00  -0.82565E-10   0.13964E+01   0.23059E+01   0.00000E+00  -0.33970E-02  -0.22228E+02  -0.31186E+02  -0.44122E+00   0.31627E+02  -0.11919E+02   0.10658E-01   0.69710-110   0.00000E+00       0.85       1.11     0.0000  0.00   0.11926-100   0.22251E-99     0.6151     1.6289     1.8687     1.8788     2.3059
   2021      1     17   12.00       384.00  -0.20571E+02   0.00000E+00  -0.83143E-10   0.13753E+01   0.22788E+01   0.00000E+00  -0.34188E-02  -0.20571E+02  -0.14125E+02   0.44785E+00   0.13677E+02  -0.11706E+02   0.86118E-02   0.72931-117   0.00000E+00       0.85       1.03     0.0000  0.00  -0.20327-107   0.18977-106     0.6103     1.6032     1.8375     1.8491     2.2788
   2021      1     18   12.00       408.00  -0.14935E+02   0.00000E+00  -0.83762E-10   0.13550E+01   0.22586E+01   0.00000E+00  -0.34335E-02  -0.14934E+02  -0.48770E+01   0.40156E+00   0.44754E+01  -0.11439E+02   0.53987E-02   0.93540-124   0.00000E+00       0.85       1.03     0.0000  0.00  -0.65164-115  -0.67706-113     0.6051     1.5783     1.8080     1.8210     2.2586
   2021      1     19   12.00       432.00  -0.12554E+02   0.00000E+00  -0.84315E-10   0.13354E+01   0.22411E+01   0.00000E+00  -0.31812E-02  -0.12551E+02  -0.15385E+01  -0.41105E-01   0.15796E+01  -0.11209E+02   0.16128E-02   0.12514-130   0.00000E+00       0.85       1.33     0.0000  0.00   0.51278-121   0.24151-120     0.5995     1.5542     1.7801     1.7943     2.2411
   2021      1     20   12.00       456.00  -0.19704E+02   0.00000E+00  -0.84610E-10   0.13163E+01   0.22250E+01   0.00000E+00  -0.27467E-02  -0.19704E+02  -0.14510E+01  -0.64281E+00   0.20938E+01  -0.11017E+02   0.10131E-02   0.17113-137   0.00000E+00       0.85       1.82     0.0000  0.00  -0.35679-128   0.12611-126     0.5934     1.5307     1.7536     1.7690     2.2250
   2021      1     21   12.00       480.00  -0.19403E+02   0.00000E+00  -0.84663E-10   0.12978E+01   0.22085E+01   0.00000E+00  -0.25322E-02  -0.19403E+02  -0.80675E+01  -0.14899E+01   0.95575E+01  -0.10890E+02   0.50010E-02   0.23169-144   0.00000E+00       0.85       1.92     0.0000  0.00  -0.78718-135  -0.17681-133     0.5868     1.5076     1.7285     1.7450     2.2085
   2021      1     22   12.00       504.00  -0.68777E+01   0.00000E+00  -0.84810E-10   0.12799E+01   0.21920E+01   0.00000E+00  -0.29663E-02  -0.68738E+01  -0.12199E+02  -0.35793E+00   0.12557E+02  -0.10758E+02   0.11502E-01   0.31489-151   0.00000E+00       0.85       1.74     0.0000  0.00   0.15625-141  -0.10709-140     0.5802     1.4852     1.7046     1.7221     2.1920
   2021      1     23   12.00       528.00  -0.22245E+01   0.00000E+00  -0.85346E-10   0.12626E+01   0.21769E+01   0.00000E+00  -0.31698E-02  -0.22240E+01  -0.22253E+02   0.13161E+01   0.20937E+02  -0.10590E+02   0.10560E-01   0.43101-158   0.00000E+00       0.85       2.06     0.0000  0.00   0.22108-149   0.49702-147     0.5736     1.4635     1.6818     1.7003     2.1769
   2021      1     24   12.00       552.00  -0.55478E+01   0.00000E+00  -0.85630E-10   0.12457E+01   0.21694E+01   0.00000E+00  -0.23886E-02  -0.55478E+01  -0.19270E+02  -0.29965E+01   0.22266E+02  -0.10250E+02   0.57751E-02   0.00000E+00   0.00000E+00       0.85       2.71     0.0000  0.00  -0.36781-155  -0.24769-154     0.5667     1.4422     1.6600     1.6791     2.1694
   2021      1     25   12.00       576.00  -0.11611E+02   0.00000E+00  -0.85296E-10   0.12291E+01   0.21559E+01   0.00000E+00  -0.16764E-02  -0.11611E+02  -0.88711E+01  -0.20874E+01   0.10958E+02  -0.10275E+02   0.31928E-02   0.00000E+00   0.00000E+00       0.85       3.47     0.0000  0.00   0.31064-162  -0.86093-161     0.5594     1.4212     1.6391     1.6593     2.1559
   2021      1     26   12.00       600.00  -0.17959E+02   0.00000E+00  -0.84754E-10   0.12129E+01   0.21410E+01   0.00000E+00  -0.17010E-02  -0.17958E+02  -0.45724E+01  -0.18711E+01   0.64435E+01  -0.10207E+02   0.38984E-02   0.00000E+00   0.00000E+00       0.85       3.92     0.0000  0.00   0.51500-169   0.13949-167     0.5519     1.4007     1.6189     1.6405     2.1410
   2021      1     27   12.00       624.00  -0.23616E+02   0.00000E+00  -0.84503E-10   0.11972E+01   0.21271E+01   0.00000E+00  -0.22604E-02  -0.23615E+02  -0.72644E+01  -0.16995E+01   0.89638E+01  -0.10106E+02   0.44468E-02   0.00000E+00   0.00000E+00       0.85       4.73     0.0000  0.00  -0.11973-175   0.55361-175     0.5446     1.3809     1.5993     1.6225     2.1271
   2021      1     28   12.00       648.00  -0.27232E+02   0.00000E+00  -0.84845E-10   0.11821E+01   0.21134E+01   0.00000E+00  -0.31124E-02  -0.27232E+02  -0.16542E+02  -0.20288E+01   0.18571E+02  -0.10022E+02   0.59761E-02   0.00000E+00   0.00000E+00       0.85       6.27     0.0000  0.00   0.24497-184  -0.36477-181     0.5377     1.3618     1.5806     1.6052     2.1134
   2021      1     29   12.00       672.00  -0.29014E+02   0.00000E+00  -0.85869E-10   0.11677E+01   0.21002E+01   0.00000E+00  -0.39760E-02  -0.29014E+02  -0.31601E+02  -0.17463E+01   0.33347E+02  -0.99261E+01   0.93858E-02   0.00000E+00   0.00000E+00       0.85       7.47     0.0000  0.00   0.26334-189   0.23292-188     0.5312     1.3434     1.5626     1.5886     2.1002
   2021      1     30   12.00       696.00  -0.31606E+02   0.00000E+00  -0.87500E-10   0.11537E+01   0.20880E+01   0.00000E+00  -0.46744E-02  -0.31606E+02  -0.36601E+02  -0.13767E+01   0.37978E+02  -0.98203E+01   0.97499E-02   0.00000E+00   0.00000E+00       0.85       8.60     0.0000  0.00  -0.26157-196   0.57919-195     0.5250     1.3256     1.5452     1.5725     2.0880
   2021      1     31   12.00       720.00  -0.36152E+02   0.00000E+00  -0.89593E-10   0.11403E+01   0.20767E+01   0.00000E+00  -0.52396E-02  -0.36152E+02  -0.28032E+02  -0.11196E+01   0.29152E+02  -0.97129E+01   0.75831E-02   0.00000E+00   0.00000E+00       0.85       9.67     0.0000  0.00  -0.32507-203  -0.10741-201     0.5190     1.3085     1.5284     1.5570     2.0767
   2021      2      1   12.00       744.00  -0.35354E+02   0.00000E+00  -0.92150E-10   0.11273E+01   0.20669E+01   0.00000E+00  -0.58861E-02  -0.35354E+02  -0.26967E+02  -0.10290E+01   0.27996E+02  -0.95610E+01   0.77231E-02   0.00000E+00   0.00000E+00       0.85      10.65     0.0000  0.00   0.88779-210  -0.22776-209     0.5133     1.2920     1.5121     1.5420     2.0669
   2021      2      2   12.00       768.00  -0.30106E+02   0.00000E+00  -0.95166E-10   0.11147E+01   0.20586E+01   0.00000E+00  -0.63067E-02  -0.30106E+02  -0.40663E+02   0.10052E+00   0.40562E+02  -0.94601E+01   0.10423E-01   0.00000E+00   0.00000E+00       0.85      11.44     0.0000  0.00  -0.14924-217   0.25637-215     0.5078     1.2760     1.4963     1.5275     2.0586
   2021      2      3   12.00       792.00  -0.28285E+02   0.00000E+00  -0.98263E-10   0.11025E+01   0.20481E+01   0.00000E+00  -0.61414E-02  -0.28285E+02  -0.56529E+02   0.13227E+01   0.55207E+02  -0.94175E+01   0.13112E-01   0.00000E+00   0.00000E+00       0.85      12.62     0.0000  0.00  -0.17866-223  -0.19802-222     0.5023     1.2604     1.4810     1.5137     2.0481
   2021      2      4   12.00       816.00  -0.34021E+02   0.00000E+00  -0.10106E-09   0.10904E+01   0.20368E+01   0.00000E+00  -0.57717E-02  -0.34021E+02  -0.43352E+02  -0.42589E+00   0.43778E+02  -0.93733E+01   0.11404E-01   0.00000E+00   0.00000E+00       0.85      13.80     0.0000  0.00   0.20506-230  -0.36613-229     0.4966     1.2452     1.4662     1.5004     2.0368
   2021      2      5   12.00       840.00  -0.36115E+02   0.00000E+00  -0.10366E-09   0.10786E+01   0.20256E+01   0.00000E+00  -0.58352E-02  -0.36115E+02  -0.30713E+02  -0.15351E+00   0.30866E+02  -0.93124E+01   0.88849E-02   0.00000E+00   0.00000E+00       0.85      14.40     0.0000  0.00   0.19096-237   0.78510-236     0.4909     1.2302     1.4518     1.4874     2.0256
   2021      2      6   12.00       864.00  -0.31619E+02   0.00000E+00  -0.10653E-09   0.10671E+01   0.20149E+01   0.00000E+00  -0.61888E-02  -0.31619E+02  -0.30412E+02   0.59069E+00   0.29822E+02  -0.92415E+01   0.81687E-02   0.00000E+00   0.00000E+00       0.85      15.19     0.0000  0.00  -0.63122-244   0.39387-244     0.4853     1.2157     1.4378     1.4749     2.0149
   2021      2      7   12.00       888.00  -0.31998E+02   0.00000E+00  -0.10952E-09   0.10559E+01   0.20046E+01   0.00000E+00  -0.60894E-02  -0.31997E+02  -0.25080E+02  -0.68830E-01   0.25149E+02  -0.91690E+01   0.66574E-02   0.00000E+00   0.00000E+00       0.85      16.84     0.0000  0.00   0.19387-251  -0.17451-249     0.4798     1.2015     1.4243     1.4627     2.0046
   2021      2      8   12.00       912.00  -0.34446E+02   0.00000E+00  -0.11232E-09   0.10450E+01   0.19948E+01   0.00000E+00  -0.59064E-02  -0.34446E+02  -0.25537E+02  -0.60443E+00   0.26141E+02  -0.90953E+01   0.77058E-02   0.00000E+00   0.00000E+00       0.85      18.71     0.0000  0.00   0.11838-257   0.15985-256     0.4743     1.1876     1.4111     1.4508     1.9948
   2021      2      9   12.00       936.00  -0.36552E+02   0.00000E+00  -0.11506E-09   0.10342E+01   0.19859E+01   0.00000E+00  -0.59647E-02  -0.36552E+02  -0.28494E+02  -0.53372E+00   0.29028E+02  -0.89975E+01   0.83642E-02   0.00000E+00   0.00000E+00       0.85      20.27     0.0000  0.00  -0.15642-264   0.22484-263     0.4689     1.1740     1.3982     1.4392     1.9859
   2021      2     10   12.00       960.00  -0.40542E+02   0.00000E+00  -0.11796E-09   0.10237E+01   0.19770E+01   0.00000E+00  -0.61722E-02  -0.40542E+02  -0.24955E+02  -0.57067E+00   0.25526E+02  -0.89457E+01   0.76028E-02   0.00000E+00   0.00000E+00       0.85      21.99     0.0000  0.00  -0.10622-271  -0.56432-270     0.4635     1.1607     1.3856     1.4280     1.9770
   2021      2     11   12.00       984.00  -0.44562E+02   0.00000E+00  -0.12115E-09   0.10135E+01   0.19675E+01   0.00000E+00  -0.65443E-02  -0.44562E+02  -0.18227E+02  -0.49630E+00   0.18723E+02  -0.89014E+01   0.68129E-02   0.00000E+00   0.00000E+00       0.85      23.50     0.0000  0.00   0.44216-278   0.56062-278     0.4584     1.1478     1.3733     1.4173     1.9675
   2021      2     12   12.00      1008.00  -0.33268E+02   0.00000E+00  -0.12486E-09   0.10036E+01   0.19581E+01   0.00000E+00  -0.70439E-02  -0.33269E+02  -0.40783E+01  -0.20563E+01   0.61346E+01  -0.88483E+01   0.68291E-02   0.00000E+00   0.00000E+00       0.85      20.85     0.0000  0.00  -0.19546-285   0.11693-283     0.4535     1.1353     1.3614     1.4069     1.9581
   2021      2     13   12.00      1032.00  -0.18677E+02   0.00000E+00  -0.12883E-09   0.99396E+00   0.19488E+01   0.00000E+00  -0.67549E-02  -0.18677E+02  -0.91810E+01   0.12857E+01   0.78953E+01  -0.87935E+01   0.68123E-02   0.00000E+00   0.00000E+00       0.85      18.51     0.0000  0.00  -0.76741-292  -0.12447-290     0.4488     1.1231     1.3497     1.3967     1.9488
   2021      2     14   12.00      1056.00  -0.17497E+02   0.00000E+00  -0.13173E-09   0.98429E+00   0.19395E+01   0.00000E+00  -0.53270E-02  -0.17497E+02  -0.34677E+02  -0.37188E+00   0.35049E+02  -0.87432E+01   0.91455E-02   0.00000E+00   0.00000E+00       0.85      23.33     0.0000  0.00   0.11600-298  -0.13263-297     0.4436     1.1109     1.3384     1.3867     1.9395
   2021      2     15   12.00      1080.00  -0.20879E+02   0.00000E+00  -0.13297E-09   0.97450E+00   0.19301E+01   0.00000E+00  -0.40395E-02  -0.20879E+02  -0.46102E+02  -0.13698E+01   0.47472E+02  -0.86927E+01   0.11750E-01   0.00000E+00   0.00000E+00       0.85      28.52     0.0000  0.00   0.54403-306   0.39814-304     0.4380     1.0986     1.3273     1.3767     1.9301
   2021      2     16   12.00      1104.00  -0.24716E+02   0.00000E+00  -0.13313E-09   0.96472E+00   0.19211E+01   0.00000E+00  -0.34119E-02  -0.24716E+02  -0.48650E+02  -0.10150E+01   0.49665E+02  -0.86361E+01   0.10841E-01   0.00000E+00   0.00000E+00       0.85      31.04     0.0000  0.00  -0.30646-312  -0.96159-312     0.4322     1.0863     1.3163     1.3670     1.9211
   2021      2     17   12.00      1128.00  -0.29020E+02   0.00000E+00  -0.13298E-09   0.95508E+00   0.19121E+01   0.00000E+00  -0.33223E-02  -0.29020E+02  -0.39998E+02  -0.18345E+01   0.41832E+02  -0.85898E+01   0.83822E-02   0.00000E+00   0.00000E+00       0.85      33.26     0.0000  0.00  -0.10924-319  -0.65078-318     0.4264     1.0741     1.3056     1.3575     1.9121
   2021      2     18   12.00      1152.00  -0.34791E+02   0.00000E+00  -0.13302E-09   0.94567E+00   0.19032E+01   0.00000E+00  -0.35948E-02  -0.34790E+02  -0.22787E+02  -0.13776E+01   0.24165E+02  -0.85455E+01   0.41721E-02   0.00000E+00   0.00000E+00       0.85      31.77     0.0000  0.00  -0.91353-320   0.58785-318     0.4208     1.0622     1.2951     1.3484     1.9032
   2021      2     19   12.00      1176.00  -0.38261E+02   0.00000E+00  -0.13367E-09   0.93656E+00   0.18944E+01   0.00000E+00  -0.41728E-02  -0.38261E+02  -0.11267E+00  -0.65257E-02   0.11920E+00  -0.84988E+01   0.82049E-04   0.00000E+00   0.00000E+00       0.85      27.79     0.0000  0.00  -0.87894-320   0.59456-318     0.4156     1.0507     1.2848     1.3396     1.8944
   2021      2     20   12.00      1200.00  -0.35408E+02   0.00000E+00  -0.13515E-09   0.92777E+00   0.18860E+01   0.00000E+00  -0.47662E-02  -0.35408E+02  -0.11744E+01  -0.90119E-01   0.12645E+01  -0.84485E+01   0.44724E-03   0.00000E+00   0.00000E+00       0.85      31.67     0.0000  0.00  -0.84633-320   0.60098-318     0.4108     1.0395     1.2748     1.3310     1.8860
   2021      2     21   12.00      1224.00  -0.35158E+02   0.00000E+00  -0.13710E-09   0.91924E+00   0.18779E+01   0.00000E+00  -0.48987E-02  -0.35158E+02  -0.16374E+02  -0.99216E+00   0.17366E+02  -0.83989E+01   0.36482E-02   0.00000E+00   0.00000E+00       0.85      39.22     0.0000  0.00  -0.80137-320   0.61019-318     0.4062     1.0287     1.2649     1.3227     1.8779
   2021      2     22   12.00      1248.00  -0.38680E+02   0.00000E+00  -0.13914E-09   0.91087E+00   0.18697E+01   0.00000E+00  -0.49122E-02  -0.38680E+02  -0.90793E+01  -0.51450E+00   0.95938E+01  -0.83554E+01   0.14790E-02   0.00000E+00   0.00000E+00       0.85      40.44     0.0000  0.00  -0.74307-320   0.62180-318     0.4017     1.0180     1.2552     1.3145     1.8697
   2021      2     23   12.00      1272.00  -0.39211E+02   0.00000E+00  -0.14125E-09   0.90267E+00   0.18616E+01   0.00000E+00  -0.50301E-02  -0.39211E+02  -0.16510E+00  -0.93121E-02   0.17442E+00  -0.83136E+01   0.93653E-04   0.00000E+00   0.00000E+00       0.85      39.32     0.0000  0.00  -0.72578-320   0.62526-318     0.3973     1.0076     1.2455     1.3066     1.8616
   2021      2     24   12.00      1296.00  -0.36602E+02   0.00000E+00  -0.14363E-09   0.89466E+00   0.18535E+01   0.00000E+00  -0.51959E-02  -0.36602E+02  -0.75055E+01  -0.50045E+00   0.80059E+01  -0.82749E+01   0.17295E-02   0.00000E+00   0.00000E+00       0.85      42.87     0.0000  0.00  -0.72578-320   0.62526-318     0.3931     0.9975     1.2360     1.2989     1.8535
   2021      2     25   12.00      1320.00  -0.32386E+02   0.00000E+00  -0.14606E-09   0.88680E+00   0.18453E+01   0.00000E+00  -0.50927E-02  -0.32386E+02  -0.24355E+02  -0.13958E+01   0.25750E+02  -0.82388E+01   0.65730E-02   0.00000E+00   0.00000E+00       0.85      48.00     0.0000  0.00  -0.72578-320   0.62526-318     0.3889     0.9876     1.2267     1.2913     1.8453
   2021      2     26   12.00      1344.00  -0.32960E+02   0.00000E+00  -0.14821E-09   0.87904E+00   0.18371E+01   0.00000E+00  -0.47687E-02  -0.32960E+02  -0.25619E+02  -0.11556E+01   0.26775E+02  -0.82039E+01   0.69603E-02   0.00000E+00   0.00000E+00       0.85      51.23     0.0000  0.00  -0.72578-320   0.62526-318     0.3847     0.9778     1.2175     1.2840     1.8371
   2021      2     27   12.00      1368.00  -0.33973E+02   0.00000E+00  -0.14990E-09   0.87134E+00   0.18289E+01   0.00000E+00  -0.44515E-02  -0.33973E+02  -0.33575E+02  -0.81772E+00   0.34392E+02  -0.81693E+01   0.81865E-02   0.00000E+00   0.00000E+00       0.85      55.06     0.0000  0.00  -0.72578-320   0.62526-318     0.3805     0.9681     1.2085     1.2768     1.8289
   2021      2     28   12.00      1392.00  -0.32991E+02   0.00000E+00  -0.15131E-09   0.86373E+00   0.18207E+01   0.00000E+00  -0.43112E-02  -0.32991E+02  -0.40769E+02  -0.77574E+00   0.41545E+02  -0.81340E+01   0.90826E-02   0.00000E+00   0.00000E+00       0.85      58.61     0.0000  0.00  -0.72578-320   0.62526-318     0.3763     0.9585     1.1996     1.2697     1.8207
   2021      3      1   12.00      1416.00  -0.32907E+02   0.00000E+00  -0.15261E-09   0.85624E+00   0.18127E+01   0.00000E+00  -0.42176E-02  -0.32907E+02  -0.35142E+02  -0.99822E+00   0.36140E+02  -0.80982E+01   0.80558E-02   0.00000E+00   0.00000E+00       0.85      57.31     0.0000  0.00  -0.72578-320   0.62526-318     0.3721     0.9491     1.1909     1.2628     1.8127
   2021      3      2   12.00      1440.00  -0.29572E+02   0.00000E+00  -0.15386E-09   0.84887E+00   0.18047E+01   0.00000E+00  -0.41742E-02  -0.29572E+02  -0.27298E+02   0.51415E-01   0.27247E+02  -0.80621E+01   0.94720E-02   0.00000E+00   0.00000E+00       0.85      54.23     0.0000  0.00  -0.72578-320   0.62526-318     0.3680     0.9398     1.1823     1.2560     1.8047
   2021      3      3   12.00      1464.00  -0.28131E+02   0.00000E+00  -0.15499E-09   0.84161E+00   0.17969E+01   0.00000E+00  -0.39458E-02  -0.28131E+02  -0.33004E+02   0.50465E+00   0.32499E+02  -0.80266E+01   0.10285E-01   0.00000E+00   0.00000E+00       0.85      60.22     0.0000  0.00  -0.72578-320   0.62526-318     0.3640     0.9307     1.1738     1.2494     1.7969
   2021      3      4   12.00      1488.00  -0.29301E+02   0.00000E+00  -0.15571E-09   0.83441E+00   0.17891E+01   0.00000E+00  -0.36798E-02  -0.29301E+02  -0.30439E+02  -0.62092E+00   0.31060E+02  -0.79922E+01   0.75629E-02   0.00000E+00   0.00000E+00       0.85      56.41     0.0000  0.00  -0.72578-320   0.62526-318     0.3599     0.9216     1.1655     1.2429     1.7891
   2021      3      5   12.00      1512.00  -0.22331E+02   0.00000E+00  -0.15635E-09   0.82732E+00   0.17815E+01   0.00000E+00  -0.36658E-02  -0.22334E+02  -0.21010E+02  -0.17957E+01   0.22806E+02  -0.79567E+01   0.11916E-01   0.00000E+00   0.00000E+00       0.85      50.62     0.0000  0.00  -0.72578-320   0.62526-318     0.3559     0.9127     1.1573     1.2365     1.7815
   2021      3      6   12.00      1536.00  -0.16166E+02   0.00000E+00  -0.15688E-09   0.82033E+00   0.17739E+01   0.00000E+00  -0.33965E-02  -0.16168E+02  -0.18510E+02  -0.98753E+00   0.19498E+02  -0.79220E+01   0.12848E-01   0.00000E+00   0.00000E+00       0.85      53.64     0.0000  0.00  -0.72578-320   0.62526-318     0.3520     0.9039     1.1492     1.2302     1.7739
   2021      3      7   12.00      1560.00  -0.15201E+02   0.00000E+00  -0.15673E-09   0.81335E+00   0.17664E+01   0.00000E+00  -0.27654E-02  -0.15201E+02  -0.19063E+02  -0.30980E+01   0.22161E+02  -0.78897E+01   0.10427E-01   0.00000E+00   0.00000E+00       0.85      49.05     0.0000  0.00  -0.72578-320   0.62526-318     0.3480     0.8951     1.1412     1.2240     1.7664
   2021      3      8   12.00      1584.00  -0.96041E+01   0.00000E+00  -0.15582E-09   0.80638E+00   0.17588E+01   0.00000E+00  -0.23697E-02  -0.96037E+01  -0.16895E+02  -0.90988E+00   0.17805E+02  -0.78576E+01   0.17048E-01   0.00000E+00   0.00000E+00       0.85      36.10     0.0000  0.00  -0.72578-320   0.62526-318     0.3439     0.8863     1.1333     1.2178     1.7588
   2021      3      9   12.00      1608.00  -0.77528E+01   0.00000E+00  -0.15455E-09   0.79947E+00   0.17514E+01   0.00000E+00  -0.19826E-02  -0.77493E+01  -0.15395E+02   0.40668E+00   0.14989E+02  -0.78249E+01   0.13510E-01   0.00000E+00   0.00000E+00       0.85      42.78     0.0000  0.00  -0.72578-320   0.62526-318     0.3398     0.8776     1.1256     1.2117     1.7514
