TIMESTAMP,Date,Time,Battery_Voltage_Avg,PTemp_Avg_degC,CO2_High_ppm,CO2_High_RA_ppm,WaterTemp_degC,PAR
6/26/2022 17:00,6/26/2022,17:00,12.71,12.76,742.875,744.9336,NA,NA
6/26/2022 17:30,6/26/2022,17:30,12.71,12.56,737.1367,739.1936,NA,NA
6/26/2022 18:00,6/26/2022,18:00,12.72,13.07,732.7863,734.4681,NA,NA
6/26/2022 18:30,6/26/2022,18:30,12.72,13.39,729.7245,729.5434,NA,NA
6/26/2022 19:00,6/26/2022,19:00,12.72,12.95,723.3866,722.7481,NA,NA
6/26/2022 19:30,6/26/2022,19:30,12.71,12.43,720.2712,719.2006,NA,NA
6/26/2022 20:00,6/26/2022,20:00,12.71,12.22,720.0299,718.1454,NA,NA
6/26/2022 20:30,6/26/2022,20:30,12.72,12.13,715.3389,717.1373,NA,NA
6/26/2022 21:00,6/26/2022,21:00,12.71,12.13,718.7505,716.4666,NA,NA
6/26/2022 21:30,6/26/2022,21:30,12.71,12.26,717.2888,717.4537,NA,NA
6/26/2022 22:00,6/26/2022,22:00,12.71,12.3,721.2472,719.4339,NA,NA
6/26/2022 22:30,6/26/2022,22:30,12.71,12.15,723.388,720.5622,NA,NA
6/26/2022 23:00,6/26/2022,23:00,12.71,11.83,723.8439,721.6792,NA,NA
6/26/2022 23:30,6/26/2022,23:30,12.71,11.54,730.8751,727.5388,NA,NA
6/27/2022 0:00,6/27/2022,0:00,12.7,11.2,736.4222,734.8865,NA,NA
6/27/2022 0:30,6/27/2022,0:30,12.69,10.67,743.2213,741.7407,NA,NA
6/27/2022 1:00,6/27/2022,1:00,12.71,10.35,753.8262,750.2422,NA,NA
6/27/2022 1:30,6/27/2022,1:30,12.7,10.14,763.4052,759.2847,NA,NA
6/27/2022 2:00,6/27/2022,2:00,12.7,10.02,779.3122,770.7969,NA,NA
6/27/2022 2:30,6/27/2022,2:30,12.7,9.95,786.2007,780.6306,NA,NA
6/27/2022 3:00,6/27/2022,3:00,12.7,9.9,789.1568,786.8726,NA,NA
6/27/2022 3:30,6/27/2022,3:30,12.7,9.89,796.3496,796.0234,NA,NA
6/27/2022 4:00,6/27/2022,4:00,12.7,9.9,809.2547,805.8371,NA,NA
6/27/2022 4:30,6/27/2022,4:30,12.69,9.89,823.4612,819.3618,NA,NA
6/27/2022 5:00,6/27/2022,5:00,12.69,9.84,831.6431,829.1617,NA,NA
6/27/2022 5:30,6/27/2022,5:30,12.7,9.84,841.1026,837.8557,NA,NA
6/27/2022 6:00,6/27/2022,6:00,12.7,9.83,848.4274,846.7203,NA,NA
6/27/2022 6:30,6/27/2022,6:30,12.69,9.87,855.7578,854.6885,NA,NA
6/27/2022 7:00,6/27/2022,7:00,12.69,9.89,866.2604,863.7916,NA,NA
6/27/2022 7:30,6/27/2022,7:30,12.69,9.94,875.1223,872.6841,NA,NA
6/27/2022 8:00,6/27/2022,8:00,12.69,10.07,876.1878,873.9484,NA,NA
6/27/2022 8:30,6/27/2022,8:30,12.69,10.23,888.8362,885.4944,NA,NA
6/27/2022 9:00,6/27/2022,9:00,12.69,10.61,900.3601,897.2009,NA,NA
6/27/2022 9:30,6/27/2022,9:30,12.69,11.2,910.8135,907.9949,NA,NA
6/27/2022 10:00,6/27/2022,10:00,12.69,11.64,913.3162,913.8035,NA,NA
6/27/2022 10:30,6/27/2022,10:30,12.69,12.07,909.364,912.6587,NA,NA
6/27/2022 11:00,6/27/2022,11:00,12.69,12.66,913.5274,912.4612,NA,NA
6/27/2022 11:30,6/27/2022,11:30,12.69,13.19,908.2387,909.485,NA,NA
6/27/2022 12:00,6/27/2022,12:00,12.68,13.34,905.0422,906.8969,NA,NA
6/27/2022 12:30,6/27/2022,12:30,12.7,14.06,901.1403,902.6899,NA,NA
6/27/2022 13:00,6/27/2022,13:00,12.7,14.87,903.4084,902.8889,NA,NA
6/27/2022 13:30,6/27/2022,13:30,12.69,15.21,898.7384,897.4282,NA,NA
6/27/2022 14:00,6/27/2022,14:00,12.7,15.77,894.5949,892.5,NA,NA
6/27/2022 14:30,6/27/2022,14:30,12.71,15.34,883.3401,887.0255,NA,NA
6/27/2022 15:00,6/27/2022,15:00,12.71,15.25,875.5063,876.9936,NA,NA
6/27/2022 15:30,6/27/2022,15:30,12.7,16.13,870.4453,871.2831,NA,NA
6/27/2022 16:00,6/27/2022,16:00,12.7,16.68,855.3393,861.4389,NA,NA
6/27/2022 16:30,6/27/2022,16:30,12.7,17.64,855.8321,854.5013,NA,NA
6/27/2022 17:00,6/27/2022,17:00,12.71,17.34,841.5447,848.4045,NA,NA
6/27/2022 17:30,6/27/2022,17:30,12.71,16.99,837.1799,839.1342,NA,NA
6/27/2022 18:00,6/27/2022,18:00,12.7,17,833.5249,835.5173,NA,NA
6/27/2022 18:30,6/27/2022,18:30,12.71,17.42,830.97,831.6638,NA,NA
6/27/2022 19:00,6/27/2022,19:00,12.72,17.67,813.8135,820.9808,NA,NA
6/27/2022 19:30,6/27/2022,19:30,12.72,17.59,813.0765,811.945,NA,NA
6/27/2022 20:00,6/27/2022,20:00,12.71,17.24,805.9346,808.687,NA,NA
6/27/2022 20:30,6/27/2022,20:30,12.71,16.68,802.4326,803.7888,NA,NA
6/27/2022 21:00,6/27/2022,21:00,12.71,16.34,802.6241,802.3528,NA,NA
6/27/2022 21:30,6/27/2022,21:30,12.72,15.88,801.7977,800.4719,NA,NA
6/27/2022 22:00,6/27/2022,22:00,12.72,15.44,804.4102,800.5903,NA,NA
6/27/2022 22:30,6/27/2022,22:30,12.71,15.11,806.503,807.7156,NA,NA
6/27/2022 23:00,6/27/2022,23:00,12.71,14.32,810.4002,808.8452,NA,NA
6/27/2022 23:30,6/27/2022,23:30,12.71,13.13,833.8281,820.9064,NA,NA
6/28/2022 0:00,6/28/2022,0:00,12.71,11.98,848.9956,846.2561,NA,NA
6/28/2022 0:30,6/28/2022,0:30,12.7,10.15,843.8598,844.4988,NA,NA
6/28/2022 1:00,6/28/2022,1:00,12.69,8.34,841.7318,842.2481,NA,NA
6/28/2022 1:30,6/28/2022,1:30,12.69,8.28,848.7618,844.0718,NA,NA
6/28/2022 2:00,6/28/2022,2:00,12.7,8.85,853.0901,850.6616,NA,NA
6/28/2022 2:30,6/28/2022,2:30,12.69,9.17,859.827,861.2632,NA,NA
6/28/2022 3:00,6/28/2022,3:00,12.69,9.26,878.6101,871.0688,NA,NA
6/28/2022 3:30,6/28/2022,3:30,12.68,9.03,890.3328,886.4511,NA,NA
6/28/2022 4:00,6/28/2022,4:00,12.69,9.14,900.6444,897.1777,NA,NA
6/28/2022 4:30,6/28/2022,4:30,12.69,9.48,911.3495,906.6078,NA,NA
6/28/2022 5:00,6/28/2022,5:00,12.68,9.58,926.2944,921.5,NA,NA
6/28/2022 5:30,6/28/2022,5:30,12.68,9.54,940.3281,937.1834,NA,NA
6/28/2022 6:00,6/28/2022,6:00,12.67,9.68,958.3924,953.215,NA,NA
6/28/2022 6:30,6/28/2022,6:30,12.68,9.57,976.3111,970.7854,NA,NA
6/28/2022 7:00,6/28/2022,7:00,12.68,9.65,993.4288,986.3558,NA,NA
6/28/2022 7:30,6/28/2022,7:30,12.67,9.99,1011.93,1003.484,NA,NA
6/28/2022 8:00,6/28/2022,8:00,12.67,10.51,1032.99,1025.511,NA,NA
6/28/2022 8:30,6/28/2022,8:30,12.68,11.02,1044.037,1039.258,NA,NA
6/28/2022 9:00,6/28/2022,9:00,12.68,11.59,1051.677,1050.59,NA,NA
6/28/2022 9:30,6/28/2022,9:30,12.67,12.5,1076.593,1059.371,NA,NA
6/28/2022 10:00,6/28/2022,10:00,12.67,14.19,1140.856,1115.465,NA,NA
6/28/2022 10:30,6/28/2022,10:30,12.67,14.76,1130.503,1140.214,NA,NA
6/28/2022 11:00,6/28/2022,11:00,12.68,14.86,1112.447,1114.012,NA,NA
6/28/2022 11:30,6/28/2022,11:30,12.68,15.64,1129.691,1123.082,NA,NA
6/28/2022 12:00,6/28/2022,12:00,12.68,15.43,1111.402,1115.093,NA,NA
6/28/2022 12:30,6/28/2022,12:30,12.68,17.06,1163.41,1139.468,NA,NA
6/28/2022 13:00,6/28/2022,13:00,12.69,16.65,1133.237,1147.266,NA,NA
6/28/2022 13:30,6/28/2022,13:30,12.69,16.5,1121.693,1123.052,NA,NA
6/28/2022 14:00,6/28/2022,14:00,12.69,16.4,1114.904,1119.578,NA,NA
6/28/2022 14:30,6/28/2022,14:30,12.69,16.12,1093.043,1094.758,NA,NA
6/28/2022 15:00,6/28/2022,15:00,12.68,16.01,1075.455,1080.774,NA,NA
6/28/2022 15:30,6/28/2022,15:30,12.7,16.49,1035.65,1042.23,NA,NA
6/28/2022 16:00,6/28/2022,16:00,12.7,17.01,1028.041,1037.5,NA,NA
6/28/2022 16:30,6/28/2022,16:30,12.69,17.2,1025.302,1034.451,NA,NA
6/28/2022 17:00,6/28/2022,17:00,12.69,16.89,1015.631,1030.687,NA,NA
6/28/2022 17:30,6/28/2022,17:30,12.68,16.68,997.3665,1025.133,NA,NA
6/28/2022 18:00,6/28/2022,18:00,12.7,16.46,989.0394,1019.977,NA,NA
6/28/2022 18:30,6/28/2022,18:30,12.7,16.33,977.9262,1014.721,NA,NA
6/28/2022 19:00,6/28/2022,19:00,12.69,16.03,980.9465,1010.968,NA,NA
6/28/2022 19:30,6/28/2022,19:30,12.69,15.59,983.598,1008.231,NA,NA
6/28/2022 20:00,6/28/2022,20:00,12.69,15.14,983.7038,1006.001,NA,NA
6/28/2022 20:30,6/28/2022,20:30,12.69,15.2,986.755,1004.397,NA,NA
6/28/2022 21:00,6/28/2022,21:00,12.68,14.98,977.4748,1002.326,NA,NA
6/28/2022 21:30,6/28/2022,21:30,12.68,14.63,984.3049,1001.039,NA,NA
6/28/2022 22:00,6/28/2022,22:00,12.69,14.24,989.4897,1000.269,NA,NA
6/28/2022 22:30,6/28/2022,22:30,12.69,13.83,993.4844,999.8452,NA,NA
6/28/2022 23:00,6/28/2022,23:00,12.69,13.4,1007.854,1000.316,NA,NA
6/28/2022 23:30,6/28/2022,23:30,12.68,12.86,1009.66,1000.835,NA,NA
6/29/2022 0:00,6/29/2022,0:00,12.67,12.36,1012.137,1001.43,NA,NA
6/29/2022 0:30,6/29/2022,0:30,12.68,11.86,1026.375,1002.677,NA,NA
6/29/2022 1:00,6/29/2022,1:00,12.68,11.49,1041.402,1004.521,NA,NA
6/29/2022 1:30,6/29/2022,1:30,12.67,11.23,1048.38,1006.515,NA,NA
6/29/2022 2:00,6/29/2022,2:00,12.67,11.28,1063.072,1008.974,NA,NA
6/29/2022 2:30,6/29/2022,2:30,12.67,11.52,1070.54,1011.539,NA,NA
6/29/2022 3:00,6/29/2022,3:00,12.67,11.35,1081.159,1012.887,NA,NA
6/29/2022 3:30,6/29/2022,3:30,12.67,11.15,1086.634,1015.012,NA,NA
6/29/2022 4:00,6/29/2022,4:00,12.66,11.14,1093.999,1017.76,NA,NA
6/29/2022 4:30,6/29/2022,4:30,12.66,11.04,1105.812,1021.114,NA,NA
6/29/2022 5:00,6/29/2022,5:00,12.67,10.86,1126.283,1025.725,NA,NA
6/29/2022 5:30,6/29/2022,5:30,12.67,10.92,1141.956,1031.749,NA,NA
6/29/2022 6:00,6/29/2022,6:00,12.66,10.96,1165.739,1039.112,NA,NA
6/29/2022 6:30,6/29/2022,6:30,12.66,11.15,1191.267,1048.001,NA,NA
6/29/2022 7:00,6/29/2022,7:00,12.66,11.48,1210.149,1057.551,NA,NA
6/29/2022 7:30,6/29/2022,7:30,12.66,12.1,1217.15,1067.283,NA,NA
6/29/2022 8:00,6/29/2022,8:00,12.66,12.93,1225.012,1077.337,NA,NA
6/29/2022 8:30,6/29/2022,8:30,12.66,13.95,1263.343,1088.862,NA,NA
6/29/2022 9:00,6/29/2022,9:00,12.66,14.9,1266.445,1100.902,NA,NA
6/29/2022 9:30,6/29/2022,9:30,12.66,15.64,1253.183,1112.105,NA,NA
6/29/2022 10:00,6/29/2022,10:00,12.67,16.45,1242.712,1122.656,NA,NA
6/29/2022 10:30,6/29/2022,10:30,12.66,17.26,1261.346,1133.817,NA,NA
6/29/2022 11:00,6/29/2022,11:00,12.66,18.52,1254.292,1144.085,NA,NA
6/29/2022 11:30,6/29/2022,11:30,12.67,20.16,1239.87,1153.677,NA,NA
6/29/2022 12:00,6/29/2022,12:00,12.68,20.95,1215.62,1162.156,NA,NA
6/29/2022 12:30,6/29/2022,12:30,12.68,21.49,1218.271,1170.151,NA,NA
6/29/2022 13:00,6/29/2022,13:00,12.68,21.53,1273.264,1179.812,NA,NA
6/29/2022 13:30,6/29/2022,13:30,12.68,21.47,1311.375,1190.771,NA,NA
6/29/2022 14:00,6/29/2022,14:00,12.69,21.55,1279.721,1199.797,NA,NA
6/29/2022 14:30,6/29/2022,14:30,12.69,21.65,1280.422,1208.543,NA,NA
6/29/2022 15:00,6/29/2022,15:00,12.68,21.4,1263.076,1216.122,NA,NA
6/29/2022 15:30,6/29/2022,15:30,12.68,21.39,1254.884,1223.133,NA,NA
6/29/2022 16:00,6/29/2022,16:00,12.69,21.95,1242.321,1229.313,NA,NA
6/29/2022 16:30,6/29/2022,16:30,12.69,22.23,1211.748,1233.727,NA,NA
6/29/2022 17:00,6/29/2022,17:00,12.69,22.11,1179.19,1235.932,NA,NA
6/29/2022 17:30,6/29/2022,17:30,12.69,22.24,1238.41,1239.95,NA,NA
6/29/2022 18:00,6/29/2022,18:00,12.69,22.3,1275.127,1244.508,NA,NA
6/29/2022 18:30,6/29/2022,18:30,12.7,22.33,1272.342,1247.886,NA,NA
6/29/2022 19:00,6/29/2022,19:00,12.7,21.95,1229.377,1248.688,NA,NA
6/29/2022 19:30,6/29/2022,19:30,12.69,21.65,1208.452,1248.325,NA,NA
6/29/2022 20:00,6/29/2022,20:00,12.69,21.33,1177.536,1246.347,NA,NA
6/29/2022 20:30,6/29/2022,20:30,12.7,21.09,1162.539,1242.147,NA,NA
6/29/2022 21:00,6/29/2022,21:00,12.7,20.31,1175.588,1238.361,NA,NA
6/29/2022 21:30,6/29/2022,21:30,12.69,18.92,1245.901,1238.058,NA,NA
6/29/2022 22:00,6/29/2022,22:00,12.68,17.57,1263.686,1238.932,NA,NA
6/29/2022 22:30,6/29/2022,22:30,12.69,16.1,1226.301,1237.471,NA,NA
6/29/2022 23:00,6/29/2022,23:00,12.69,14.57,1211.918,1235.706,NA,NA
6/29/2022 23:30,6/29/2022,23:30,12.68,13.21,1198.377,1233.977,NA,NA
6/30/2022 0:00,6/30/2022,0:00,12.67,12.98,1207.969,1233.658,NA,NA
6/30/2022 0:30,6/30/2022,0:30,12.67,13.07,1234.766,1234.345,NA,NA
6/30/2022 1:00,6/30/2022,1:00,12.67,12.79,1259.254,1233.762,NA,NA
6/30/2022 1:30,6/30/2022,1:30,12.67,11.96,1278.534,1232.393,NA,NA
6/30/2022 2:00,6/30/2022,2:00,12.66,11.15,1303.822,1233.397,NA,NA
6/30/2022 2:30,6/30/2022,2:30,12.66,10.38,1341.829,1235.956,NA,NA
6/30/2022 3:00,6/30/2022,3:00,12.66,9.86,1368.352,1240.343,NA,NA
6/30/2022 3:30,6/30/2022,3:30,12.66,9.41,1395.201,1246.189,NA,NA
6/30/2022 4:00,6/30/2022,4:00,12.66,9.33,1412.525,1253.281,NA,NA
6/30/2022 4:30,6/30/2022,4:30,12.65,9.61,1428.963,1262.332,NA,NA
6/30/2022 5:00,6/30/2022,5:00,12.64,9.64,1426.425,1272.633,NA,NA
6/30/2022 5:30,6/30/2022,5:30,12.65,9.98,1430.276,1280.627,NA,NA
6/30/2022 6:00,6/30/2022,6:00,12.65,10.27,1424.229,1286.84,NA,NA
6/30/2022 6:30,6/30/2022,6:30,12.64,11,1418.444,1292.928,NA,NA
6/30/2022 7:00,6/30/2022,7:00,12.64,11.91,1411.053,1300.497,NA,NA
6/30/2022 7:30,6/30/2022,7:30,12.65,12.87,1405.585,1308.711,NA,NA
6/30/2022 8:00,6/30/2022,8:00,12.65,13.82,1396.379,1317.83,NA,NA
6/30/2022 8:30,6/30/2022,8:30,12.65,14.9,1405.415,1327.95,NA,NA
6/30/2022 9:00,6/30/2022,9:00,12.64,16.9,1462.432,1339.901,NA,NA
6/30/2022 9:30,6/30/2022,9:30,12.64,18.79,1556.838,1352.857,NA,NA
6/30/2022 10:00,6/30/2022,10:00,12.65,20.06,1577.792,1365.945,NA,NA
6/30/2022 10:30,6/30/2022,10:30,12.66,21.1,1584.405,1380.866,NA,NA
6/30/2022 11:00,6/30/2022,11:00,12.65,21.82,1581.56,1396.268,NA,NA
6/30/2022 11:30,6/30/2022,11:30,12.65,22.22,1579.542,1412.15,NA,NA
6/30/2022 12:00,6/30/2022,12:00,12.66,22.85,1557.526,1426.714,NA,NA
6/30/2022 12:30,6/30/2022,12:30,12.66,23.32,1523.779,1438.757,NA,NA
6/30/2022 13:00,6/30/2022,13:00,12.66,23.31,1493.882,1448.533,NA,NA
6/30/2022 13:30,6/30/2022,13:30,12.66,23.39,1478.846,1456.879,NA,NA
6/30/2022 14:00,6/30/2022,14:00,12.66,23.59,1465.97,1463.635,NA,NA
6/30/2022 14:30,6/30/2022,14:30,12.68,23.65,1446.609,1468.001,NA,NA
6/30/2022 15:00,6/30/2022,15:00,12.68,24.28,1422.199,1470.245,NA,NA
6/30/2022 15:30,6/30/2022,15:30,12.67,24.33,1396.934,1470.317,NA,NA
6/30/2022 16:00,6/30/2022,16:00,12.67,24.92,1391.729,1469.451,NA,NA
6/30/2022 16:30,6/30/2022,16:30,12.68,25.55,1353.225,1466.295,NA,NA
6/30/2022 17:00,6/30/2022,17:00,12.68,25.68,1339.294,1462.664,NA,NA
6/30/2022 17:30,6/30/2022,17:30,12.68,25.09,1316.21,1457.911,NA,NA
6/30/2022 18:00,6/30/2022,18:00,12.68,24.76,1292.635,1452.428,NA,NA
6/30/2022 18:30,6/30/2022,18:30,12.69,24.66,1270.564,1446.267,NA,NA
6/30/2022 19:00,6/30/2022,19:00,12.69,24.42,1262.244,1440.066,NA,NA
6/30/2022 19:30,6/30/2022,19:30,12.69,24.36,1238.412,1433.101,NA,NA
6/30/2022 20:00,6/30/2022,20:00,12.68,23.93,1244.497,1426.772,NA,NA
6/30/2022 20:30,6/30/2022,20:30,12.67,22.5,1274.217,1421.306,NA,NA
6/30/2022 21:00,6/30/2022,21:00,12.68,20.97,1261.993,1412.954,NA,NA
6/30/2022 21:30,6/30/2022,21:30,12.68,19.66,1250.148,1400.175,NA,NA
6/30/2022 22:00,6/30/2022,22:00,12.67,18.18,1260.166,1386.941,NA,NA
