   2022      1     29   12.00       672.00  -0.17631E+02   0.00000E+00  -0.21028E-10   0.12640E+01   0.35163E+01   0.00000E+00  -0.22676E-02  -0.17631E+02  -0.88655E+02   0.17441E+02   0.71214E+02  -0.27312E+01   0.12525E-01   0.00000E+00   0.00000E+00       0.85      20.84     0.0000  0.00   0.55335-321   0.32855-319     0.3138     0.9743     1.8449     2.7267     3.5163
   2022      1     30   12.00       696.00  -0.17701E+02   0.00000E+00  -0.20944E-10   0.12549E+01   0.35046E+01   0.00000E+00  -0.23698E-02  -0.17701E+02  -0.77872E+02   0.13964E+02   0.63908E+02  -0.27222E+01   0.10955E-01   0.00000E+00   0.00000E+00       0.85      19.49     0.0000  0.00   0.55335-321   0.32855-319     0.3097     0.9636     1.8325     2.7161     3.5046
   2022      1     31   12.00       720.00  -0.15791E+02   0.00000E+00  -0.20933E-10   0.12465E+01   0.34932E+01   0.00000E+00  -0.24536E-02  -0.15790E+02  -0.60007E+02   0.13257E+02   0.46749E+02  -0.27128E+01   0.13616E-01   0.00000E+00   0.00000E+00       0.85      18.38     0.0000  0.00   0.55335-321   0.32855-319     0.3059     0.9536     1.8209     2.7059     3.4932
   2022      2      1   12.00       744.00  -0.13240E+02   0.00000E+00  -0.20938E-10   0.12384E+01   0.34820E+01   0.00000E+00  -0.23486E-02  -0.13240E+02  -0.32766E+02   0.13790E+02   0.18976E+02  -0.27039E+01   0.19803E-01   0.00000E+00   0.00000E+00       0.85      19.03     0.0000  0.00   0.55335-321   0.32855-319     0.3024     0.9443     1.8099     2.6960     3.4820
   2022      2      2   12.00       768.00  -0.12112E+02   0.00000E+00  -0.20873E-10   0.12306E+01   0.34708E+01   0.00000E+00  -0.20959E-02  -0.12112E+02  -0.11345E+02   0.15894E+02  -0.45497E+01  -0.26960E+01   0.22998E-01   0.00000E+00   0.00000E+00       0.85      20.99     0.0000  0.00   0.55335-321   0.32855-319     0.2990     0.9353     1.7992     2.6862     3.4708
   2022      2      3   12.00       792.00  -0.12110E+02   0.00000E+00  -0.20750E-10   0.12230E+01   0.34597E+01   0.00000E+00  -0.19908E-02  -0.12110E+02  -0.52837E+01   0.17088E+02  -0.11804E+02  -0.26882E+01   0.22715E-01   0.00000E+00   0.00000E+00       0.85      22.86     0.0000  0.00   0.55335-321   0.32855-319     0.2956     0.9267     1.7889     2.6765     3.4597
   2022      2      4   12.00       816.00  -0.12328E+02   0.00000E+00  -0.20663E-10   0.12159E+01   0.34489E+01   0.00000E+00  -0.20740E-02  -0.12327E+02  -0.23375E+00   0.12146E+02  -0.11912E+02  -0.26795E+01   0.17545E-01   0.00000E+00   0.00000E+00       0.85      23.76     0.0000  0.00   0.55335-321   0.32855-319     0.2926     0.9186     1.7790     2.6671     3.4489
   2022      2      5   12.00       840.00  -0.14034E+02   0.00000E+00  -0.20639E-10   0.12091E+01   0.34382E+01   0.00000E+00  -0.21793E-02  -0.14034E+02  -0.12923E+01   0.51452E+01  -0.38529E+01  -0.26704E+01   0.73031E-02   0.00000E+00   0.00000E+00       0.85      24.87     0.0000  0.00   0.55335-321   0.32855-319     0.2897     0.9111     1.7697     2.6581     3.4382
   2022      2      6   12.00       864.00  -0.20283E+02   0.00000E+00  -0.20736E-10   0.12029E+01   0.34280E+01   0.00000E+00  -0.26332E-02  -0.20281E+02  -0.17511E+02   0.42930E+00   0.17081E+02  -0.26599E+01   0.59473E-02   0.00000E+00   0.00000E+00       0.85      27.43     0.0000  0.00   0.55335-321   0.32855-319     0.2872     0.9042     1.7610     2.6496     3.4280
   2022      2      7   12.00       888.00  -0.27895E+02   0.00000E+00  -0.21094E-10   0.11974E+01   0.34182E+01   0.00000E+00  -0.33409E-02  -0.27895E+02  -0.31674E+02  -0.87630E+00   0.32550E+02  -0.26473E+01   0.61168E-02   0.00000E+00   0.00000E+00       0.85      30.50     0.0000  0.00   0.55335-321   0.32855-319     0.2851     0.8981     1.7533     2.6420     3.4182
   2022      2      8   12.00       912.00  -0.31226E+02   0.00000E+00  -0.21750E-10   0.11927E+01   0.34091E+01   0.00000E+00  -0.41785E-02  -0.31226E+02  -0.36481E+02  -0.35847E+00   0.36840E+02  -0.26330E+01   0.76381E-02   0.00000E+00   0.00000E+00       0.85      32.23     0.0000  0.00   0.55335-321   0.32855-319     0.2835     0.8930     1.7467     2.6353     3.4091
   2022      2      9   12.00       936.00  -0.30810E+02   0.00000E+00  -0.22675E-10   0.11888E+01   0.34004E+01   0.00000E+00  -0.47734E-02  -0.30810E+02  -0.29063E+02  -0.16871E+00   0.29232E+02  -0.26182E+01   0.70997E-02   0.00000E+00   0.00000E+00       0.85      31.71     0.0000  0.00   0.55335-321   0.32855-319     0.2823     0.8888     1.7410     2.6294     3.4004
   2022      2     10   12.00       960.00  -0.26309E+02   0.00000E+00  -0.23642E-10   0.11852E+01   0.33920E+01   0.00000E+00  -0.47166E-02  -0.26309E+02  -0.17460E+02   0.11073E+01   0.16352E+02  -0.26053E+01   0.69415E-02   0.00000E+00   0.00000E+00       0.85      30.43     0.0000  0.00   0.55335-321   0.32855-319     0.2812     0.8851     1.7359     2.6237     3.3920
   2022      2     11   12.00       984.00  -0.19264E+02   0.00000E+00  -0.24345E-10   0.11814E+01   0.33835E+01   0.00000E+00  -0.40715E-02  -0.19264E+02  -0.19666E+01   0.34834E+01  -0.15167E+01  -0.25961E+01   0.11935E-01   0.00000E+00   0.00000E+00       0.85      29.28     0.0000  0.00   0.55335-321   0.32855-319     0.2798     0.8812     1.7307     2.6175     3.3835
   2022      2     12   12.00      1008.00  -0.15894E+02   0.00000E+00  -0.24594E-10   0.11770E+01   0.33745E+01   0.00000E+00  -0.30880E-02  -0.15894E+02   0.17250E+01   0.42428E+01  -0.59678E+01  -0.25902E+01   0.12120E-01   0.00000E+00   0.00000E+00       0.85      34.74     0.0000  0.00   0.55335-321   0.32855-319     0.2780     0.8768     1.7249     2.6104     3.3745
   2022      2     13   12.00      1032.00  -0.17439E+02   0.00000E+00  -0.24410E-10   0.11721E+01   0.33651E+01   0.00000E+00  -0.23479E-02  -0.17438E+02  -0.11040E+02   0.43089E+01   0.67307E+01  -0.25859E+01   0.95224E-02   0.00000E+00   0.00000E+00       0.85      46.91     0.0000  0.00   0.55335-321   0.32855-319     0.2759     0.8719     1.7184     2.6026     3.3651
   2022      2     14   12.00      1056.00  -0.18553E+02   0.00000E+00  -0.24078E-10   0.11671E+01   0.33557E+01   0.00000E+00  -0.21581E-02  -0.18553E+02  -0.16257E+02   0.47860E+01   0.11471E+02  -0.25804E+01   0.96601E-02   0.00000E+00   0.00000E+00       0.85      54.14     0.0000  0.00   0.55335-321   0.32855-319     0.2738     0.8668     1.7117     2.5947     3.3557
   2022      2     15   12.00      1080.00  -0.16171E+02   0.00000E+00  -0.23807E-10   0.11624E+01   0.33465E+01   0.00000E+00  -0.21140E-02  -0.16171E+02  -0.83938E+01   0.59636E+01   0.24302E+01  -0.25733E+01   0.12459E-01   0.00000E+00   0.00000E+00       0.85      51.98     0.0000  0.00   0.55335-321   0.32855-319     0.2719     0.8620     1.7052     2.5872     3.3465
   2022      2     16   12.00      1104.00  -0.13457E+02   0.00000E+00  -0.23535E-10   0.11577E+01   0.33373E+01   0.00000E+00  -0.18785E-02  -0.13457E+02  -0.45106E+01   0.96395E+01  -0.51289E+01  -0.25665E+01   0.14803E-01   0.00000E+00   0.00000E+00       0.85      47.38     0.0000  0.00   0.55335-321   0.32855-319     0.2700     0.8573     1.6988     2.5797     3.3373
   2022      2     17   12.00      1128.00  -0.12531E+02   0.00000E+00  -0.23196E-10   0.11530E+01   0.33282E+01   0.00000E+00  -0.15965E-02  -0.12530E+02  -0.49193E+01   0.75628E+01  -0.26436E+01  -0.25603E+01   0.15202E-01   0.00000E+00   0.00000E+00       0.85      47.04     0.0000  0.00   0.55335-321   0.32855-319     0.2682     0.8526     1.6924     2.5721     3.3282
   2022      2     18   12.00      1152.00  -0.13481E+02   0.00000E+00  -0.22808E-10   0.11483E+01   0.33190E+01   0.00000E+00  -0.13806E-02  -0.13483E+02  -0.44135E+01   0.20491E+01   0.23644E+01  -0.25542E+01   0.14217E-01   0.00000E+00   0.00000E+00       0.85      46.49     0.0000  0.00   0.55335-321   0.32855-319     0.2663     0.8479     1.6860     2.5646     3.3190
   2022      2     19   12.00      1176.00  -0.13620E+02   0.00000E+00  -0.22408E-10   0.11437E+01   0.33100E+01   0.00000E+00  -0.12041E-02  -0.13621E+02  -0.14742E+02   0.94119E+01   0.53298E+01  -0.25479E+01   0.14573E-01   0.00000E+00   0.00000E+00       0.85      46.01     0.0000  0.00   0.55335-321   0.32855-319     0.2645     0.8433     1.6796     2.5571     3.3100
   2022      2     20   12.00      1200.00  -0.86588E+01   0.00000E+00  -0.22002E-10   0.11391E+01   0.33010E+01   0.00000E+00  -0.10882E-02  -0.86588E+01  -0.99231E+01   0.11805E+01   0.87426E+01  -0.25416E+01   0.16574E-01   0.00000E+00   0.00000E+00       0.85      46.67     0.0000  0.00   0.55335-321   0.32855-319     0.2628     0.8388     1.6733     2.5497     3.3010
   2022      2     21   12.00      1224.00  -0.23532E+01   0.00000E+00  -0.21631E-10   0.11347E+01   0.32920E+01   0.00000E+00  -0.93544E-03  -0.23529E+01  -0.47613E+01  -0.73612E+01   0.12123E+02  -0.25350E+01   0.17036E-01   0.00000E+00   0.00000E+00       0.85      47.40     0.0000  0.00   0.55335-321   0.32855-319     0.2612     0.8344     1.6671     2.5424     3.2920
   2022      2     22   12.00      1248.00   0.16668E-01   0.00000E+00  -0.21093E-10   0.11300E+01   0.32830E+01   0.00000E+00  -0.17563E-03   0.16662E-01  -0.13693E+02   0.20307E+01   0.11662E+02  -0.25308E+01   0.15139E-01   0.00000E+00   0.00000E+00       0.85      45.50     0.0000  0.00   0.55335-321   0.32855-319     0.2593     0.8298     1.6607     2.5347     3.2830
   2022      2     23   12.00      1272.00   0.21304E+00   0.00000E+00  -0.20399E-10   0.11252E+01   0.32738E+01   0.00000E+00   0.97937E-05   0.21304E+00  -0.12173E+02   0.52338E+01   0.69391E+01  -0.25267E+01   0.11835E-01   0.00000E+00   0.00000E+00       0.85      41.46     0.0000  0.00   0.55335-321   0.32855-319     0.2574     0.8250     1.6540     2.5268     3.2738
   2022      2     24   12.00      1296.00   0.65400E+00   0.00000E+00  -0.19802E-10   0.11205E+01   0.32647E+01   0.00000E+00   0.99397E-05   0.65373E+00  -0.16214E+02   0.97282E+01   0.64862E+01  -0.25209E+01   0.14462E-01   0.00000E+00   0.00000E+00       0.85      39.96     0.0000  0.00   0.55335-321   0.32855-319     0.2557     0.8204     1.6475     2.5191     3.2647
   2022      2     25   12.00      1320.00   0.68670E+00   0.00000E+00  -0.19243E-10   0.11159E+01   0.32557E+01   0.00000E+00   0.99354E-05   0.68670E+00  -0.22874E+02   0.89685E+01   0.13906E+02  -0.25161E+01   0.16012E-01   0.00000E+00   0.00000E+00       0.85      41.46     0.0000  0.00   0.55335-321   0.32855-319     0.2540     0.8160     1.6411     2.5115     3.2557
   2022      2     26   12.00      1344.00   0.12062E+00   0.00000E+00  -0.16886E-10   0.11079E+01   0.32441E+01   0.00000E+00   0.99312E-05   0.12061E+00  -0.22538E+02   0.35916E+01   0.18946E+02  -0.25354E+01   0.14167E-01   0.00000E+00   0.00000E+00       0.85      42.17     0.0000  0.00   0.55335-321   0.32855-319     0.2501     0.8082     1.6307     2.4989     3.2441
   2022      2     27   12.00      1368.00  -0.64869E+00   0.00000E+00  -0.14720E-10   0.11000E+01   0.32326E+01   0.00000E+00   0.99278E-05  -0.64869E+00  -0.15683E+02  -0.10907E+01   0.16774E+02  -0.25360E+01   0.12295E-01   0.00000E+00   0.00000E+00       0.85      43.18     0.0000  0.00   0.55335-321   0.32855-319     0.2465     0.8001     1.6199     2.4869     3.2326
   2022      2     28   12.00      1392.00  -0.30576E+01   0.00000E+00  -0.13624E-10   0.10940E+01   0.32225E+01   0.00000E+00   0.99246E-05  -0.30576E+01  -0.10034E+02  -0.50529E+01   0.15087E+02  -0.25272E+01   0.76795E-02   0.00000E+00   0.00000E+00       0.85      52.22     0.0000  0.00   0.55335-321   0.32855-319     0.2443     0.7939     1.6112     2.4778     3.2225
   2022      3      1   12.00      1416.00  -0.70074E+01   0.00000E+00  -0.13107E-10   0.10891E+01   0.32132E+01   0.00000E+00   0.99206E-05  -0.70074E+01  -0.15324E+02  -0.28512E+01   0.18176E+02  -0.25172E+01   0.51181E-02   0.00000E+00   0.00000E+00       0.85      62.90     0.0000  0.00   0.55335-321   0.32855-319     0.2428     0.7889     1.6038     2.4701     3.2132
   2022      3      2   12.00      1440.00  -0.83631E+01   0.00000E+00  -0.12763E-10   0.10845E+01   0.32042E+01   0.00000E+00   0.99149E-05  -0.83631E+01  -0.20705E+02  -0.30394E+01   0.23744E+02  -0.25089E+01   0.55325E-02   0.00000E+00   0.00000E+00       0.85      64.45     0.0000  0.00   0.55335-321   0.32855-319     0.2414     0.7844     1.5971     2.4627     3.2042
   2022      3      3   12.00      1464.00  -0.52780E+01   0.00000E+00  -0.12526E-10   0.10803E+01   0.31954E+01   0.00000E+00   0.99088E-05  -0.52780E+01  -0.18159E+02  -0.17666E+01   0.19926E+02  -0.25006E+01   0.96815E-02   0.00000E+00   0.00000E+00       0.85      58.24     0.0000  0.00   0.55335-321   0.32855-319     0.2401     0.7803     1.5909     2.4557     3.1954
   2022      3      4   12.00      1488.00  -0.24814E+01   0.00000E+00  -0.12367E-10   0.10764E+01   0.31869E+01   0.00000E+00   0.99022E-05  -0.24814E+01  -0.85736E+01   0.52304E+00   0.80506E+01  -0.24925E+01   0.10673E-01   0.00000E+00   0.00000E+00       0.85      54.98     0.0000  0.00   0.55335-321   0.32855-319     0.2389     0.7765     1.5852     2.4489     3.1869
   2022      3      5   12.00      1512.00  -0.32226E+01   0.00000E+00  -0.12204E-10   0.10726E+01   0.31785E+01   0.00000E+00   0.98940E-05  -0.32226E+01  -0.48943E+01  -0.40641E+01   0.89583E+01  -0.24853E+01   0.98474E-02   0.00000E+00   0.00000E+00       0.85      57.88     0.0000  0.00   0.55335-321   0.32855-319     0.2378     0.7730     1.5796     2.4422     3.1785
   2022      3      6   12.00      1536.00  -0.69504E+01   0.00000E+00  -0.11998E-10   0.10688E+01   0.31701E+01   0.00000E+00   0.98827E-05  -0.69492E+01  -0.15212E+02  -0.34287E+01   0.18641E+02  -0.24790E+01   0.59666E-02   0.00000E+00   0.00000E+00       0.85      63.60     0.0000  0.00   0.55335-321   0.32855-319     0.2366     0.7694     1.5741     2.4355     3.1701
   2022      3      7   12.00      1560.00  -0.71753E+01   0.00000E+00  -0.11753E-10   0.10649E+01   0.31617E+01   0.00000E+00   0.98657E-05  -0.71753E+01  -0.26466E+02  -0.57035E+00   0.27036E+02  -0.24731E+01   0.98144E-02   0.00000E+00   0.00000E+00       0.85      68.56     0.0000  0.00   0.55335-321   0.32855-319     0.2353     0.7659     1.5686     2.4286     3.1617
   2022      3      8   12.00      1584.00  -0.35199E+01   0.00000E+00  -0.11490E-10   0.10612E+01   0.31534E+01   0.00000E+00   0.98389E-05  -0.35199E+01  -0.13527E+02  -0.37679E+01   0.17295E+02  -0.24671E+01   0.12200E-01   0.00000E+00   0.00000E+00       0.85      72.07     0.0000  0.00   0.55335-321   0.32855-319     0.2341     0.7625     1.5632     2.4219     3.1534
   2022      3      9   12.00      1608.00  -0.12436E+01   0.00000E+00  -0.11250E-10   0.10575E+01   0.31452E+01   0.00000E+00   0.97950E-05  -0.12436E+01  -0.27352E+01   0.32856E+01  -0.55043E+00  -0.24609E+01   0.14081E-01   0.00000E+00   0.00000E+00       0.85      78.94     0.0000  0.00   0.55335-321   0.32855-319     0.2330     0.7591     1.5580     2.4152     3.1452
