"Data Hora, GMT-03:00","Temp., °F (LGR S/N: 10600576, SEN S/N: 10600576)"
03/22/18 20H0min0s,84.654
03/22/18 20H30min0s,84.474
03/22/18 21H0min0s,84.474
03/22/18 21H30min0s,84.295
03/22/18 22H0min0s,84.295
03/22/18 22H30min0s,84.295
03/22/18 23H0min0s,84.295
03/22/18 23H30min0s,84.115
03/23/18 00H0min0s,84.115
03/23/18 00H30min0s,83.935
03/23/18 01H0min0s,83.935
03/23/18 01H30min0s,83.757
03/23/18 02H0min0s,83.757
03/23/18 02H30min0s,83.579
03/23/18 03H0min0s,83.579
03/23/18 03H30min0s,83.579
03/23/18 04H0min0s,83.399
03/23/18 04H30min0s,83.399
03/23/18 05H0min0s,83.399
03/23/18 05H30min0s,83.221
03/23/18 06H0min0s,83.221
03/23/18 06H30min0s,83.221
03/23/18 07H0min0s,83.221
03/23/18 07H30min0s,83.579
03/23/18 08H0min0s,85.374
03/23/18 08H30min0s,85.014
03/23/18 09H0min0s,85.374
03/23/18 09H30min0s,85.554
03/23/18 10H0min0s,86.641
03/23/18 10H30min0s,85.554
03/23/18 11H0min0s,86.641
03/23/18 11H30min0s,87.186
03/23/18 12H0min0s,87.552
03/23/18 12H30min0s,89.384
03/23/18 13H0min0s,88.833
03/23/18 13H30min0s,88.65
03/23/18 14H0min0s,90.309
03/23/18 14H30min0s,89.017
03/23/18 15H0min0s,85.554
03/23/18 15H30min0s,86.277
03/23/18 16H0min0s,85.915
03/23/18 16H30min0s,85.735
03/23/18 17H0min0s,85.735
03/23/18 17H30min0s,85.554
03/23/18 18H0min0s,85.374
03/23/18 18H30min0s,85.194
03/23/18 19H0min0s,85.014
03/23/18 19H30min0s,85.014
03/23/18 20H0min0s,84.834
03/23/18 20H30min0s,84.834
03/23/18 21H0min0s,84.654
03/23/18 21H30min0s,84.654
03/23/18 22H0min0s,84.654
03/23/18 22H30min0s,84.474
03/23/18 23H0min0s,84.474
03/23/18 23H30min0s,84.295
03/24/18 00H0min0s,84.295
03/24/18 00H30min0s,84.115
03/24/18 01H0min0s,84.115
03/24/18 01H30min0s,83.935
03/24/18 02H0min0s,83.935
03/24/18 02H30min0s,83.935
03/24/18 03H0min0s,83.757
03/24/18 03H30min0s,83.579
03/24/18 04H0min0s,83.579
03/24/18 04H30min0s,83.399
03/24/18 05H0min0s,83.399
03/24/18 05H30min0s,83.221
03/24/18 06H0min0s,82.864
03/24/18 06H30min0s,82.864
03/24/18 07H0min0s,82.864
03/24/18 07H30min0s,82.864
03/24/18 08H0min0s,83.043
03/24/18 08H30min0s,83.399
03/24/18 09H0min0s,83.757
03/24/18 09H30min0s,84.115
03/24/18 10H0min0s,84.474
03/24/18 10H30min0s,84.834
03/24/18 11H0min0s,85.735
03/24/18 11H30min0s,86.459
03/24/18 12H0min0s,85.554
03/24/18 12H30min0s,84.474
03/24/18 13H0min0s,84.295
03/24/18 13H30min0s,83.935
03/24/18 14H0min0s,84.834
03/24/18 14H30min0s,85.735
03/24/18 15H0min0s,84.834
03/24/18 15H30min0s,85.554
03/24/18 16H0min0s,85.915
03/24/18 16H30min0s,85.014
03/24/18 17H0min0s,84.834
03/24/18 17H30min0s,84.474
03/24/18 18H0min0s,84.295
03/24/18 18H30min0s,83.935
03/24/18 19H0min0s,83.935
03/24/18 19H30min0s,83.757
03/24/18 20H0min0s,83.579
03/24/18 20H30min0s,83.399
03/24/18 21H0min0s,83.399
03/24/18 21H30min0s,83.399
03/24/18 22H0min0s,83.221
03/24/18 22H30min0s,83.221
03/24/18 23H0min0s,83.043
03/24/18 23H30min0s,83.043
03/25/18 00H0min0s,82.864
03/25/18 00H30min0s,82.864
03/25/18 01H0min0s,82.864
03/25/18 01H30min0s,82.686
03/25/18 02H0min0s,82.686
03/25/18 02H30min0s,82.508
03/25/18 03H0min0s,82.508
03/25/18 03H30min0s,82.508
03/25/18 04H0min0s,82.508
03/25/18 04H30min0s,82.33
03/25/18 05H0min0s,82.33
03/25/18 05H30min0s,82.33
03/25/18 06H0min0s,82.33
03/25/18 06H30min0s,82.152
03/25/18 07H0min0s,82.152
03/25/18 07H30min0s,82.508
03/25/18 08H0min0s,82.686
03/25/18 08H30min0s,83.043
03/25/18 09H0min0s,83.221
03/25/18 09H30min0s,83.399
03/25/18 10H0min0s,83.221
03/25/18 10H30min0s,83.399
03/25/18 11H0min0s,83.935
03/25/18 11H30min0s,87.733
03/25/18 12H0min0s,84.834
03/25/18 12H30min0s,84.654
03/25/18 13H0min0s,85.554
03/25/18 13H30min0s,87.552
03/25/18 14H0min0s,84.654
03/25/18 14H30min0s,84.295
03/25/18 15H0min0s,84.295
03/25/18 15H30min0s,84.295
03/25/18 16H0min0s,83.757
03/25/18 16H30min0s,83.579
03/25/18 17H0min0s,83.399
03/25/18 17H30min0s,83.221
03/25/18 18H0min0s,83.221
03/25/18 18H30min0s,83.043
03/25/18 19H0min0s,82.864
03/25/18 19H30min0s,82.864
03/25/18 20H0min0s,82.686
03/25/18 20H30min0s,82.686
03/25/18 21H0min0s,82.686
03/25/18 21H30min0s,82.508
03/25/18 22H0min0s,82.508
03/25/18 22H30min0s,82.33
03/25/18 23H0min0s,82.33
03/25/18 23H30min0s,82.33
03/26/18 00H0min0s,82.33
03/26/18 00H30min0s,82.152
03/26/18 01H0min0s,82.152
03/26/18 01H30min0s,82.152
03/26/18 02H0min0s,81.975
03/26/18 02H30min0s,81.975
03/26/18 03H0min0s,81.797
03/26/18 03H30min0s,81.797
03/26/18 04H0min0s,81.797
03/26/18 04H30min0s,81.621
03/26/18 05H0min0s,81.621
03/26/18 05H30min0s,81.621
03/26/18 06H0min0s,81.621
03/26/18 06H30min0s,81.442
03/26/18 07H0min0s,81.621
03/26/18 07H30min0s,81.442
03/26/18 08H0min0s,81.621
03/26/18 08H30min0s,81.797
03/26/18 09H0min0s,81.975
03/26/18 09H30min0s,82.33
03/26/18 10H0min0s,82.686
03/26/18 10H30min0s,83.757
03/26/18 11H0min0s,83.757
03/26/18 11H30min0s,84.115
03/26/18 12H0min0s,83.935
03/26/18 12H30min0s,83.399
03/26/18 13H0min0s,85.915
03/26/18 13H30min0s,83.757
03/26/18 14H0min0s,82.864
03/26/18 14H30min0s,82.33
03/26/18 15H0min0s,82.508
03/26/18 15H30min0s,82.508
03/26/18 16H0min0s,82.33
03/26/18 16H30min0s,82.33
03/26/18 17H0min0s,82.33
03/26/18 17H30min0s,82.152
03/26/18 18H0min0s,81.975
03/26/18 18H30min0s,81.797
03/26/18 19H0min0s,81.621
03/26/18 19H30min0s,81.797
03/26/18 20H0min0s,81.621
03/26/18 20H30min0s,81.621
03/26/18 21H0min0s,81.621
03/26/18 21H30min0s,81.442
03/26/18 22H0min0s,81.442
03/26/18 22H30min0s,81.442
03/26/18 23H0min0s,81.442
03/26/18 23H30min0s,81.266
03/27/18 00H0min0s,81.266
03/27/18 00H30min0s,81.266
03/27/18 01H0min0s,81.09
03/27/18 01H30min0s,81.09
03/27/18 02H0min0s,81.09
03/27/18 02H30min0s,81.09
03/27/18 03H0min0s,80.911
03/27/18 03H30min0s,80.911
03/27/18 04H0min0s,80.911
03/27/18 04H30min0s,80.911
03/27/18 05H0min0s,80.911
03/27/18 05H30min0s,80.735
03/27/18 06H0min0s,80.735
03/27/18 06H30min0s,80.735
03/27/18 07H0min0s,80.735
03/27/18 07H30min0s,80.911
03/27/18 08H0min0s,81.09
03/27/18 08H30min0s,81.266
03/27/18 09H0min0s,81.621
03/27/18 09H30min0s,82.152
03/27/18 10H0min0s,83.579
03/27/18 10H30min0s,84.834
03/27/18 11H0min0s,85.735
03/27/18 11H30min0s,85.735
03/27/18 12H0min0s,85.194
03/27/18 12H30min0s,84.295
03/27/18 13H0min0s,84.654
03/27/18 13H30min0s,83.579
03/27/18 14H0min0s,85.014
03/27/18 14H30min0s,85.014
03/27/18 15H0min0s,83.935
03/27/18 15H30min0s,84.115
03/27/18 16H0min0s,83.579
03/27/18 16H30min0s,84.654
03/27/18 17H0min0s,83.221
03/27/18 17H30min0s,83.579
03/27/18 18H0min0s,83.579
03/27/18 18H30min0s,83.221
03/27/18 19H0min0s,83.043
03/27/18 19H30min0s,83.043
03/27/18 20H0min0s,82.864
03/27/18 20H30min0s,82.864
03/27/18 21H0min0s,82.686
03/27/18 21H30min0s,82.686
03/27/18 22H0min0s,82.686
03/27/18 22H30min0s,82.508
03/27/18 23H0min0s,82.508
03/27/18 23H30min0s,82.508
03/28/18 00H0min0s,82.33
03/28/18 00H30min0s,82.33
03/28/18 01H0min0s,82.33
03/28/18 01H30min0s,82.152
03/28/18 02H0min0s,82.152
03/28/18 02H30min0s,81.975
03/28/18 03H0min0s,81.975
03/28/18 03H30min0s,81.797
03/28/18 04H0min0s,81.797
03/28/18 04H30min0s,81.621
03/28/18 05H0min0s,81.621
03/28/18 05H30min0s,81.621
03/28/18 06H0min0s,81.442
03/28/18 06H30min0s,81.442
03/28/18 07H0min0s,81.442
03/28/18 07H30min0s,81.621
03/28/18 08H0min0s,81.797
03/28/18 08H30min0s,82.152
03/28/18 09H0min0s,82.864
03/28/18 09H30min0s,84.115
03/28/18 10H0min0s,84.115
03/28/18 10H30min0s,83.935
03/28/18 11H0min0s,84.654
03/28/18 11H30min0s,84.834
03/28/18 12H0min0s,85.374
03/28/18 12H30min0s,85.735
03/28/18 13H0min0s,83.757
03/28/18 13H30min0s,84.834
03/28/18 14H0min0s,85.374
03/28/18 14H30min0s,85.014
03/28/18 15H0min0s,85.014
03/28/18 15H30min0s,85.194
03/28/18 16H0min0s,85.374
03/28/18 16H30min0s,84.654
03/28/18 17H0min0s,83.757
03/28/18 17H30min0s,83.579
03/28/18 18H0min0s,83.579
03/28/18 18H30min0s,83.579
03/28/18 19H0min0s,83.399
03/28/18 19H30min0s,83.399
03/28/18 20H0min0s,83.221
03/28/18 20H30min0s,83.221
03/28/18 21H0min0s,83.043
03/28/18 21H30min0s,82.864
03/28/18 22H0min0s,82.864
03/28/18 22H30min0s,82.686
03/28/18 23H0min0s,82.508
03/28/18 23H30min0s,82.508
03/29/18 00H0min0s,82.33
03/29/18 00H30min0s,82.33
03/29/18 01H0min0s,82.152
03/29/18 01H30min0s,81.975
03/29/18 02H0min0s,81.975
03/29/18 02H30min0s,81.975
03/29/18 03H0min0s,81.797
03/29/18 03H30min0s,81.621
03/29/18 04H0min0s,81.621
03/29/18 04H30min0s,81.621
03/29/18 05H0min0s,81.442
03/29/18 05H30min0s,81.442
03/29/18 06H0min0s,81.266
03/29/18 06H30min0s,81.266
03/29/18 07H0min0s,81.266
03/29/18 07H30min0s,81.797
03/29/18 08H0min0s,82.508
03/29/18 08H30min0s,83.757
03/29/18 09H0min0s,83.399
03/29/18 09H30min0s,83.579
03/29/18 10H0min0s,83.757
03/29/18 10H30min0s,84.295
03/29/18 11H0min0s,84.654
03/29/18 11H30min0s,84.115
03/29/18 12H0min0s,85.014
03/29/18 12H30min0s,85.194
03/29/18 13H0min0s,85.735
03/29/18 13H30min0s,86.097
03/29/18 14H0min0s,87.186
03/29/18 14H30min0s,86.459
03/29/18 15H0min0s,86.459
03/29/18 15H30min0s,85.735
03/29/18 16H0min0s,87.004
03/29/18 16H30min0s,87.186
03/29/18 17H0min0s,86.097
03/29/18 17H30min0s,85.915
03/29/18 18H0min0s,85.735
03/29/18 18H30min0s,85.374
03/29/18 19H0min0s,85.194
03/29/18 19H30min0s,85.014
03/29/18 20H0min0s,84.834
03/29/18 20H30min0s,84.654
03/29/18 21H0min0s,84.654
03/29/18 21H30min0s,84.474
03/29/18 22H0min0s,84.474
03/29/18 22H30min0s,84.295
03/29/18 23H0min0s,84.115
03/29/18 23H30min0s,84.115
03/30/18 00H0min0s,83.935
03/30/18 00H30min0s,83.757
03/30/18 01H0min0s,83.757
03/30/18 01H30min0s,83.579
03/30/18 02H0min0s,83.579
03/30/18 02H30min0s,83.399
03/30/18 03H0min0s,83.221
03/30/18 03H30min0s,83.221
03/30/18 04H0min0s,83.043
03/30/18 04H30min0s,82.864
03/30/18 05H0min0s,82.864
03/30/18 05H30min0s,82.686
03/30/18 06H0min0s,82.686
03/30/18 06H30min0s,82.508
03/30/18 07H0min0s,82.686
03/30/18 07H30min0s,83.221
03/30/18 08H0min0s,83.757
03/30/18 08H30min0s,84.474
03/30/18 09H0min0s,85.374
03/30/18 09H30min0s,85.374
03/30/18 10H0min0s,85.915
03/30/18 10H30min0s,86.097
03/30/18 11H0min0s,85.374
03/30/18 11H30min0s,84.834
03/30/18 12H0min0s,85.374
03/30/18 12H30min0s,84.834
03/30/18 13H0min0s,85.915
03/30/18 13H30min0s,85.194
03/30/18 14H0min0s,86.641
03/30/18 14H30min0s,85.915
03/30/18 15H0min0s,85.194
03/30/18 15H30min0s,84.654
03/30/18 16H0min0s,84.474
03/30/18 16H30min0s,84.295
03/30/18 17H0min0s,84.295
03/30/18 17H30min0s,84.295
03/30/18 18H0min0s,84.115
03/30/18 18H30min0s,83.935
03/30/18 19H0min0s,83.935
03/30/18 19H30min0s,83.757
03/30/18 20H0min0s,83.757
03/30/18 20H30min0s,83.579
03/30/18 21H0min0s,83.399
03/30/18 21H30min0s,83.399
03/30/18 22H0min0s,83.399
03/30/18 22H30min0s,83.221
03/30/18 23H0min0s,83.221
03/30/18 23H30min0s,83.043
03/31/18 00H0min0s,83.043
03/31/18 00H30min0s,82.864
03/31/18 01H0min0s,82.864
03/31/18 01H30min0s,82.864
03/31/18 02H0min0s,82.864
03/31/18 02H30min0s,82.686
03/31/18 03H0min0s,82.686
03/31/18 03H30min0s,82.686
03/31/18 04H0min0s,82.508
03/31/18 04H30min0s,82.508
03/31/18 05H0min0s,82.33
03/31/18 05H30min0s,82.33
03/31/18 06H0min0s,82.33
03/31/18 06H30min0s,82.152
03/31/18 07H0min0s,82.33
03/31/18 07H30min0s,82.33
03/31/18 08H0min0s,82.508
03/31/18 08H30min0s,82.864
03/31/18 09H0min0s,83.043
03/31/18 09H30min0s,84.474
03/31/18 10H0min0s,84.654
03/31/18 10H30min0s,84.654
03/31/18 11H0min0s,84.834
03/31/18 11H30min0s,85.735
03/31/18 12H0min0s,84.654
03/31/18 12H30min0s,86.097
03/31/18 13H0min0s,87.004
03/31/18 13H30min0s,85.735
03/31/18 14H0min0s,86.459
03/31/18 14H30min0s,85.554
03/31/18 15H0min0s,86.823
03/31/18 15H30min0s,87.186
03/31/18 16H0min0s,85.915
03/31/18 16H30min0s,85.554
03/31/18 17H0min0s,85.374
03/31/18 17H30min0s,86.277
03/31/18 18H0min0s,85.374
03/31/18 18H30min0s,84.654
03/31/18 19H0min0s,84.474
03/31/18 19H30min0s,84.295
03/31/18 20H0min0s,84.115
03/31/18 20H30min0s,84.115
03/31/18 21H0min0s,84.115
03/31/18 21H30min0s,84.115
03/31/18 22H0min0s,83.935
03/31/18 22H30min0s,83.935
03/31/18 23H0min0s,83.757
03/31/18 23H30min0s,83.757
04/01/18 00H0min0s,83.757
04/01/18 00H30min0s,83.579
04/01/18 01H0min0s,83.579
04/01/18 01H30min0s,83.399
04/01/18 02H0min0s,83.399
04/01/18 02H30min0s,83.221
04/01/18 03H0min0s,83.221
04/01/18 03H30min0s,83.043
04/01/18 04H0min0s,83.043
04/01/18 04H30min0s,82.864
04/01/18 05H0min0s,82.864
04/01/18 05H30min0s,82.864
04/01/18 06H0min0s,82.686
04/01/18 06H30min0s,82.686
04/01/18 07H0min0s,82.686
04/01/18 07H30min0s,83.043
04/01/18 08H0min0s,84.474
04/01/18 08H30min0s,85.374
04/01/18 09H0min0s,84.474
04/01/18 09H30min0s,84.474
04/01/18 10H0min0s,85.014
04/01/18 10H30min0s,84.654
04/01/18 11H0min0s,85.194
04/01/18 11H30min0s,84.474
04/01/18 12H0min0s,84.834
04/01/18 12H30min0s,86.459
04/01/18 13H0min0s,85.915
04/01/18 13H30min0s,86.459
04/01/18 14H0min0s,85.554
04/01/18 14H30min0s,84.834
04/01/18 15H0min0s,84.654
04/01/18 15H30min0s,84.834
04/01/18 16H0min0s,84.115
04/01/18 16H30min0s,83.757
04/01/18 17H0min0s,83.579
04/01/18 17H30min0s,83.757
04/01/18 18H0min0s,83.757
04/01/18 18H30min0s,83.757
04/01/18 19H0min0s,83.579
04/01/18 19H30min0s,83.579
04/01/18 20H0min0s,83.399
04/01/18 20H30min0s,83.399
04/01/18 21H0min0s,83.221
04/01/18 21H30min0s,83.221
04/01/18 22H0min0s,83.043
04/01/18 22H30min0s,83.043
04/01/18 23H0min0s,83.043
04/01/18 23H30min0s,82.864
04/02/18 00H0min0s,82.864
04/02/18 00H30min0s,82.686
04/02/18 01H0min0s,82.686
04/02/18 01H30min0s,82.508
04/02/18 02H0min0s,82.508
04/02/18 02H30min0s,82.508
04/02/18 03H0min0s,82.33
04/02/18 03H30min0s,82.33
04/02/18 04H0min0s,82.33
04/02/18 04H30min0s,82.152
04/02/18 05H0min0s,82.152
04/02/18 05H30min0s,82.152
04/02/18 06H0min0s,81.975
04/02/18 06H30min0s,81.975
04/02/18 07H0min0s,81.975
04/02/18 07H30min0s,82.508
04/02/18 08H0min0s,83.399
04/02/18 08H30min0s,82.33
04/02/18 09H0min0s,82.33
04/02/18 09H30min0s,82.686
04/02/18 10H0min0s,83.757
04/02/18 10H30min0s,83.935
04/02/18 11H0min0s,84.654
04/02/18 11H30min0s,85.014
04/02/18 12H0min0s,85.374
04/02/18 12H30min0s,86.277
04/02/18 13H0min0s,85.915
04/02/18 13H30min0s,86.459
04/02/18 14H0min0s,86.277
04/02/18 14H30min0s,87.186
04/02/18 15H0min0s,87.733
04/02/18 15H30min0s,87.915
04/02/18 16H0min0s,86.277
04/02/18 16H30min0s,85.735
04/02/18 17H0min0s,86.641
04/02/18 17H30min0s,86.459
04/02/18 18H0min0s,85.554
04/02/18 18H30min0s,85.554
04/02/18 19H0min0s,85.374
04/02/18 19H30min0s,85.194
04/02/18 20H0min0s,85.194
04/02/18 20H30min0s,85.014
04/02/18 21H0min0s,84.834
04/02/18 21H30min0s,84.834
04/02/18 22H0min0s,84.654
04/02/18 22H30min0s,84.474
04/02/18 23H0min0s,84.295
04/02/18 23H30min0s,84.295
04/03/18 00H0min0s,84.115
04/03/18 00H30min0s,84.115
04/03/18 01H0min0s,83.935
04/03/18 01H30min0s,83.757
04/03/18 02H0min0s,83.757
04/03/18 02H30min0s,83.579
04/03/18 03H0min0s,83.579
04/03/18 03H30min0s,83.579
04/03/18 04H0min0s,83.399
04/03/18 04H30min0s,83.399
04/03/18 05H0min0s,83.221
04/03/18 05H30min0s,83.043
04/03/18 06H0min0s,83.043
04/03/18 06H30min0s,83.043
04/03/18 07H0min0s,83.043
04/03/18 07H30min0s,83.579
04/03/18 08H0min0s,84.474
04/03/18 08H30min0s,84.115
04/03/18 09H0min0s,84.654
04/03/18 09H30min0s,84.654
04/03/18 10H0min0s,85.374
04/03/18 10H30min0s,87.004
04/03/18 11H0min0s,84.654
04/03/18 11H30min0s,85.374
04/03/18 12H0min0s,85.194
04/03/18 12H30min0s,86.097
04/03/18 13H0min0s,85.374
04/03/18 13H30min0s,85.374
04/03/18 14H0min0s,86.459
04/03/18 14H30min0s,87.368
04/03/18 15H0min0s,86.277
04/03/18 15H30min0s,86.641
04/03/18 16H0min0s,86.459
04/03/18 16H30min0s,87.004
04/03/18 17H0min0s,87.004
04/03/18 17H30min0s,86.097
04/03/18 18H0min0s,85.374
04/03/18 18H30min0s,85.194
04/03/18 19H0min0s,85.194
04/03/18 19H30min0s,85.014
04/03/18 20H0min0s,85.014
04/03/18 20H30min0s,84.654
04/03/18 21H0min0s,84.654
04/03/18 21H30min0s,84.474
04/03/18 22H0min0s,84.295
04/03/18 22H30min0s,84.295
04/03/18 23H0min0s,84.295
04/03/18 23H30min0s,84.115
04/04/18 00H0min0s,84.115
04/04/18 00H30min0s,83.935
04/04/18 01H0min0s,83.935
04/04/18 01H30min0s,83.935
04/04/18 02H0min0s,83.935
04/04/18 02H30min0s,83.757
04/04/18 03H0min0s,83.579
04/04/18 03H30min0s,83.579
04/04/18 04H0min0s,83.399
04/04/18 04H30min0s,83.399
04/04/18 05H0min0s,83.399
04/04/18 05H30min0s,83.221
04/04/18 06H0min0s,83.221
04/04/18 06H30min0s,83.221
04/04/18 07H0min0s,83.043
04/04/18 07H30min0s,82.864
04/04/18 08H0min0s,82.686
04/04/18 08H30min0s,82.864
04/04/18 09H0min0s,83.043
04/04/18 09H30min0s,83.043
04/04/18 10H0min0s,83.221
04/04/18 10H30min0s,83.221
04/04/18 11H0min0s,83.579
04/04/18 11H30min0s,83.935
04/04/18 12H0min0s,84.834
04/04/18 12H30min0s,85.014
04/04/18 13H0min0s,85.554
04/04/18 13H30min0s,85.735
04/04/18 14H0min0s,86.641
04/04/18 14H30min0s,85.374
04/04/18 15H0min0s,86.097
04/04/18 15H30min0s,85.374
04/04/18 16H0min0s,84.654
04/04/18 16H30min0s,84.474
04/04/18 17H0min0s,84.654
04/04/18 17H30min0s,84.474
04/04/18 18H0min0s,84.295
04/04/18 18H30min0s,83.935
04/04/18 19H0min0s,83.757
04/04/18 19H30min0s,83.757
04/04/18 20H0min0s,83.579
04/04/18 20H30min0s,83.579
04/04/18 21H0min0s,83.579
04/04/18 21H30min0s,83.399
04/04/18 22H0min0s,83.221
04/04/18 22H30min0s,83.221
04/04/18 23H0min0s,83.221
04/04/18 23H30min0s,83.221
04/05/18 00H0min0s,83.043
04/05/18 00H30min0s,83.043
04/05/18 01H0min0s,83.043
04/05/18 01H30min0s,82.864
04/05/18 02H0min0s,82.864
04/05/18 02H30min0s,82.686
04/05/18 03H0min0s,82.686
04/05/18 03H30min0s,82.686
04/05/18 04H0min0s,82.686
04/05/18 04H30min0s,82.508
04/05/18 05H0min0s,82.508
04/05/18 05H30min0s,82.508
04/05/18 06H0min0s,82.508
04/05/18 06H30min0s,82.33
04/05/18 07H0min0s,82.508
04/05/18 07H30min0s,82.686
04/05/18 08H0min0s,82.864
04/05/18 08H30min0s,83.579
04/05/18 09H0min0s,83.935
04/05/18 09H30min0s,84.115
04/05/18 10H0min0s,85.194
04/05/18 10H30min0s,86.097
04/05/18 11H0min0s,86.097
04/05/18 11H30min0s,84.834
04/05/18 12H0min0s,85.014
04/05/18 12H30min0s,85.194
04/05/18 13H0min0s,85.374
04/05/18 13H30min0s,86.097
04/05/18 14H0min0s,85.735
04/05/18 14H30min0s,85.735
04/05/18 15H0min0s,87.004
04/05/18 15H30min0s,86.277
04/05/18 16H0min0s,86.277
04/05/18 16H30min0s,85.915
04/05/18 17H0min0s,85.554
04/05/18 17H30min0s,85.374
04/05/18 18H0min0s,85.194
04/05/18 18H30min0s,85.014
04/05/18 19H0min0s,84.834
04/05/18 19H30min0s,84.654
04/05/18 20H0min0s,84.654
04/05/18 20H30min0s,84.474
04/05/18 21H0min0s,84.474
04/05/18 21H30min0s,84.474
04/05/18 22H0min0s,84.295
04/05/18 22H30min0s,84.295
04/05/18 23H0min0s,84.115
04/05/18 23H30min0s,84.115
04/06/18 00H0min0s,83.935
04/06/18 00H30min0s,83.935
04/06/18 01H0min0s,83.757
04/06/18 01H30min0s,83.757
04/06/18 02H0min0s,83.579
04/06/18 02H30min0s,83.579
04/06/18 03H0min0s,83.399
04/06/18 03H30min0s,83.399
04/06/18 04H0min0s,83.221
04/06/18 04H30min0s,83.043
04/06/18 05H0min0s,82.864
04/06/18 05H30min0s,82.864
04/06/18 06H0min0s,82.864
04/06/18 06H30min0s,82.864
04/06/18 07H0min0s,82.686
04/06/18 07H30min0s,82.686
04/06/18 08H0min0s,82.686
04/06/18 08H30min0s,82.686
04/06/18 09H0min0s,82.686
04/06/18 09H30min0s,82.686
04/06/18 10H0min0s,82.686
04/06/18 10H30min0s,82.686
04/06/18 11H0min0s,82.686
