   2022      3      6   12.00      5952.00   0.98171E+01   0.00000E+00   0.98171E+01   0.10233E+02   0.11522E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10067E+03   0.84096E+02  -0.29278E+03  -0.13131E+04   0.39085E-02   0.56272E-05   0.45138E-02       0.25      22.23     0.0000  0.00   0.50656E-01  -0.10488E+01    10.2496    10.2905    10.3500    10.5566    10.9562
   2022      3      7   12.00      5976.00   0.72381E+01   0.00000E+00   0.72381E+01   0.80518E+01   0.93171E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.15639E+03   0.12501E+03  -0.38872E+03  -0.15345E+04   0.10806E-01   0.16390E-03   0.10854E+00       0.25      21.78     0.0000  0.00   0.29390E+00  -0.10070E+02     8.0847     8.1489     8.2399     8.4275     8.8871
   2022      3      8   12.00      6000.00   0.75198E+01   0.00000E+00   0.75198E+01   0.82022E+01   0.94278E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.10794E+03   0.97302E+02  -0.27011E+03  -0.14913E+04   0.10946E-01   0.18524E-03   0.11619E+00       0.25      17.64     0.0000  0.00   0.32609E+00  -0.10292E+02     8.2301     8.2865     8.3756     8.5603     9.0461
   2022      3      9   12.00      6024.00   0.96642E+01   0.00000E+00   0.96642E+01   0.10185E+02   0.11314E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10007E+03   0.10066E+03  -0.25136E+03  -0.13059E+04   0.92154E-02   0.10095E-03   0.69357E-01       0.25      23.48     0.0000  0.00  -0.95770E-01  -0.83758E+01    10.2077    10.2542    10.3231    10.4919    10.8772
   2022      3     10   12.00      6048.00   0.90200E+01   0.00000E+00   0.90200E+01   0.99121E+01   0.11070E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12679E+03   0.12432E+03  -0.30837E+03  -0.13347E+04   0.14402E-01   0.56017E-03   0.34939E+00       0.25      17.06     0.0000  0.00  -0.49507E+00  -0.19330E+02     9.9543    10.0070    10.0840    10.2466    10.7625
   2022      3     11   12.00      6072.00   0.77469E+01   0.00000E+00   0.77469E+01   0.85749E+01   0.98223E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.15259E+03   0.13468E+03  -0.37523E+03  -0.14793E+04   0.12979E-01   0.39871E-03   0.22626E+00       0.25      24.57     0.0000  0.00  -0.35684E+00  -0.16209E+02     8.6128     8.6696     8.7635     8.9510     9.4612
   2022      3     12   12.00      6096.00   0.60883E+01   0.00000E+00   0.60883E+01   0.70665E+01   0.83417E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.16430E+03   0.13427E+03  -0.41850E+03  -0.16362E+04   0.11461E-01   0.24346E-03   0.14228E+00       0.24      70.26     0.0000  0.00  -0.32005E+00  -0.12371E+02     7.1115     7.1845     7.2868     7.4703     8.0009
   2022      3     13   12.00      6120.00   0.50885E+01   0.00000E+00   0.50885E+01   0.62283E+01   0.75891E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.18819E+03   0.13796E+03  -0.46774E+03  -0.17230E+04   0.12856E-01   0.39657E-03   0.20843E+00       0.24     104.78     0.0000  0.00  -0.46123E+00  -0.13871E+02     6.2813     6.3651     6.4765     6.6700     7.2530
   2022      3     14   12.00      6144.00   0.12453E+01   0.00000E+00   0.23165E+01   0.33035E+01   0.62154E+01   0.00000E+00  -0.10712E+01   0.00000E+00   0.17575E+03   0.11620E+03  -0.43480E+03  -0.30396E+04   0.11962E-01   0.17732E-03   0.11559E+00       0.31     103.12     0.0000  0.00  -0.35510E+00  -0.80496E+01     3.2461     3.3843     4.1344     5.1416     5.9965
   2022      3     15   12.00      6168.00  -0.30363E+01   0.00000E+00   0.96843E-03   0.56333E+00   0.53956E+01   0.00000E+00  -0.30372E+01   0.00000E+00   0.18966E+03   0.10452E+03  -0.42801E+03  -0.44895E+04   0.12687E-01   0.32452E-05   0.62183E-01       0.40      52.47     0.0000  0.00  -0.26145E+00  -0.22086E+01     0.3442     0.4950     2.1186     4.2797     5.3297
   2022      3     16   12.00      6192.00  -0.35907E+01   0.00000E+00   0.74800E-03   0.26656E+00   0.33163E+01   0.00000E+00  -0.35914E+01   0.00000E+00   0.24946E+03   0.12266E+03  -0.50937E+03  -0.42802E+04   0.15933E-01   0.27042E-03   0.10559E+00       0.40      49.26     0.0000  0.00  -0.43933E+00  -0.55351E+00     0.2185     0.2864     0.6225     1.6509     3.2890
   2022      3     17   12.00      6216.00  -0.26854E+01   0.00000E+00   0.37648E-02   0.47336E+00   0.48827E+01   0.00000E+00  -0.26891E+01   0.00000E+00   0.17905E+03   0.99887E+02  -0.39043E+03  -0.42268E+04   0.12378E-01   0.50520E-04   0.56680E-01       0.40      82.89     0.0000  0.00  -0.17314E+00   0.37783E+01     0.2891     0.4054     1.8478     3.4752     4.8307
   2022      3     18   12.00      6240.00  -0.22128E+01   0.00000E+00   0.15103E-03   0.68730E+00   0.52760E+01   0.00000E+00  -0.22129E+01   0.00000E+00   0.14799E+03   0.87558E+02  -0.30978E+03  -0.41428E+04   0.10601E-01   0.10126E-04   0.39075E-01       0.40      49.60     0.0000  0.00  -0.89073E-01   0.37296E+01     0.3492     0.5791     3.1773     4.2966     5.2131
   2022      3     19   12.00      6264.00  -0.26126E+01   0.00000E+00   0.85363E-02   0.70113E+00   0.52978E+01   0.00000E+00  -0.26211E+01   0.00000E+00   0.18688E+03   0.96212E+02  -0.38070E+03  -0.44037E+04   0.11922E-01   0.17847E-04   0.60436E-01       0.39      88.63     0.0000  0.00  -0.14319E+00  -0.40337E+01     0.4217     0.6629     2.7727     4.2807     5.2307
   2022      3     20   12.00      6288.00  -0.32107E+01   0.00000E+00   0.15713E-02   0.33544E+00   0.41416E+01   0.00000E+00  -0.32123E+01   0.00000E+00   0.22270E+03   0.10764E+03  -0.46663E+03  -0.35833E+04   0.14540E-01   0.18189E-03   0.92484E-01       0.39     151.64     0.0000  0.00  -0.26940E-01  -0.81843E+01     0.2564     0.3347     0.8340     2.5952     4.0996
   2022      3     21   12.00      6312.00  -0.25674E+01   0.00000E+00   0.15192E-02   0.78359E+00   0.54209E+01   0.00000E+00  -0.25689E+01   0.00000E+00   0.14628E+03   0.86245E+02  -0.36233E+03  -0.48224E+04   0.10877E-01   0.95041E-06   0.42429E-01       0.39     179.49     0.0000  0.00   0.41396E-02  -0.49146E+01     0.4628     0.7134     3.2329     4.5893     5.3438
   2022      3     22   12.00      6336.00   0.62310E-01   0.00000E+00   0.11500E+01   0.25278E+01   0.54659E+01   0.00000E+00  -0.10877E+01   0.00000E+00   0.10394E+03   0.67681E+02  -0.30598E+03  -0.42391E+04   0.60035E-02   0.14254E-04   0.12637E-01       0.32     162.21     0.0000  0.00   0.75013E-01   0.53690E+00     2.2484     3.5563     4.4900     4.7115     5.2987
   2022      3     23   12.00      6360.00   0.52194E+01   0.00000E+00   0.52194E+01   0.57429E+01   0.71467E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.12753E+03   0.83912E+02  -0.36137E+03  -0.17413E+04   0.45223E-02   0.20501E-04   0.96296E-02       0.23     121.82     0.0000  0.00   0.39037E-01   0.69555E+00     5.7565     5.8281     5.9281     6.1419     6.7146
   2022      3     24   12.00      6384.00   0.64360E+01   0.00000E+00   0.64360E+01   0.71565E+01   0.86840E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.13868E+03   0.99889E+02  -0.37172E+03  -0.16165E+04   0.54556E-02   0.93520E-05   0.94554E-02       0.23     122.77     0.0000  0.00  -0.62259E-02  -0.34947E+01     7.1851     7.2600     7.3513     7.5839     8.0709
   2022      3     25   12.00      6408.00   0.89809E+01   0.00000E+00   0.89809E+01   0.93159E+01   0.10656E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10232E+03   0.83928E+02  -0.31862E+03  -0.14122E+04   0.30693E-02   0.33355E-05   0.17419E-02       0.23     124.43     0.0000  0.00  -0.32145E-01   0.23712E+00     9.3255     9.3633     9.4220     9.6371    10.0816
   2022      3     26   12.00      6432.00   0.98023E+01   0.00000E+00   0.98023E+01   0.10146E+02   0.11373E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.96103E+02   0.85041E+02  -0.29927E+03  -0.13361E+04   0.32314E-02   0.38496E-05   0.22324E-02       0.23      96.10     0.0000  0.00  -0.15928E-01  -0.33960E-01    10.1566    10.1942    10.2508    10.4434    10.8627
   2022      3     27   12.00      6456.00   0.92634E+01   0.00000E+00   0.92634E+01   0.10003E+02   0.11212E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12950E+03   0.12682E+03  -0.35476E+03  -0.13600E+04   0.82815E-02   0.65514E-04   0.45835E-01       0.23      85.74     0.0000  0.00   0.92852E-01  -0.72965E+01    10.0383    10.0954    10.1702    10.3471    10.7475
   2022      3     28   12.00      6480.00   0.89644E+01   0.00000E+00   0.89644E+01   0.96729E+01   0.10789E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12283E+03   0.12966E+03  -0.34914E+03  -0.13935E+04   0.10954E-01   0.20368E-03   0.11768E+00       0.22     101.51     0.0000  0.00   0.86233E-01  -0.13088E+02     9.7057     9.7619     9.8399     9.9994    10.4508
   2022      3     29   12.00      6504.00   0.91769E+01   0.00000E+00   0.91769E+01   0.98726E+01   0.11044E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11734E+03   0.11966E+03  -0.32627E+03  -0.13717E+04   0.85446E-02   0.69145E-04   0.50082E-01       0.22      85.04     0.0000  0.00   0.58065E-01  -0.82379E+01     9.9052     9.9622    10.0361    10.2107    10.5976
   2022      3     30   12.00      6528.00   0.96643E+01   0.00000E+00   0.96643E+01   0.10391E+02   0.11577E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10760E+03   0.11480E+03  -0.30052E+03  -0.13158E+04   0.84791E-02   0.40552E-04   0.48035E-01       0.22      82.00     0.0000  0.00   0.21496E+00  -0.57135E+01    10.4279    10.4797    10.5526    10.7292    11.1195
   2022      3     31   12.00      6552.00   0.10112E+02   0.00000E+00   0.10112E+02   0.10913E+02   0.11989E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10713E+03   0.12471E+03  -0.29898E+03  -0.12635E+04   0.12128E-01   0.17663E-03   0.15005E+00       0.22      77.01     0.0000  0.00   0.48988E+00  -0.94052E+01    10.9492    11.0054    11.0825    11.2401    11.6540
   2022      4      1   12.00      6576.00   0.99244E+01   0.00000E+00   0.99244E+01   0.10655E+02   0.11736E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12224E+03   0.13727E+03  -0.34356E+03  -0.13103E+04   0.10562E-01   0.12965E-03   0.93194E-01       0.22      87.62     0.0000  0.00   0.24709E+00  -0.10066E+02    10.6926    10.7447    10.8143    10.9690    11.3349
   2022      4      2   12.00      6600.00   0.91840E+01   0.00000E+00   0.91840E+01   0.99716E+01   0.11234E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13129E+03   0.14031E+03  -0.38658E+03  -0.13911E+04   0.85949E-02   0.45390E-04   0.42908E-01       0.22     130.44     0.0000  0.00   0.12221E+00  -0.73830E+01    10.0110    10.0711    10.1491    10.3377    10.7305
   2022      4      3   12.00      6624.00   0.89068E+01   0.00000E+00   0.89068E+01   0.96812E+01   0.10980E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12381E+03   0.12244E+03  -0.35062E+03  -0.13926E+04   0.68774E-02   0.15789E-04   0.18110E-01       0.22      79.62     0.0000  0.00   0.10104E+00  -0.45796E+01     9.7206     9.7845     9.8621    10.0551    10.4504
   2022      4      4   12.00      6648.00   0.89565E+01   0.00000E+00   0.89565E+01   0.96993E+01   0.11003E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12769E+03   0.12155E+03  -0.33204E+03  -0.13959E+04   0.69344E-02   0.14982E-04   0.19890E-01       0.22      98.94     0.0000  0.00   0.86069E-01  -0.50396E+01     9.7415     9.8072     9.8830    10.0749    10.4647
   2022      4      5   12.00      6672.00   0.91126E+01   0.00000E+00   0.91126E+01   0.10005E+02   0.11234E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17689E+03   0.15431E+03  -0.45208E+03  -0.14116E+04   0.91315E-02   0.63311E-04   0.55058E-01       0.22     192.09     0.0000  0.00   0.10333E+00  -0.86336E+01    10.0500    10.1147    10.1950    10.3730    10.7664
   2022      4      6   12.00      6696.00   0.78927E+01   0.00000E+00   0.78927E+01   0.88596E+01   0.10261E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18123E+03   0.13406E+03  -0.47230E+03  -0.15277E+04   0.69751E-02   0.22204E-04   0.23353E-01       0.21     206.32     0.0000  0.00   0.12856E+00  -0.32599E+01     8.9132     8.9852     9.0661     9.2703     9.7184
   2022      4      7   12.00      6720.00   0.75026E+01   0.00000E+00   0.75026E+01   0.83534E+01   0.98273E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.18820E+03   0.12234E+03  -0.47652E+03  -0.15704E+04   0.59144E-02   0.77787E-05   0.10989E-01       0.21     210.22     0.0000  0.00   0.14935E+00   0.13797E+01     8.3990     8.4738     8.5596     8.7782     9.2440
   2022      4      8   12.00      6744.00   0.76853E+01   0.00000E+00   0.76853E+01   0.85763E+01   0.10050E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.19457E+03   0.12304E+03  -0.47640E+03  -0.15434E+04   0.58242E-02   0.10197E-04   0.12200E-01       0.21     203.18     0.0000  0.00   0.10837E+00   0.28974E+01     8.6253     8.6982     8.7851     9.0089     9.4987
   2022      4      9   12.00      6768.00   0.76803E+01   0.00000E+00   0.76803E+01   0.85195E+01   0.98622E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.17308E+03   0.12574E+03  -0.40529E+03  -0.15423E+04   0.81405E-02   0.33816E-04   0.37444E-01       0.21     194.04     0.0000  0.00   0.92597E-01   0.70628E+01     8.5569     8.6283     8.7144     8.9106     9.3480
   2022      4     10   12.00      6792.00   0.10902E+02   0.00000E+00   0.10902E+02   0.11367E+02   0.12515E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10296E+03   0.10049E+03  -0.30305E+03  -0.12575E+04   0.51698E-02   0.10230E-04   0.83714E-02       0.21     193.10     0.0000  0.00   0.54487E-01   0.23398E+01    11.3856    11.4317    11.4909    11.6697    12.0377
   2022      4     11   12.00      6816.00   0.12123E+02   0.00000E+00   0.12123E+02   0.12706E+02   0.13806E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10912E+03   0.11801E+03  -0.33454E+03  -0.11385E+04   0.54166E-02   0.64702E-05   0.54061E-02       0.21     171.73     0.0000  0.00   0.11696E+00  -0.10329E+01    12.7357    12.7817    12.8380    13.0073    13.3366
   2022      4     12   12.00      6840.00   0.12745E+02   0.00000E+00   0.12745E+02   0.13272E+02   0.14303E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.88061E+02   0.11039E+03  -0.29285E+03  -0.10853E+04   0.50161E-02   0.57238E-05   0.41850E-02       0.21     163.49     0.0000  0.00   0.89835E-01  -0.15233E+01    13.2982    13.3405    13.3920    13.5469    13.8749
   2022      4     13   12.00      6864.00   0.13690E+02   0.00000E+00   0.13690E+02   0.14161E+02   0.15115E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.90752E+02   0.12162E+03  -0.29246E+03  -0.10006E+04   0.56267E-02   0.72962E-05   0.68063E-02       0.21     135.11     0.0000  0.00   0.12675E+00  -0.69409E+00    14.1851    14.2235    14.2717    14.4182    14.6937
   2022      4     14   12.00      6888.00   0.12677E+02   0.00000E+00   0.12677E+02   0.13378E+02   0.14318E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11184E+03   0.14462E+03  -0.32287E+03  -0.10796E+04   0.10480E-01   0.11015E-03   0.94374E-01       0.20     132.42     0.0000  0.00   0.41800E+00  -0.42643E+01    13.4124    13.4589    13.5173    13.6562    13.9679
   2022      4     15   12.00      6912.00   0.12527E+02   0.00000E+00   0.12527E+02   0.13202E+02   0.14156E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11485E+03   0.15296E+03  -0.34594E+03  -0.11070E+04   0.12924E-01   0.23788E-03   0.17266E+00       0.20     172.11     0.0000  0.00   0.62084E+00  -0.59304E+01    13.2377    13.2917    13.3608    13.4996    13.8657
   2022      4     16   12.00      6936.00   0.12627E+02   0.00000E+00   0.12627E+02   0.13329E+02   0.14347E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10186E+03   0.13908E+03  -0.33451E+03  -0.11037E+04   0.88973E-02   0.42258E-04   0.47665E-01       0.20     188.88     0.0000  0.00   0.33639E+00  -0.62628E+00    13.3637    13.4125    13.4793    13.6359    13.9417
   2022      4     17   12.00      6960.00   0.13594E+02   0.00000E+00   0.13594E+02   0.14104E+02   0.15051E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.95292E+02   0.12870E+03  -0.31557E+03  -0.10259E+04   0.63115E-02   0.90172E-05   0.92606E-02       0.20     173.76     0.0000  0.00   0.16345E+00   0.18763E+00    14.1276    14.1683    14.2192    14.3627    14.6585
   2022      4     18   12.00      6984.00   0.13134E+02   0.00000E+00   0.13134E+02   0.13788E+02   0.14766E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10428E+03   0.14420E+03  -0.33200E+03  -0.10500E+04   0.78868E-02   0.20717E-04   0.26035E-01       0.20     147.02     0.0000  0.00   0.24109E+00  -0.17732E+01    13.8225    13.8683    13.9251    14.0704    14.3640
   2022      4     19   12.00      7008.00   0.12661E+02   0.00000E+00   0.12661E+02   0.13363E+02   0.14467E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97380E+02   0.14251E+03  -0.34966E+03  -0.11069E+04   0.73074E-02   0.18008E-04   0.24147E-01       0.20     192.62     0.0000  0.00   0.17608E+00  -0.39185E+01    13.4007    13.4508    13.5135    13.6823    13.9971
   2022      4     20   12.00      7032.00   0.13791E+02   0.00000E+00   0.13791E+02   0.14293E+02   0.15286E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.82820E+02   0.11860E+03  -0.33877E+03  -0.10269E+04   0.46076E-02   0.57858E-05   0.30209E-02       0.20     225.84     0.0000  0.00   0.73625E-01  -0.12045E+01    14.3174    14.3577    14.4039    14.5555    14.8643
   2022      4     21   12.00      7056.00   0.13745E+02   0.00000E+00   0.13745E+02   0.14410E+02   0.15422E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.99996E+02   0.14058E+03  -0.38088E+03  -0.10275E+04   0.59496E-02   0.97112E-05   0.98958E-02       0.20     228.50     0.0000  0.00   0.12518E+00  -0.20856E+01    14.4451    14.4969    14.5490    14.6981    14.9956
   2022      4     22   12.00      7080.00   0.13273E+02   0.00000E+00   0.13273E+02   0.13922E+02   0.14946E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.97604E+02   0.14904E+03  -0.36811E+03  -0.10716E+04   0.71242E-02   0.16674E-04   0.19511E-01       0.20     217.31     0.0000  0.00   0.11770E+00  -0.45888E+01    13.9530    14.0033    14.0633    14.2150    14.5056
   2022      4     23   12.00      7104.00   0.14397E+02   0.00000E+00   0.14397E+02   0.14793E+02   0.15718E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.66890E+02   0.11068E+03  -0.28047E+03  -0.96726E+03   0.45378E-02   0.60196E-05   0.41334E-02       0.19     190.44     0.0000  0.00   0.52684E-01  -0.19435E+01    14.8109    14.8450    14.8885    15.0320    15.3135
   2022      4     24   12.00      7128.00   0.15048E+02   0.00000E+00   0.15048E+02   0.15472E+02   0.16329E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.90211E+02   0.12225E+03  -0.30440E+03  -0.89094E+03   0.45866E-02   0.56635E-05   0.33040E-02       0.19     131.22     0.0000  0.00   0.82016E-01  -0.10419E+01    15.4929    15.5278    15.5698    15.7018    15.9633
