   2022      1     20   12.00       456.00  -0.21216E+02   0.00000E+00  -0.13057E-07   0.18426E+01   0.32118E+01   0.00000E+00  -0.99789E-02  -0.21216E+02  -0.22527E+02   0.42201E+01   0.18307E+02  -0.36911E+01   0.13812E-01   0.00000E+00   0.00000E+00       0.85      26.06     0.0000  0.00  -0.24072-296  -0.28442-294     0.9006     2.2894     2.4064     2.4746     3.2118
   2022      1     21   12.00       480.00  -0.18602E+02   0.00000E+00  -0.13488E-07   0.18137E+01   0.32038E+01   0.00000E+00  -0.92841E-02  -0.18602E+02   0.25400E+01   0.37957E+01  -0.63357E+01  -0.36254E+01   0.12415E-01   0.00000E+00   0.00000E+00       0.85      23.48     0.0000  0.00  -0.22273-312  -0.26318-310     0.8808     2.2518     2.3769     2.4489     3.2038
   2022      1     22   12.00       504.00  -0.16345E+02   0.00000E+00  -0.13823E-07   0.17855E+01   0.31975E+01   0.00000E+00  -0.79272E-02  -0.16345E+02   0.10749E+02   0.53449E+01  -0.16094E+02  -0.35942E+01   0.95505E-02   0.00000E+00   0.00000E+00       0.85      21.15     0.0000  0.00  -0.42144-320  -0.21156-319     0.8609     2.2151     2.3485     2.4242     3.1975
   2022      1     23   12.00       528.00  -0.16869E+02   0.00000E+00  -0.14076E-07   0.17582E+01   0.31876E+01   0.00000E+00  -0.75267E-02  -0.16869E+02  -0.99765E+01   0.24801E+01   0.74964E+01  -0.35959E+01   0.69539E-02   0.00000E+00   0.00000E+00       0.85      23.54     0.0000  0.00  -0.33004-320  -0.70024-319     0.8413     2.1794     2.3212     2.4010     3.1876
   2022      1     24   12.00       552.00  -0.16600E+02   0.00000E+00  -0.14344E-07   0.17320E+01   0.31774E+01   0.00000E+00  -0.77632E-02  -0.16600E+02  -0.25298E+02  -0.17332E-01   0.25315E+02  -0.35799E+01   0.84498E-02   0.00000E+00   0.00000E+00       0.85      24.56     0.0000  0.00  -0.14871-320  -0.98329-319     0.8228     2.1447     2.2949     2.3790     3.1774
   2022      1     25   12.00       576.00  -0.15885E+02   0.00000E+00  -0.14591E-07   0.17067E+01   0.31673E+01   0.00000E+00  -0.70883E-02  -0.15885E+02  -0.19846E+02  -0.19539E+01   0.21800E+02  -0.35626E+01   0.94439E-02   0.00000E+00   0.00000E+00       0.85      27.21     0.0000  0.00  -0.17786-321  -0.28735-319     0.8049     2.1111     2.2696     2.3579     3.1673
   2022      1     26   12.00       600.00  -0.19878E+02   0.00000E+00  -0.14831E-07   0.16823E+01   0.31572E+01   0.00000E+00  -0.78494E-02  -0.19878E+02  -0.14357E+02  -0.12807E+01   0.15638E+02  -0.35440E+01   0.56167E-02   0.00000E+00   0.00000E+00       0.85      38.30     0.0000  0.00   0.25099-320   0.24604-320     0.7877     2.0784     2.2451     2.3375     3.1572
   2022      1     27   12.00       624.00  -0.22212E+02   0.00000E+00  -0.15221E-07   0.16593E+01   0.31485E+01   0.00000E+00  -0.91840E-02  -0.22212E+02  -0.37627E+02   0.29303E+01   0.34697E+02  -0.35086E+01   0.13566E-01   0.00000E+00   0.00000E+00       0.85      50.68     0.0000  0.00  -0.18033-320  -0.37035-319     0.7722     2.0470     2.2215     2.3182     3.1485
   2022      1     28   12.00       648.00  -0.23458E+02   0.00000E+00  -0.15715E-07   0.16372E+01   0.31412E+01   0.00000E+00  -0.99072E-02  -0.23458E+02  -0.46367E+02   0.25940E+00   0.46108E+02  -0.34802E+01   0.15658E-01   0.00000E+00   0.00000E+00       0.85      51.81     0.0000  0.00   0.20306-320   0.46541-320     0.7579     2.0169     2.1985     2.2999     3.1412
   2022      1     29   12.00       672.00  -0.23113E+02   0.00000E+00  -0.16257E-07   0.16160E+01   0.31324E+01   0.00000E+00  -0.98908E-02  -0.23113E+02  -0.45334E+02   0.13577E+01   0.43976E+02  -0.34714E+01   0.13838E-01   0.00000E+00   0.00000E+00       0.85      45.57     0.0000  0.00  -0.14328-320  -0.11477-319     0.7442     1.9877     2.1761     2.2824     3.1324
   2022      1     30   12.00       696.00  -0.21987E+02   0.00000E+00  -0.16791E-07   0.15954E+01   0.31233E+01   0.00000E+00  -0.95889E-02  -0.21987E+02  -0.46089E+02   0.24439E+01   0.43645E+02  -0.34572E+01   0.12233E-01   0.00000E+00   0.00000E+00       0.85      42.13     0.0000  0.00   0.16205-320  -0.23765-319     0.7308     1.9593     2.1544     2.2656     3.1233
   2022      1     31   12.00       720.00  -0.18390E+02   0.00000E+00  -0.17256E-07   0.15753E+01   0.31140E+01   0.00000E+00  -0.84561E-02  -0.18390E+02  -0.44113E+02   0.73910E+01   0.36722E+02  -0.34433E+01   0.17052E-01   0.00000E+00   0.00000E+00       0.85      37.40     0.0000  0.00   0.18330-320  -0.52742-319     0.7175     1.9316     2.1333     2.2493     3.1140
   2022      2      1   12.00       744.00  -0.14629E+02   0.00000E+00  -0.17545E-07   0.15554E+01   0.31040E+01   0.00000E+00  -0.67216E-02  -0.14629E+02  -0.28537E+02   0.12967E+02   0.15571E+02  -0.34341E+01   0.23394E-01   0.00000E+00   0.00000E+00       0.85      30.91     0.0000  0.00  -0.44960-321  -0.45879-319     0.7038     1.9044     2.1128     2.2332     3.1040
   2022      2      2   12.00       768.00  -0.13027E+02   0.00000E+00  -0.17663E-07   0.15357E+01   0.30938E+01   0.00000E+00  -0.56237E-02  -0.13027E+02  -0.12095E+02   0.17208E+02  -0.51128E+01  -0.34217E+01   0.26808E-01   0.00000E+00   0.00000E+00       0.85      28.09     0.0000  0.00   0.25691-321  -0.20746-319     0.6899     1.8775     2.0928     2.2174     3.0938
   2022      2      3   12.00       792.00  -0.13132E+02   0.00000E+00  -0.17716E-07   0.15164E+01   0.30842E+01   0.00000E+00  -0.54351E-02  -0.13132E+02  -0.35644E+01   0.16921E+02  -0.13357E+02  -0.34034E+01   0.25505E-01   0.00000E+00   0.00000E+00       0.85      28.73     0.0000  0.00   0.22776-320  -0.65691-319     0.6764     1.8512     2.0732     2.2022     3.0842
   2022      2      4   12.00       816.00  -0.13699E+02   0.00000E+00  -0.17791E-07   0.14978E+01   0.30743E+01   0.00000E+00  -0.56665E-02  -0.13699E+02   0.81234E+01   0.10703E+02  -0.18827E+02  -0.33952E+01   0.19447E-01   0.00000E+00   0.00000E+00       0.85      27.87     0.0000  0.00  -0.14970-320  -0.51304-319     0.6636     1.8257     2.0539     2.1877     3.0743
   2022      2      5   12.00       840.00  -0.15636E+02   0.00000E+00  -0.17920E-07   0.14799E+01   0.30646E+01   0.00000E+00  -0.61556E-02  -0.15636E+02   0.88794E+01   0.61960E+01  -0.15075E+02  -0.33830E+01   0.12503E-01   0.00000E+00   0.00000E+00       0.85      31.72     0.0000  0.00  -0.26680-321  -0.28799-319     0.6515     1.8008     2.0350     2.1739     3.0646
   2022      2      6   12.00       864.00  -0.20334E+02   0.00000E+00  -0.18181E-07   0.14627E+01   0.30554E+01   0.00000E+00  -0.75991E-02  -0.20334E+02  -0.10896E+02   0.20068E+01   0.88891E+01  -0.33664E+01   0.10159E-01   0.00000E+00   0.00000E+00       0.85      48.98     0.0000  0.00   0.17292-321  -0.11413-320     0.6405     1.7770     2.0166     2.1608     3.0554
   2022      2      7   12.00       888.00  -0.25767E+02   0.00000E+00  -0.18693E-07   0.14467E+01   0.30470E+01   0.00000E+00  -0.96233E-02  -0.25767E+02  -0.32895E+02  -0.34797E+00   0.33243E+02  -0.33478E+01   0.92310E-02   0.00000E+00   0.00000E+00       0.85      73.17     0.0000  0.00   0.17292-321  -0.84633-320     0.6309     1.7542     1.9987     2.1484     3.0470
   2022      2      8   12.00       912.00  -0.34618E+02   0.00000E+00  -0.19518E-07   0.14317E+01   0.30395E+01   0.00000E+00  -0.12474E-01  -0.34618E+02  -0.14619E+02  -0.48766E+00   0.15107E+02  -0.33261E+01   0.20774E-02   0.00000E+00   0.00000E+00       0.85      85.24     0.0000  0.00   0.17292-321  -0.13088-319     0.6228     1.7327     1.9812     2.1369     3.0395
   2022      2      9   12.00       936.00  -0.26680E+02   0.00000E+00  -0.20707E-07   0.14178E+01   0.30329E+01   0.00000E+00  -0.12325E-01  -0.26680E+02  -0.34737E+02  -0.12162E+01   0.35954E+02  -0.33033E+01   0.75083E-02   0.00000E+00   0.00000E+00       0.85      73.27     0.0000  0.00   0.17292-321  -0.23611-319     0.6160     1.7124     1.9642     2.1261     3.0329
   2022      2     10   12.00       960.00  -0.22109E+02   0.00000E+00  -0.21538E-07   0.14035E+01   0.30246E+01   0.00000E+00  -0.95769E-02  -0.22109E+02  -0.16694E+02   0.13480E+01   0.15346E+02  -0.32966E+01   0.79077E-02   0.00000E+00   0.00000E+00       0.85      48.77     0.0000  0.00   0.17292-321  -0.25835-319     0.6077     1.6920     1.9474     2.1148     3.0246
   2022      2     11   12.00       984.00  -0.17654E+02   0.00000E+00  -0.22062E-07   0.13888E+01   0.30153E+01   0.00000E+00  -0.77616E-02  -0.17654E+02   0.26058E+01   0.73446E+01  -0.99504E+01  -0.32934E+01   0.15145E-01   0.00000E+00   0.00000E+00       0.85      33.06     0.0000  0.00   0.17292-321  -0.30138-319     0.5985     1.6717     1.9309     2.1035     3.0153
   2022      2     12   12.00      1008.00  -0.16605E+02   0.00000E+00  -0.22353E-07   0.13742E+01   0.30055E+01   0.00000E+00  -0.66931E-02  -0.16605E+02   0.10592E+02   0.65144E+01  -0.17107E+02  -0.32887E+01   0.12703E-01   0.00000E+00   0.00000E+00       0.85      41.73     0.0000  0.00   0.17292-321  -0.30138-319     0.5888     1.6514     1.9147     2.0922     3.0055
   2022      2     13   12.00      1032.00  -0.17852E+02   0.00000E+00  -0.22590E-07   0.13598E+01   0.29959E+01   0.00000E+00  -0.68297E-02  -0.17852E+02  -0.44388E+01   0.67652E+01  -0.23264E+01  -0.32800E+01   0.10313E-01   0.00000E+00   0.00000E+00       0.85      57.65     0.0000  0.00   0.17292-321  -0.30479-319     0.5794     1.6315     1.8988     2.0812     2.9959
   2022      2     14   12.00      1056.00  -0.17544E+02   0.00000E+00  -0.22886E-07   0.13459E+01   0.29867E+01   0.00000E+00  -0.69888E-02  -0.17544E+02  -0.11229E+02   0.47760E+01   0.64529E+01  -0.32693E+01   0.11974E-01   0.00000E+00   0.00000E+00       0.85      59.46     0.0000  0.00   0.17292-321  -0.34066-319     0.5707     1.6122     1.8832     2.0708     2.9867
   2022      2     15   12.00      1080.00  -0.15340E+02   0.00000E+00  -0.23146E-07   0.13323E+01   0.29774E+01   0.00000E+00  -0.62797E-02  -0.15340E+02  -0.90470E+01   0.66706E+01   0.23765E+01  -0.32600E+01   0.14372E-01   0.00000E+00   0.00000E+00       0.85      53.20     0.0000  0.00   0.17292-321  -0.34842-319     0.5621     1.5932     1.8678     2.0605     2.9774
   2022      2     16   12.00      1104.00  -0.13583E+02   0.00000E+00  -0.23271E-07   0.13188E+01   0.29679E+01   0.00000E+00  -0.54355E-02  -0.13583E+02  -0.87279E+01   0.11774E+02  -0.30457E+01  -0.32528E+01   0.14652E-01   0.00000E+00   0.00000E+00       0.85      50.67     0.0000  0.00   0.17292-321  -0.34842-319     0.5533     1.5745     1.8526     2.0504     2.9679
   2022      2     17   12.00      1128.00  -0.12953E+02   0.00000E+00  -0.23298E-07   0.13055E+01   0.29582E+01   0.00000E+00  -0.49991E-02  -0.12953E+02  -0.67645E+01   0.56579E+01   0.11066E+01  -0.32461E+01   0.14992E-01   0.00000E+00   0.00000E+00       0.85      51.66     0.0000  0.00   0.17292-321  -0.34842-319     0.5446     1.5560     1.8376     2.0405     2.9582
   2022      2     18   12.00      1152.00  -0.13042E+02   0.00000E+00  -0.23300E-07   0.12924E+01   0.29486E+01   0.00000E+00  -0.49261E-02  -0.13042E+02  -0.83318E+01   0.30217E+01   0.53101E+01  -0.32378E+01   0.14768E-01   0.00000E+00   0.00000E+00       0.85      49.21     0.0000  0.00   0.17292-321  -0.34842-319     0.5362     1.5379     1.8228     2.0308     2.9486
   2022      2     19   12.00      1176.00  -0.12015E+02   0.00000E+00  -0.23320E-07   0.12797E+01   0.29392E+01   0.00000E+00  -0.48524E-02  -0.12015E+02  -0.25065E+02   0.18117E+02   0.69486E+01  -0.32284E+01   0.15169E-01   0.00000E+00   0.00000E+00       0.85      48.22     0.0000  0.00   0.17292-321  -0.34842-319     0.5281     1.5202     1.8082     2.0215     2.9392
   2022      2     20   12.00      1200.00  -0.68932E+01   0.00000E+00  -0.23255E-07   0.12671E+01   0.29297E+01   0.00000E+00  -0.35066E-02  -0.68932E+01  -0.16807E+02   0.61396E+01   0.10667E+02  -0.32211E+01   0.11695E-01   0.00000E+00   0.00000E+00       0.85      47.63     0.0000  0.00   0.17292-321  -0.34842-319     0.5200     1.5028     1.7938     2.0122     2.9297
   2022      2     21   12.00      1224.00  -0.14346E+01   0.00000E+00  -0.22757E-07   0.12540E+01   0.29191E+01   0.00000E+00  -0.46249E-03  -0.14346E+01  -0.78505E+01  -0.53135E+01   0.13164E+02  -0.32208E+01   0.15368E-01   0.00000E+00   0.00000E+00       0.85      48.18     0.0000  0.00   0.17292-321  -0.34842-319     0.5109     1.4849     1.7795     2.0025     2.9191
   2022      2     22   12.00      1248.00   0.55064E-01   0.00000E+00  -0.21977E-07   0.12407E+01   0.29082E+01   0.00000E+00   0.10137E-04   0.55064E-01  -0.12349E+02  -0.19265E+01   0.14276E+02  -0.32178E+01   0.14744E-01   0.00000E+00   0.00000E+00       0.85      48.01     0.0000  0.00   0.17292-321  -0.34842-319     0.5015     1.4669     1.7651     1.9927     2.9082
   2022      2     23   12.00      1272.00   0.23124E+00   0.00000E+00  -0.21241E-07   0.12278E+01   0.28977E+01   0.00000E+00   0.10098E-04   0.23118E+00  -0.11512E+02   0.31626E+01   0.83491E+01  -0.32100E+01   0.12567E-01   0.00000E+00   0.00000E+00       0.85      43.21     0.0000  0.00   0.17292-321  -0.34842-319     0.4926     1.4493     1.7509     1.9834     2.8977
   2022      2     24   12.00      1296.00   0.67397E+00   0.00000E+00  -0.20373E-07   0.12149E+01   0.28870E+01   0.00000E+00   0.10077E-04   0.67397E+00  -0.18679E+02   0.10483E+02   0.81955E+01  -0.32068E+01   0.16587E-01   0.00000E+00   0.00000E+00       0.85      44.87     0.0000  0.00   0.17292-321  -0.34842-319     0.4835     1.4317     1.7368     1.9739     2.8870
   2022      2     25   12.00      1320.00   0.74427E+00   0.00000E+00  -0.18213E-07   0.11998E+01   0.28727E+01   0.00000E+00   0.10201E-04   0.74427E+00  -0.25647E+02   0.88977E+01   0.16750E+02  -0.32250E+01   0.16901E-01   0.00000E+00   0.00000E+00       0.85      52.44     0.0000  0.00   0.17292-321  -0.34842-319     0.4709     1.4120     1.7221     1.9623     2.8727
   2022      2     26   12.00      1344.00   0.16797E+00   0.00000E+00  -0.16261E-07   0.11852E+01   0.28601E+01   0.00000E+00   0.10440E-04   0.16796E+00  -0.23950E+02   0.16939E+01   0.22256E+02  -0.32190E+01   0.13405E-01   0.00000E+00   0.00000E+00       0.85      59.31     0.0000  0.00   0.17292-321  -0.34842-319     0.4596     1.3926     1.7075     1.9518     2.8601
   2022      2     27   12.00      1368.00  -0.68037E+00   0.00000E+00  -0.14862E-07   0.11719E+01   0.28494E+01   0.00000E+00   0.10702E-04  -0.68037E+00  -0.16233E+02  -0.33859E+01   0.19619E+02  -0.32030E+01   0.10845E-01   0.00000E+00   0.00000E+00       0.85      60.79     0.0000  0.00   0.17292-321  -0.34842-319     0.4502     1.3743     1.6933     1.9424     2.8494
   2022      2     28   12.00      1392.00  -0.31818E+01   0.00000E+00  -0.14081E-07   0.11600E+01   0.28407E+01   0.00000E+00   0.10986E-04  -0.31818E+01  -0.95016E+01  -0.59607E+01   0.15462E+02  -0.31803E+01   0.73494E-02   0.00000E+00   0.00000E+00       0.85      71.61     0.0000  0.00   0.17292-321  -0.34842-319     0.4429     1.3574     1.6796     1.9343     2.8407
   2022      3      1   12.00      1416.00  -0.72693E+01   0.00000E+00  -0.13632E-07   0.11489E+01   0.28329E+01   0.00000E+00   0.11283E-04  -0.72693E+01  -0.15652E+02  -0.29802E+01   0.18633E+02  -0.31621E+01   0.61136E-02   0.00000E+00   0.00000E+00       0.85      89.68     0.0000  0.00   0.17292-321  -0.34842-319     0.4367     1.3415     1.6662     1.9267     2.8329
   2022      3      2   12.00      1440.00  -0.86455E+01   0.00000E+00  -0.13416E-07   0.11384E+01   0.28256E+01   0.00000E+00  -0.25192E-02  -0.86455E+01  -0.21659E+02  -0.21974E+01   0.23857E+02  -0.31427E+01   0.67393E-02   0.00000E+00   0.00000E+00       0.85      91.15     0.0000  0.00   0.17292-321  -0.34842-319     0.4312     1.3264     1.6531     1.9195     2.8256
   2022      3      3   12.00      1464.00  -0.53133E+01   0.00000E+00  -0.13815E-07   0.11294E+01   0.28200E+01   0.00000E+00  -0.35822E-02  -0.53133E+01  -0.18196E+02  -0.21741E+01   0.20370E+02  -0.31175E+01   0.10868E-01   0.00000E+00   0.00000E+00       0.85      76.54     0.0000  0.00   0.17292-321  -0.34842-319     0.4276     1.3130     1.6407     1.9134     2.8200
   2022      3      4   12.00      1488.00  -0.21922E+01   0.00000E+00  -0.13859E-07   0.11197E+01   0.28124E+01   0.00000E+00  -0.37083E-03  -0.21922E+01  -0.83791E+01  -0.20192E+01   0.10398E+02  -0.31123E+01   0.12010E-01   0.00000E+00   0.00000E+00       0.85      67.91     0.0000  0.00   0.17292-321  -0.34842-319     0.4227     1.2991     1.6283     1.9061     2.8124
   2022      3      5   12.00      1512.00  -0.31767E+01   0.00000E+00  -0.13672E-07   0.11097E+01   0.28042E+01   0.00000E+00  -0.25252E-03  -0.31767E+01  -0.44846E+01  -0.73205E+01   0.11805E+02  -0.31067E+01   0.12209E-01   0.00000E+00   0.00000E+00       0.85      72.28     0.0000  0.00   0.17292-321  -0.34842-319     0.4171     1.2851     1.6158     1.8984     2.8042
   2022      3      6   12.00      1536.00  -0.71191E+01   0.00000E+00  -0.13703E-07   0.11004E+01   0.27970E+01   0.00000E+00  -0.29470E-02  -0.71178E+01  -0.14434E+02  -0.33124E+01   0.17747E+02  -0.30921E+01   0.71494E-02   0.00000E+00   0.00000E+00       0.85      74.79     0.0000  0.00   0.17292-321  -0.34842-319     0.4123     1.2718     1.6037     1.8915     2.7970
   2022      3      7   12.00      1560.00  -0.72558E+01   0.00000E+00  -0.14014E-07   0.10919E+01   0.27906E+01   0.00000E+00  -0.36655E-02  -0.72558E+01  -0.22504E+02   0.19688E+01   0.20535E+02  -0.30761E+01   0.11245E-01   0.00000E+00   0.00000E+00       0.85      74.29     0.0000  0.00   0.17292-321  -0.34842-319     0.4085     1.2594     1.5921     1.8851     2.7906
   2022      3      8   12.00      1584.00  -0.34261E+01   0.00000E+00  -0.14161E-07   0.10831E+01   0.27832E+01   0.00000E+00  -0.10923E-02  -0.34261E+01  -0.85660E+01  -0.35433E+01   0.12109E+02  -0.30696E+01   0.13642E-01   0.00000E+00   0.00000E+00       0.85      73.89     0.0000  0.00   0.17292-321  -0.34842-319     0.4041     1.2470     1.5806     1.8782     2.7832
   2022      3      9   12.00      1608.00  -0.86623E+00   0.00000E+00  -0.13979E-07   0.10738E+01   0.27748E+01   0.00000E+00   0.10724E-04  -0.86623E+00  -0.19128E+01   0.30968E+01  -0.11840E+01  -0.30668E+01   0.81887E-02   0.00000E+00   0.00000E+00       0.85      70.42     0.0000  0.00   0.17292-321  -0.34842-319     0.3988     1.2342     1.5689     1.8706     2.7748
