   2021      7     12   12.00       264.00   0.12734E+02   0.00000E+00   0.12734E+02   0.12751E+02   0.12789E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.17594E+00   0.10809E+02  -0.51241E+02  -0.50858E+02   0.16136E-02   0.17345E-06   0.47668E-04       0.16     153.05     0.0000  0.00   0.85931E-02   0.33127E-01    12.7519    12.7558    12.7573    12.7602    12.7888
   2021      7     13   12.00       288.00   0.14824E+02   0.00000E+00   0.14824E+02   0.14871E+02   0.14919E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.65187E+01   0.28690E+02  -0.10431E+03  -0.76138E+02   0.26126E-02   0.13316E-05   0.25714E-03       0.16     241.02     0.0000  0.00  -0.15464E-01   0.61146E+00    14.8734    14.8814    14.8853    14.8903    14.9157
   2021      7     14   12.00       312.00   0.16413E+02   0.00000E+00   0.16413E+02   0.16493E+02   0.16554E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18582E+02   0.42007E+02  -0.12972E+03  -0.73242E+02   0.29712E-02   0.17866E-05   0.49540E-03       0.16     229.78     0.0000  0.00  -0.29430E-02   0.84946E+00    16.4973    16.5078    16.5135    16.5199    16.5462
   2021      7     15   12.00       336.00   0.16830E+02   0.00000E+00   0.16830E+02   0.16888E+02   0.16927E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14349E+02   0.35370E+02  -0.99365E+02  -0.54507E+02   0.21058E-02   0.12441E-05   0.24570E-03       0.16     172.02     0.0000  0.00  -0.44810E-02   0.17851E+00    16.8909    16.8978    16.9017    16.9056    16.9227
   2021      7     16   12.00       360.00   0.17200E+02   0.00000E+00   0.17200E+02   0.17258E+02   0.17306E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16945E+02   0.39439E+02  -0.11200E+03  -0.63407E+02   0.18276E-02   0.10580E-05   0.17408E-03       0.16     187.88     0.0000  0.00  -0.19606E-02  -0.18482E-01    17.2607    17.2678    17.2724    17.2776    17.2998
   2021      7     17   12.00       384.00   0.17479E+02   0.00000E+00   0.17479E+02   0.17561E+02   0.17624E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.19075E+02   0.48944E+02  -0.12478E+03  -0.66949E+02   0.28959E-02   0.17094E-05   0.41465E-03       0.16     188.22     0.0000  0.00   0.72699E-02   0.76402E+00    17.5657    17.5757    17.5816    17.5886    17.6140
   2021      7     18   12.00       408.00   0.17849E+02   0.00000E+00   0.17849E+02   0.17937E+02   0.18000E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.84457E+01   0.47097E+02  -0.11861E+03  -0.76635E+02   0.32336E-02   0.20242E-05   0.74761E-03       0.16     221.82     0.0000  0.00  -0.12366E-01   0.11213E+01    17.9406    17.9520    17.9579    17.9646    17.9919
   2021      7     19   12.00       432.00   0.19287E+02   0.00000E+00   0.19287E+02   0.19421E+02   0.19503E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14822E+02   0.61859E+02  -0.15578E+03  -0.84391E+02   0.37651E-02   0.28581E-05   0.16008E-02       0.16     254.84     0.0000  0.00   0.18402E-01   0.15518E+01    19.4277    19.4425    19.4502    19.4590    19.4906
   2021      7     20   12.00       456.00   0.18243E+02   0.00000E+00   0.18243E+02   0.18548E+02   0.18652E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36266E+02   0.82730E+02  -0.17309E+03  -0.68420E+02   0.56556E-02   0.11258E-04   0.99193E-02       0.17     151.36     0.0000  0.00   0.16659E-01   0.37646E+01    18.5656    18.5870    18.5981    18.6078    18.6324
   2021      7     21   12.00       480.00   0.15980E+02   0.00000E+00   0.15980E+02   0.16089E+02   0.16138E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18782E+02   0.37128E+02  -0.87189E+02  -0.46121E+02   0.27623E-02   0.45652E-05   0.27748E-02       0.17      70.26     0.0000  0.00  -0.41873E-02   0.12144E+01    16.0950    16.1050    16.1111    16.1162    16.1321
   2021      7     22   12.00       504.00   0.15131E+02   0.00000E+00   0.15131E+02   0.15224E+02   0.15278E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17222E+02   0.38465E+02  -0.90664E+02  -0.49729E+02   0.32363E-02   0.18799E-05   0.90597E-03       0.17      85.86     0.0000  0.00   0.19859E-01  -0.10738E+01    15.2297    15.2423    15.2492    15.2549    15.2724
   2021      7     23   12.00       528.00   0.14118E+02   0.00000E+00   0.14118E+02   0.14227E+02   0.14296E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.20881E+02   0.44656E+02  -0.11001E+03  -0.65397E+02   0.34455E-02   0.21181E-05   0.96942E-03       0.17     112.97     0.0000  0.00   0.39125E-01  -0.90095E+00    14.2331    14.2469    14.2548    14.2625    14.2868
   2021      7     24   12.00       552.00   0.13969E+02   0.00000E+00   0.13969E+02   0.14019E+02   0.14067E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13060E+02   0.27021E+02  -0.86624E+02  -0.61844E+02   0.14630E-02   0.72392E-06   0.36198E-04       0.17     126.93     0.0000  0.00   0.91599E-02  -0.13781E+00    14.0218    14.0280    14.0326    14.0381    14.0605
   2021      7     25   12.00       576.00   0.14505E+02   0.00000E+00   0.14505E+02   0.14553E+02   0.14590E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12382E+02   0.26791E+02  -0.78431E+02  -0.52239E+02   0.16201E-02   0.87536E-06   0.14429E-03       0.17     124.23     0.0000  0.00   0.70467E-02   0.34146E+00    14.5556    14.5621    14.5663    14.5704    14.5869
   2021      7     26   12.00       600.00   0.14386E+02   0.00000E+00   0.14386E+02   0.14511E+02   0.14577E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.21245E+02   0.49344E+02  -0.10083E+03  -0.59019E+02   0.51172E-02   0.61357E-05   0.61583E-02       0.17     128.90     0.0000  0.00   0.90147E-01   0.19498E+01    14.5167    14.5323    14.5396    14.5465    14.5685
   2021      7     27   12.00       624.00   0.13857E+02   0.00000E+00   0.13857E+02   0.14013E+02   0.14081E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.24005E+02   0.57111E+02  -0.10224E+03  -0.53638E+02   0.87608E-02   0.74247E-04   0.41619E-01       0.17      99.36     0.0000  0.00   0.30104E+00   0.32697E+01    14.0222    14.0353    14.0424    14.0504    14.0718
   2021      7     28   12.00       648.00   0.12824E+02   0.00000E+00   0.12824E+02   0.12939E+02   0.12989E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.13960E+02   0.37562E+02  -0.64136E+02  -0.39717E+02   0.11715E-01   0.23729E-03   0.12269E+00       0.17      57.65     0.0000  0.00   0.55168E+00   0.34440E+01    12.9461    12.9544    12.9576    12.9636    12.9828
   2021      7     29   12.00       672.00   0.12496E+02   0.00000E+00   0.12496E+02   0.12568E+02   0.12605E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10393E+02   0.24586E+02  -0.44557E+02  -0.32027E+02   0.10508E-01   0.17587E-03   0.86062E-01       0.17      50.30     0.0000  0.00   0.45546E+00   0.25274E+01    12.5718    12.5775    12.5801    12.5850    12.6011
   2021      7     30   12.00       696.00   0.12481E+02   0.00000E+00   0.12481E+02   0.12510E+02   0.12533E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.72592E+01   0.12799E+02  -0.26627E+02  -0.26062E+02   0.80432E-02   0.37802E-04   0.25702E-01       0.17      49.92     0.0000  0.00   0.26331E+00   0.13747E+01    12.5112    12.5147    12.5162    12.5192    12.5322
   2021      7     31   12.00       720.00   0.12846E+02   0.00000E+00   0.12846E+02   0.12886E+02   0.12910E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.81515E+01   0.18274E+02  -0.34189E+02  -0.25699E+02   0.89678E-02   0.75427E-04   0.41241E-01       0.17      59.24     0.0000  0.00   0.32516E+00   0.19487E+01    12.8875    12.8913    12.8924    12.8954    12.9082
   2021      8      1   12.00       744.00   0.13329E+02   0.00000E+00   0.13329E+02   0.13309E+02   0.13349E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.22198E+01   0.91625E+01  -0.11832E+02  -0.21683E+02   0.99725E-02   0.12199E-03   0.60286E-01       0.17      67.96     0.0000  0.00   0.39989E+00   0.11025E+01    13.3076    13.3086    13.3061    13.3073    13.3185
   2021      8      2   12.00       768.00   0.15275E+02   0.00000E+00   0.15275E+02   0.15239E+02   0.15283E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.14963E+02   0.17867E+02  -0.17738E+02  -0.31350E+02   0.95182E-02   0.96003E-04   0.48286E-01       0.18     140.97     0.0000  0.00   0.36101E+00  -0.17592E+01    15.2360    15.2367    15.2322    15.2334    15.2474
   2021      8      3   12.00       792.00   0.17744E+02   0.00000E+00   0.17744E+02   0.17800E+02   0.17847E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.45899E+01   0.47861E+02  -0.93646E+02  -0.61312E+02   0.55901E-02   0.14398E-04   0.93723E-02       0.18     233.58     0.0000  0.00   0.13255E+00  -0.13847E+01    17.8015    17.8106    17.8138    17.8191    17.8411
   2021      8      4   12.00       816.00   0.19443E+02   0.00000E+00   0.19443E+02   0.19526E+02   0.19588E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12963E+02   0.53283E+02  -0.13739E+03  -0.67424E+02   0.29977E-02   0.18217E-05   0.48681E-03       0.18     236.68     0.0000  0.00   0.37122E-01   0.12920E+00    19.5304    19.5402    19.5457    19.5528    19.5777
   2021      8      5   12.00       840.00   0.18558E+02   0.00000E+00   0.18558E+02   0.18725E+02   0.18803E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.30513E+02   0.69461E+02  -0.15608E+03  -0.55285E+02   0.36960E-02   0.29218E-05   0.14856E-02       0.18     134.84     0.0000  0.00   0.36796E-02   0.13355E+01    18.7342    18.7499    18.7592    18.7680    18.7891
   2021      8      6   12.00       864.00   0.15794E+02   0.00000E+00   0.15794E+02   0.15992E+02   0.16091E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.32352E+02   0.69488E+02  -0.14707E+03  -0.76583E+02   0.48169E-02   0.49796E-05   0.41665E-02       0.18     133.95     0.0000  0.00  -0.26811E-01   0.24759E+01    16.0010    16.0224    16.0334    16.0444    16.0739
   2021      8      7   12.00       888.00   0.15881E+02   0.00000E+00   0.15881E+02   0.15970E+02   0.16040E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.20380E+02   0.46879E+02  -0.12588E+03  -0.74130E+02   0.22951E-02   0.16523E-05   0.57585E-03       0.18     167.61     0.0000  0.00   0.54487E-02   0.16982E+00    15.9741    15.9850    15.9919    16.0005    16.0287
   2021      8      8   12.00       912.00   0.15234E+02   0.00000E+00   0.15234E+02   0.15336E+02   0.15405E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.19145E+02   0.44955E+02  -0.11537E+03  -0.67352E+02   0.32190E-02   0.19668E-05   0.70242E-03       0.18     139.97     0.0000  0.00   0.30218E-01  -0.69837E+00    15.3414    15.3543    15.3619    15.3698    15.3948
   2021      8      9   12.00       936.00   0.15697E+02   0.00000E+00   0.15697E+02   0.15767E+02   0.15837E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16021E+02   0.41548E+02  -0.11856E+03  -0.78307E+02   0.27808E-02   0.15358E-05   0.30935E-03       0.18     194.47     0.0000  0.00   0.33330E-01   0.24962E+00    15.7705    15.7806    15.7867    15.7950    15.8254
   2021      8     10   12.00       960.00   0.16336E+02   0.00000E+00   0.16336E+02   0.16434E+02   0.16503E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.20884E+02   0.47795E+02  -0.13054E+03  -0.66480E+02   0.27142E-02   0.16805E-05   0.38528E-03       0.18     165.53     0.0000  0.00   0.97784E-02   0.76876E+00    16.4393    16.4507    16.4576    16.4658    16.4914
   2021      8     11   12.00       984.00   0.15365E+02   0.00000E+00   0.15365E+02   0.15470E+02   0.15541E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.22258E+02   0.49949E+02  -0.12008E+03  -0.67183E+02   0.30311E-02   0.18459E-05   0.53217E-03       0.18     140.66     0.0000  0.00  -0.11310E-01   0.95127E+00    15.4756    15.4885    15.4962    15.5045    15.5302
   2021      8     12   12.00      1008.00   0.14928E+02   0.00000E+00   0.14928E+02   0.15096E+02   0.15191E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.33397E+02   0.66037E+02  -0.15614E+03  -0.81744E+02   0.36631E-02   0.25122E-05   0.13801E-02       0.18     166.37     0.0000  0.00  -0.33312E-01   0.12564E+01    15.1046    15.1230    15.1334    15.1444    15.1760
   2021      8     13   12.00      1032.00   0.13554E+02   0.00000E+00   0.13554E+02   0.13743E+02   0.13846E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.34876E+02   0.63449E+02  -0.15174E+03  -0.84469E+02   0.41851E-02   0.33803E-05   0.23553E-02       0.19     148.30     0.0000  0.00  -0.23423E-01   0.18854E+01    13.7518    13.7743    13.7861    13.7977    13.8298
   2021      8     14   12.00      1056.00   0.12714E+02   0.00000E+00   0.12714E+02   0.12872E+02   0.12954E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.25899E+02   0.51634E+02  -0.11723E+03  -0.67281E+02   0.52391E-02   0.10607E-04   0.68969E-02       0.19     109.36     0.0000  0.00   0.61698E-01   0.26367E+01    12.8784    12.8968    12.9074    12.9164    12.9412
   2021      8     15   12.00      1080.00   0.11860E+02   0.00000E+00   0.11860E+02   0.11973E+02   0.12027E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16088E+02   0.33719E+02  -0.69679E+02  -0.45289E+02   0.75742E-02   0.47947E-04   0.23706E-01       0.19      60.58     0.0000  0.00   0.16402E+00   0.46528E+01    11.9780    11.9883    11.9949    12.0020    12.0201
   2021      8     16   12.00      1104.00   0.11328E+02   0.00000E+00   0.11328E+02   0.11415E+02   0.11459E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12739E+02   0.29587E+02  -0.56901E+02  -0.35853E+02   0.74960E-02   0.44317E-04   0.22637E-01       0.19      40.62     0.0000  0.00   0.15293E+00   0.46958E+01    11.4185    11.4267    11.4329    11.4392    11.4548
   2021      8     17   12.00      1128.00   0.10695E+02   0.00000E+00   0.10695E+02   0.10850E+02   0.10933E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14423E+02   0.41217E+02  -0.98495E+02  -0.69533E+02   0.64558E-02   0.21461E-04   0.14732E-01       0.19     122.89     0.0000  0.00   0.92945E-01   0.41822E+01    10.8575    10.8755    10.8849    10.8945    10.9230
   2021      8     18   12.00      1152.00   0.11225E+02   0.00000E+00   0.11225E+02   0.11358E+02   0.11441E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18822E+02   0.42090E+02  -0.11931E+03  -0.78731E+02   0.41075E-02   0.39851E-05   0.30909E-02       0.19     163.21     0.0000  0.00   0.35668E-01   0.18103E+01    11.3635    11.3825    11.3928    11.4023    11.4317
   2021      8     19   12.00      1176.00   0.11301E+02   0.00000E+00   0.11301E+02   0.11397E+02   0.11455E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16432E+02   0.36232E+02  -0.82418E+02  -0.53986E+02   0.58868E-02   0.25622E-04   0.13669E-01       0.19     106.96     0.0000  0.00   0.12778E+00   0.25868E+01    11.4009    11.4136    11.4208    11.4277    11.4486
   2021      8     20   12.00      1200.00   0.11513E+02   0.00000E+00   0.11513E+02   0.11621E+02   0.11682E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12958E+02   0.36735E+02  -0.84095E+02  -0.55680E+02   0.60420E-02   0.29680E-04   0.14733E-01       0.19     120.39     0.0000  0.00   0.10573E+00   0.34111E+01    11.6248    11.6384    11.6459    11.6530    11.6757
   2021      8     21   12.00      1224.00   0.12178E+02   0.00000E+00   0.12178E+02   0.12242E+02   0.12290E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.88326E+01   0.24488E+02  -0.87780E+02  -0.62517E+02   0.19976E-02   0.10746E-05   0.39777E-03       0.19     155.09     0.0000  0.00  -0.23379E-02  -0.12555E+00    12.2448    12.2543    12.2599    12.2654    12.2865
   2021      8     22   12.00      1248.00   0.12647E+02   0.00000E+00   0.12647E+02   0.12753E+02   0.12813E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15147E+02   0.37040E+02  -0.85925E+02  -0.48536E+02   0.50826E-02   0.63155E-05   0.57507E-02       0.19     117.11     0.0000  0.00   0.19488E-01  -0.29220E+01    12.7572    12.7717    12.7800    12.7863    12.8065
   2021      8     23   12.00      1272.00   0.12726E+02   0.00000E+00   0.12726E+02   0.12769E+02   0.12803E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.80938E+01   0.19103E+02  -0.43882E+02  -0.30871E+02   0.41622E-02   0.31048E-05   0.31321E-02       0.20      79.69     0.0000  0.00   0.44703E-01  -0.17250E+01    12.7701    12.7780    12.7829    12.7864    12.8021
   2021      8     24   12.00      1296.00   0.13595E+02   0.00000E+00   0.13595E+02   0.13616E+02   0.13645E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.39163E+01   0.11258E+02  -0.41192E+02  -0.32896E+02   0.17688E-02   0.40330E-06   0.61604E-04       0.20     108.52     0.0000  0.00   0.92084E-02   0.13246E+00    13.6168    13.6208    13.6230    13.6257    13.6453
   2021      8     25   12.00      1320.00   0.14178E+02   0.00000E+00   0.14178E+02   0.14314E+02   0.14385E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.19462E+02   0.45930E+02  -0.11880E+03  -0.62385E+02   0.37895E-02   0.25202E-05   0.19512E-02       0.20     166.36     0.0000  0.00  -0.30451E-01   0.14827E+01    14.3202    14.3364    14.3444    14.3522    14.3762
   2021      8     26   12.00      1344.00   0.13141E+02   0.00000E+00   0.13141E+02   0.13409E+02   0.13519E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.34766E+02   0.68664E+02  -0.15937E+03  -0.75310E+02   0.54525E-02   0.81000E-05   0.79239E-02       0.20     146.38     0.0000  0.00  -0.13614E-01   0.33604E+01    13.4241    13.4495    13.4625    13.4741    13.5026
   2021      8     27   12.00      1368.00   0.11426E+02   0.00000E+00   0.11426E+02   0.11638E+02   0.11743E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.28094E+02   0.56365E+02  -0.13993E+03  -0.78391E+02   0.51559E-02   0.71576E-05   0.65526E-02       0.20     128.62     0.0000  0.00  -0.34159E-02   0.30962E+01    11.6488    11.6739    11.6872    11.6984    11.7291
   2021      8     28   12.00      1392.00   0.10981E+02   0.00000E+00   0.10981E+02   0.11095E+02   0.11166E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16567E+02   0.33831E+02  -0.10159E+03  -0.63474E+02   0.35692E-02   0.20722E-05   0.11529E-02       0.20     110.48     0.0000  0.00   0.12428E-01   0.12073E+01    11.1000    11.1174    11.1267    11.1350    11.1595
   2021      8     29   12.00      1416.00   0.10786E+02   0.00000E+00   0.10786E+02   0.10833E+02   0.10875E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.66262E+01   0.19293E+02  -0.43730E+02  -0.38061E+02   0.48558E-02   0.32900E-05   0.36312E-02       0.20      69.23     0.0000  0.00   0.87332E-01   0.14329E+01    10.8340    10.8433    10.8500    10.8544    10.8728
   2021      8     30   12.00      1440.00   0.11688E+02   0.00000E+00   0.11688E+02   0.11713E+02   0.11746E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.35645E+01   0.15429E+02  -0.38293E+02  -0.32220E+02   0.30644E-02   0.11436E-05   0.91429E-03       0.20      85.78     0.0000  0.00   0.43044E-01   0.42703E+00    11.7131    11.7196    11.7232    11.7264    11.7461
   2021      8     31   12.00      1464.00   0.12321E+02   0.00000E+00   0.12321E+02   0.12345E+02   0.12374E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.33375E+01   0.11278E+02  -0.36512E+02  -0.27408E+02   0.16382E-02   0.29368E-06   0.37838E-04       0.20      80.88     0.0000  0.00   0.52696E-02  -0.25810E+00    12.3466    12.3509    12.3535    12.3561    12.3738
   2021      9      1   12.00      1488.00   0.13227E+02   0.00000E+00   0.13227E+02   0.13247E+02   0.13279E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.15884E+01   0.15181E+02  -0.45324E+02  -0.37114E+02   0.21525E-02   0.57531E-06   0.11051E-03       0.21     122.93     0.0000  0.00   0.53914E-02  -0.49807E+00    13.2479    13.2529    13.2555    13.2587    13.2787
   2021      9      2   12.00      1512.00   0.14669E+02   0.00000E+00   0.14669E+02   0.14697E+02   0.14723E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.28642E+01   0.16742E+02  -0.56499E+02  -0.35081E+02   0.19411E-02   0.54964E-06   0.75758E-04       0.21     135.51     0.0000  0.00   0.12468E-01  -0.28761E+00    14.6983    14.7029    14.7055    14.7085    14.7223
   2021      9      3   12.00      1536.00   0.15069E+02   0.00000E+00   0.15069E+02   0.15128E+02   0.15162E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11587E+02   0.25686E+02  -0.73289E+02  -0.32159E+02   0.28200E-02   0.14296E-05   0.64976E-03       0.21     106.69     0.0000  0.00   0.23469E-01  -0.73801E+00    15.1310    15.1395    15.1442    15.1480    15.1598
   2021      9      4   12.00      1560.00   0.14148E+02   0.00000E+00   0.14148E+02   0.14291E+02   0.14355E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.26074E+02   0.44687E+02  -0.10969E+03  -0.43966E+02   0.41364E-02   0.32548E-05   0.28104E-02       0.21      90.37     0.0000  0.00  -0.46898E-01  -0.11644E+01    14.2976    14.3138    14.3227    14.3298    14.3469
   2021      9      5   12.00      1584.00   0.12120E+02   0.00000E+00   0.12120E+02   0.12251E+02   0.12318E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.22864E+02   0.39252E+02  -0.10296E+03  -0.50925E+02   0.37664E-02   0.29271E-05   0.23907E-02       0.21      65.53     0.0000  0.00  -0.53789E-01   0.34796E+00    12.2584    12.2746    12.2837    12.2914    12.3109
   2021      9      6   12.00      1608.00   0.10791E+02   0.00000E+00   0.10791E+02   0.10913E+02   0.10977E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14830E+02   0.27449E+02  -0.80489E+02  -0.48462E+02   0.52968E-02   0.98501E-05   0.66714E-02       0.21      60.12     0.0000  0.00   0.25348E-01   0.31001E+01    10.9176    10.9329    10.9430    10.9504    10.9703
   2021      9      7   12.00      1632.00   0.10697E+02   0.00000E+00   0.10697E+02   0.10750E+02   0.10788E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.46017E+01   0.97538E+01  -0.43383E+02  -0.38164E+02   0.63309E-02   0.21325E-04   0.12926E-01       0.21      67.88     0.0000  0.00   0.21990E-01   0.44329E+01    10.7513    10.7584    10.7635    10.7690    10.7858
