   2018      7     12   12.00       264.00   0.17390E+02   0.00000E+00   0.17390E+02   0.17449E+02   0.17475E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16122E+02   0.35112E+02  -0.93044E+02  -0.10472E+03   0.17308E-02   0.46989E-05   0.16661E-03       0.16     135.44     0.0000  0.00   0.69866E-02   0.63665E+00    17.4394    17.4521    17.4553    17.4587    17.4748
   2018      7     13   12.00       288.00   0.17230E+02   0.00000E+00   0.17230E+02   0.17336E+02   0.17372E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.21963E+02   0.53495E+02  -0.12348E+03  -0.12196E+03   0.34669E-02   0.10048E-04   0.94987E-03       0.16     152.72     0.0000  0.00   0.10400E+00  -0.23305E+01    17.3180    17.3443    17.3493    17.3539    17.3699
   2018      7     14   12.00       312.00   0.16599E+02   0.00000E+00   0.16599E+02   0.16806E+02   0.16868E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.37255E+02   0.80411E+02  -0.18420E+03  -0.15468E+03   0.53361E-02   0.21029E-04   0.49675E-02       0.16     173.46     0.0000  0.00   0.24575E+00  -0.55493E+01    16.7724    16.8212    16.8303    16.8384    16.8603
   2018      7     15   12.00       336.00   0.15845E+02   0.00000E+00   0.15845E+02   0.16040E+02   0.16104E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.37730E+02   0.81726E+02  -0.20141E+03  -0.17576E+03   0.44024E-02   0.17888E-04   0.30288E-02       0.16     189.79     0.0000  0.00   0.17285E+00   0.79694E+00    16.0081    16.0541    16.0633    16.0723    16.0965
   2018      7     16   12.00       360.00   0.14742E+02   0.00000E+00   0.14742E+02   0.15021E+02   0.15099E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.47749E+02   0.10822E+03  -0.22817E+03  -0.17999E+03   0.66757E-02   0.54600E-04   0.14437E-01       0.16     174.10     0.0000  0.00  -0.18868E+00   0.11132E+02    14.9774    15.0397    15.0522    15.0624    15.0867
   2018      7     17   12.00       384.00   0.13545E+02   0.00000E+00   0.13545E+02   0.13841E+02   0.13926E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.51087E+02   0.95216E+02  -0.19597E+03  -0.16118E+03   0.11469E-01   0.35868E-03   0.10594E+00       0.16     142.60     0.0000  0.00  -0.10541E+01   0.26322E+02    13.8030    13.8570    13.8697    13.8788    13.9022
   2018      7     18   12.00       408.00   0.12704E+02   0.00000E+00   0.12704E+02   0.12976E+02   0.13055E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.50505E+02   0.87389E+02  -0.17609E+03  -0.16201E+03   0.11849E-01   0.44347E-03   0.13025E+00       0.16     146.61     0.0000  0.00  -0.28644E+00   0.39160E+02    12.9424    12.9881    13.0015    13.0109    13.0355
   2018      7     19   12.00       432.00   0.12186E+02   0.00000E+00   0.12186E+02   0.12358E+02   0.12427E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.47402E+02   0.73862E+02  -0.16235E+03  -0.17007E+03   0.86543E-02   0.20170E-03   0.48424E-01       0.16     160.06     0.0000  0.00  -0.33905E-01   0.22141E+02    12.3299    12.3681    12.3796    12.3882    12.4141
   2018      7     20   12.00       456.00   0.12047E+02   0.00000E+00   0.12047E+02   0.12168E+02   0.12223E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.28349E+02   0.43198E+02  -0.11743E+03  -0.14381E+03   0.43975E-02   0.19706E-04   0.37542E-02       0.17     140.70     0.0000  0.00  -0.13882E+00   0.47594E+01    12.1448    12.1780    12.1855    12.1918    12.2203
   2018      7     21   12.00       480.00   0.12151E+02   0.00000E+00   0.12151E+02   0.12235E+02   0.12283E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.19295E+02   0.33910E+02  -0.97168E+02  -0.12915E+03   0.31741E-02   0.11575E-04   0.18781E-02       0.17     131.72     0.0000  0.00   0.55604E-01  -0.23605E+01    12.2193    12.2411    12.2466    12.2518    12.2826
   2018      7     22   12.00       504.00   0.12336E+02   0.00000E+00   0.12336E+02   0.12416E+02   0.12462E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.23943E+02   0.34502E+02  -0.93348E+02  -0.13295E+03   0.45090E-02   0.61163E-04   0.13408E-01       0.17     144.70     0.0000  0.00  -0.33885E-01   0.51289E+01    12.4018    12.4214    12.4273    12.4330    12.4595
   2018      7     23   12.00       528.00   0.12304E+02   0.00000E+00   0.12304E+02   0.12453E+02   0.12509E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.41457E+02   0.57325E+02  -0.12974E+03  -0.14252E+03   0.10425E-01   0.34915E-03   0.79387E-01       0.17     149.34     0.0000  0.00  -0.69568E-01   0.32451E+02    12.4324    12.4605    12.4682    12.4756    12.4964
   2018      7     24   12.00       552.00   0.12361E+02   0.00000E+00   0.12361E+02   0.12448E+02   0.12497E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.22908E+02   0.35296E+02  -0.10153E+03  -0.13545E+03   0.40570E-02   0.44195E-04   0.75000E-02       0.17     151.95     0.0000  0.00   0.61559E-01   0.57990E+01    12.4326    12.4539    12.4598    12.4653    12.4956
   2018      7     25   12.00       576.00   0.12462E+02   0.00000E+00   0.12462E+02   0.12589E+02   0.12637E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.30270E+02   0.40317E+02  -0.11909E+03  -0.13717E+03   0.46050E-02   0.14052E-04   0.28005E-02       0.17     152.55     0.0000  0.00   0.14985E+00  -0.50177E+01    12.5647    12.5991    12.6066    12.6134    12.6350
   2018      7     26   12.00       600.00   0.12605E+02   0.00000E+00   0.12605E+02   0.12695E+02   0.12741E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.31407E+02   0.30822E+02  -0.97900E+02  -0.12805E+03   0.51939E-02   0.16154E-04   0.40897E-02       0.17     149.79     0.0000  0.00   0.26974E+00  -0.39164E+01    12.6765    12.7027    12.7095    12.7154    12.7400
   2018      7     27   12.00       624.00   0.13067E+02   0.00000E+00   0.13067E+02   0.13106E+02   0.13148E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.26435E+02   0.17423E+02  -0.64494E+02  -0.11381E+03   0.46270E-02   0.11164E-04   0.26016E-02       0.17     147.82     0.0000  0.00   0.24981E+00  -0.68454E-01    13.0969    13.1080    13.1120    13.1164    13.1482
   2018      7     28   12.00       648.00   0.13809E+02   0.00000E+00   0.13809E+02   0.13827E+02   0.13866E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.23434E+02   0.15304E+02  -0.55676E+02  -0.10967E+03   0.35104E-02   0.60428E-05   0.10182E-02       0.17     157.37     0.0000  0.00   0.98641E-01   0.28205E+01    13.8228    13.8275    13.8298    13.8340    13.8661
   2018      7     29   12.00       672.00   0.14578E+02   0.00000E+00   0.14578E+02   0.14604E+02   0.14642E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.23194E+02   0.19033E+02  -0.63243E+02  -0.10739E+03   0.22950E-02   0.44520E-05   0.62461E-03       0.17     162.36     0.0000  0.00  -0.28260E-01  -0.68531E+00    14.6003    14.6048    14.6071    14.6113    14.6420
   2018      7     30   12.00       696.00   0.14835E+02   0.00000E+00   0.14835E+02   0.14942E+02   0.14981E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.43536E+02   0.38766E+02  -0.10522E+03  -0.11005E+03   0.48812E-02   0.18238E-04   0.40341E-02       0.17     152.61     0.0000  0.00  -0.73717E-01  -0.72546E+01    14.9222    14.9495    14.9560    14.9615    14.9791
   2018      7     31   12.00       720.00   0.14915E+02   0.00000E+00   0.14915E+02   0.15012E+02   0.15050E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.42540E+02   0.39072E+02  -0.10747E+03  -0.10989E+03   0.44020E-02   0.13370E-04   0.29435E-02       0.17     151.60     0.0000  0.00   0.18394E+00  -0.15897E+01    14.9935    15.0201    15.0258    15.0312    15.0477
   2018      8      1   12.00       744.00   0.14728E+02   0.00000E+00   0.14728E+02   0.14871E+02   0.14920E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.54613E+02   0.53825E+02  -0.13477E+03  -0.11909E+03   0.58523E-02   0.37656E-04   0.91743E-02       0.17     152.37     0.0000  0.00   0.11445E+00   0.85279E+01    14.8454    14.8814    14.8901    14.8965    14.9150
   2018      8      2   12.00       768.00   0.14507E+02   0.00000E+00   0.14507E+02   0.14630E+02   0.14672E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.36051E+02   0.46772E+02  -0.11636E+03  -0.10427E+03   0.45655E-02   0.38849E-04   0.10130E-01       0.18     132.76     0.0000  0.00   0.75928E-01  -0.80588E+00    14.6095    14.6378    14.6447    14.6499    14.6689
   2018      8      3   12.00       792.00   0.13785E+02   0.00000E+00   0.13785E+02   0.13976E+02   0.14030E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.30373E+02   0.78546E+02  -0.14761E+03  -0.97753E+02   0.90592E-02   0.21450E-03   0.44902E-01       0.18      99.26     0.0000  0.00  -0.28373E-01  -0.22806E+02    13.9480    13.9864    13.9972    14.0044    14.0196
   2018      8      4   12.00       816.00   0.13211E+02   0.00000E+00   0.13211E+02   0.13313E+02   0.13352E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.38738E+01   0.43902E+02  -0.93504E+02  -0.83054E+02   0.53160E-02   0.87141E-04   0.16182E-01       0.18      88.26     0.0000  0.00  -0.87060E-01   0.84874E+00    13.2954    13.3195    13.3261    13.3307    13.3479
   2018      8      5   12.00       840.00   0.12872E+02   0.00000E+00   0.12872E+02   0.12992E+02   0.13033E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.13449E+01   0.54096E+02  -0.10939E+03  -0.94691E+02   0.53186E-02   0.68216E-04   0.13464E-01       0.18     100.74     0.0000  0.00  -0.43251E-01   0.56912E+01    12.9710    13.0007    13.0081    13.0134    13.0300
   2018      8      6   12.00       864.00   0.12377E+02   0.00000E+00   0.12377E+02   0.12508E+02   0.12552E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.29015E+01   0.54581E+02  -0.11986E+03  -0.10914E+03   0.42889E-02   0.25431E-04   0.45150E-02       0.18     111.51     0.0000  0.00  -0.99976E-01  -0.44895E+01    12.4843    12.5184    12.5260    12.5319    12.5502
   2018      8      7   12.00       888.00   0.12085E+02   0.00000E+00   0.12085E+02   0.12206E+02   0.12248E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.35990E+01   0.39714E+02  -0.11264E+03  -0.10858E+03   0.39197E-02   0.10574E-04   0.15323E-02       0.18     113.05     0.0000  0.00   0.11481E+00  -0.31961E+01    12.1819    12.2170    12.2238    12.2298    12.2467
   2018      8      8   12.00       912.00   0.11864E+02   0.00000E+00   0.11864E+02   0.11977E+02   0.12021E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.37225E+01   0.34406E+02  -0.98694E+02  -0.10329E+03   0.40735E-02   0.12295E-04   0.19239E-02       0.18     109.32     0.0000  0.00  -0.54840E-01  -0.50147E+01    11.9536    11.9867    11.9935    11.9991    12.0202
   2018      8      9   12.00       936.00   0.11888E+02   0.00000E+00   0.11888E+02   0.11962E+02   0.12005E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.20081E+01   0.25214E+02  -0.70212E+02  -0.91014E+02   0.41104E-02   0.11467E-04   0.20147E-02       0.18     102.69     0.0000  0.00  -0.10438E+00  -0.47510E+01    11.9459    11.9687    11.9742    11.9787    12.0054
   2018      8     10   12.00       960.00   0.12140E+02   0.00000E+00   0.12140E+02   0.12184E+02   0.12218E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.10962E+01   0.24986E+02  -0.49993E+02  -0.75809E+02   0.48934E-02   0.17185E-04   0.42462E-02       0.18      92.37     0.0000  0.00  -0.15523E+00  -0.65914E+01    12.1744    12.1866    12.1915    12.1949    12.2179
   2018      8     11   12.00       984.00   0.12322E+02   0.00000E+00   0.12322E+02   0.12380E+02   0.12413E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.30496E+01   0.36223E+02  -0.60810E+02  -0.74697E+02   0.59249E-02   0.38683E-04   0.84488E-02       0.18      91.17     0.0000  0.00  -0.12345E+00  -0.10430E+02    12.3685    12.3830    12.3891    12.3925    12.4125
   2018      8     12   12.00      1008.00   0.12253E+02   0.00000E+00   0.12253E+02   0.12354E+02   0.12394E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.64465E+01   0.55865E+02  -0.85538E+02  -0.87040E+02   0.67514E-02   0.71081E-04   0.14381E-01       0.18     100.96     0.0000  0.00  -0.56322E-02  -0.14050E+02    12.3370    12.3598    12.3680    12.3726    12.3928
   2018      8     13   12.00      1032.00   0.12203E+02   0.00000E+00   0.12203E+02   0.12281E+02   0.12321E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.51922E+01   0.53669E+02  -0.82001E+02  -0.93300E+02   0.66092E-02   0.55232E-04   0.12028E-01       0.19     111.20     0.0000  0.00   0.24661E+00  -0.10597E+02    12.2661    12.2861    12.2939    12.2981    12.3196
   2018      8     14   12.00      1056.00   0.12297E+02   0.00000E+00   0.12297E+02   0.12380E+02   0.12418E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.73397E+00   0.45988E+02  -0.78519E+02  -0.88883E+02   0.57316E-02   0.30001E-04   0.75644E-02       0.19     109.76     0.0000  0.00   0.12550E+00  -0.82707E+01    12.3639    12.3857    12.3930    12.3971    12.4169
   2018      8     15   12.00      1080.00   0.12341E+02   0.00000E+00   0.12341E+02   0.12411E+02   0.12447E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11811E+01   0.34827E+02  -0.74558E+02  -0.82293E+02   0.30496E-02   0.13423E-04   0.21805E-02       0.19     102.00     0.0000  0.00  -0.10903E-01  -0.10424E+01    12.3974    12.4161    12.4209    12.4249    12.4471
   2018      8     16   12.00      1104.00   0.12275E+02   0.00000E+00   0.12275E+02   0.12340E+02   0.12375E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10828E+01   0.32054E+02  -0.66779E+02  -0.77022E+02   0.28549E-02   0.99804E-05   0.16110E-02       0.19      93.16     0.0000  0.00   0.70194E-01   0.31417E+01    12.3269    12.3452    12.3497    12.3537    12.3748
   2018      8     17   12.00      1128.00   0.12619E+02   0.00000E+00   0.12619E+02   0.12627E+02   0.12653E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.26022E+00   0.97036E+01  -0.27542E+02  -0.56175E+02   0.28509E-02   0.29930E-05   0.13399E-02       0.19      82.38     0.0000  0.00   0.12005E+00  -0.11172E+01    12.6256    12.6275    12.6288    12.6315    12.6532
   2018      8     18   12.00      1152.00   0.13135E+02   0.00000E+00   0.13135E+02   0.13121E+02   0.13143E+02   0.00000E+00   0.00000E+00   0.00000E+00  -0.73938E+00   0.49209E+01  -0.20122E+02  -0.60385E+02   0.51430E-02   0.73156E-05   0.42249E-02       0.19      99.38     0.0000  0.00   0.27640E+00  -0.38698E+01    13.1259    13.1186    13.1172    13.1197    13.1417
   2018      8     19   12.00      1176.00   0.13746E+02   0.00000E+00   0.13746E+02   0.13761E+02   0.13792E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.30351E+01   0.14754E+02  -0.44388E+02  -0.75605E+02   0.40268E-02   0.57760E-05   0.16699E-02       0.19     124.65     0.0000  0.00   0.11683E+00  -0.38998E+01    13.7587    13.7615    13.7628    13.7663    13.7915
   2018      8     20   12.00      1200.00   0.14149E+02   0.00000E+00   0.14149E+02   0.14195E+02   0.14231E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.86473E+01   0.23439E+02  -0.65054E+02  -0.85334E+02   0.42000E-02   0.95181E-05   0.18676E-02       0.19     135.56     0.0000  0.00   0.15434E+00  -0.33038E+01    14.1843    14.1985    14.2021    14.2059    14.2308
   2018      8     21   12.00      1224.00   0.14481E+02   0.00000E+00   0.14481E+02   0.14535E+02   0.14567E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.11413E+02   0.23604E+02  -0.68153E+02  -0.71720E+02   0.36243E-02   0.11143E-04   0.19983E-02       0.19     117.11     0.0000  0.00   0.52609E-01   0.27290E+01    14.5239    14.5396    14.5433    14.5466    14.5672
   2018      8     22   12.00      1248.00   0.14146E+02   0.00000E+00   0.14146E+02   0.14262E+02   0.14297E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.24713E+02   0.46744E+02  -0.98818E+02  -0.62098E+02   0.81546E-02   0.15483E-03   0.28637E-01       0.19      81.33     0.0000  0.00  -0.31699E+00   0.17761E+02    14.2437    14.2687    14.2763    14.2808    14.2930
   2018      8     23   12.00      1272.00   0.13524E+02   0.00000E+00   0.13524E+02   0.13643E+02   0.13678E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.26609E+02   0.43127E+02  -0.91432E+02  -0.53371E+02   0.90978E-02   0.19912E-03   0.41438E-01       0.20      60.06     0.0000  0.00  -0.56574E+00   0.19211E+02    13.6257    13.6502    13.6572    13.6615    13.6713
   2018      8     24   12.00      1296.00   0.13174E+02   0.00000E+00   0.13174E+02   0.13231E+02   0.13261E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.12968E+02   0.22933E+02  -0.56876E+02  -0.55432E+02   0.40936E-02   0.23338E-04   0.45131E-02       0.20      70.88     0.0000  0.00   0.35045E-03   0.26457E+01    13.2194    13.2359    13.2403    13.2434    13.2603
   2018      8     25   12.00      1320.00   0.13123E+02   0.00000E+00   0.13123E+02   0.13209E+02   0.13244E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17317E+02   0.33080E+02  -0.80736E+02  -0.84215E+02   0.55266E-02   0.25468E-04   0.63959E-02       0.20     109.60     0.0000  0.00   0.17167E+00  -0.69495E+01    13.1920    13.2147    13.2216    13.2259    13.2430
   2018      8     26   12.00      1344.00   0.12953E+02   0.00000E+00   0.12953E+02   0.13095E+02   0.13143E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.23550E+02   0.55811E+02  -0.11539E+03  -0.98203E+02   0.67527E-02   0.72256E-04   0.14326E-01       0.20     118.98     0.0000  0.00  -0.17581E-01  -0.13889E+02    13.0712    13.1036    13.1136    13.1182    13.1387
   2018      8     27   12.00      1368.00   0.12762E+02   0.00000E+00   0.12762E+02   0.12834E+02   0.12869E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14637E+02   0.30826E+02  -0.76338E+02  -0.77301E+02   0.34476E-02   0.19756E-04   0.35236E-02       0.20      94.81     0.0000  0.00   0.11560E-01  -0.29846E+00    12.8197    12.8393    12.8446    12.8485    12.8684
   2018      8     28   12.00      1392.00   0.12503E+02   0.00000E+00   0.12503E+02   0.12600E+02   0.12635E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.23784E+02   0.32389E+02  -0.78037E+02  -0.60804E+02   0.70267E-02   0.78491E-04   0.15847E-01       0.20      65.31     0.0000  0.00  -0.19944E+00   0.13765E+02    12.5826    12.6055    12.6134    12.6184    12.6333
   2018      8     29   12.00      1416.00   0.12202E+02   0.00000E+00   0.12202E+02   0.12288E+02   0.12323E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17658E+02   0.27588E+02  -0.68665E+02  -0.65171E+02   0.56217E-02   0.32759E-04   0.71019E-02       0.20      72.32     0.0000  0.00  -0.67246E-01   0.92366E+01    12.2723    12.2940    12.3015    12.3052    12.3225
   2018      8     30   12.00      1440.00   0.12235E+02   0.00000E+00   0.12235E+02   0.12293E+02   0.12331E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.10981E+02   0.20984E+02  -0.68436E+02  -0.86374E+02   0.33995E-02   0.95920E-05   0.13340E-02       0.20     109.40     0.0000  0.00   0.96885E-01   0.62712E+00    12.2804    12.2981    12.3025    12.3066    12.3312
   2018      8     31   12.00      1464.00   0.12294E+02   0.00000E+00   0.12294E+02   0.12397E+02   0.12437E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.17246E+02   0.31382E+02  -0.92552E+02  -0.96919E+02   0.46086E-02   0.14840E-04   0.31040E-02       0.20     120.00     0.0000  0.00   0.10139E-01  -0.63060E+01    12.3762    12.4048    12.4119    12.4172    12.4357
   2018      9      1   12.00      1488.00   0.12174E+02   0.00000E+00   0.12174E+02   0.12274E+02   0.12315E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18046E+02   0.30312E+02  -0.87561E+02  -0.79471E+02   0.37763E-02   0.11227E-04   0.14898E-02       0.21      92.61     0.0000  0.00   0.35865E-01  -0.36445E+01    12.2538    12.2830    12.2886    12.2930    12.3146
   2018      9      2   12.00      1512.00   0.11952E+02   0.00000E+00   0.11952E+02   0.12018E+02   0.12051E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.14696E+02   0.21785E+02  -0.70139E+02  -0.67022E+02   0.25970E-02   0.62949E-05   0.54428E-03       0.21      74.93     0.0000  0.00   0.38656E-01   0.56696E+00    12.0047    12.0236    12.0277    12.0314    12.0503
   2018      9      3   12.00      1536.00   0.11655E+02   0.00000E+00   0.11655E+02   0.11769E+02   0.11810E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.21840E+02   0.34142E+02  -0.89895E+02  -0.79077E+02   0.46226E-02   0.15416E-04   0.31002E-02       0.21      84.75     0.0000  0.00  -0.70867E-01   0.62734E+01    11.7460    11.7786    11.7862    11.7910    11.8086
   2018      9      4   12.00      1560.00   0.11454E+02   0.00000E+00   0.11454E+02   0.11544E+02   0.11584E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.16473E+02   0.27665E+02  -0.79015E+02  -0.78908E+02   0.40752E-02   0.11079E-04   0.19287E-02       0.21      87.40     0.0000  0.00   0.11736E+00   0.34893E+01    11.5243    11.5525    11.5585    11.5629    11.5841
   2018      9      5   12.00      1584.00   0.11227E+02   0.00000E+00   0.11227E+02   0.11322E+02   0.11360E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.19030E+02   0.27958E+02  -0.76880E+02  -0.68157E+02   0.59098E-02   0.28935E-04   0.75953E-02       0.21      68.98     0.0000  0.00   0.33415E+00  -0.49234E+01    11.3018    11.3291    11.3371    11.3413    11.3595
   2018      9      6   12.00      1608.00   0.10895E+02   0.00000E+00   0.10895E+02   0.10992E+02   0.11032E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.18547E+02   0.29912E+02  -0.75645E+02  -0.67823E+02   0.68609E-02   0.67045E-04   0.15173E-01       0.21      65.39     0.0000  0.00   0.58174E-01  -0.13756E+02    10.9742    10.9986    11.0073    11.0127    11.0303
   2018      9      7   12.00      1632.00   0.10787E+02   0.00000E+00   0.10787E+02   0.10846E+02   0.10882E+02   0.00000E+00   0.00000E+00   0.00000E+00   0.93658E+01   0.20908E+02  -0.57804E+02  -0.70339E+02   0.33842E-02   0.17874E-04   0.30654E-02       0.21      76.93     0.0000  0.00   0.32823E-03  -0.15414E+01    10.8341    10.8508    10.8558    10.8597    10.8823
