   2000     10     14   12.00       312.00   0.20987E+01   0.00000E+00   0.20987E+01   0.28592E+01   0.34925E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.87018E+01   0.84501E+01  -0.60631E+02   0.29797E+01   0.27843E-02   0.12444E-10   0.27464E-03       0.10      62.51     0.0000  0.00   0.99917E-01   0.99293E+00     2.1461     3.1482     3.4921     3.4903     3.4723
   2000     10     15   12.00       336.00   0.17250E+01   0.00000E+00   0.17250E+01   0.26619E+01   0.35116E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.72084E+01   0.70850E+01  -0.54756E+02   0.31567E+01   0.27419E-02   0.26123E-10   0.26420E-03       0.10      59.09     0.0000  0.00   0.95274E-01   0.11371E+01     1.7668     2.9934     3.5112     3.5094     3.4904
   2000     10     16   12.00       360.00   0.14668E+01   0.00000E+00   0.14668E+01   0.25022E+01   0.35164E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.59425E+01   0.66488E+01  -0.49210E+02   0.31060E+01   0.29887E-02   0.16459E-10   0.35888E-03       0.11      55.12     0.0000  0.00   0.11498E+00   0.13674E+01     1.5010     2.8181     3.5160     3.5142     3.4950
   2000     10     17   12.00       384.00   0.12777E+01   0.00000E+00   0.12777E+01   0.23785E+01   0.35092E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.49360E+01   0.51342E+01  -0.44511E+02   0.29518E+01   0.29645E-02   0.33146E-11   0.45106E-03       0.11      53.52     0.0000  0.00   0.11499E+00   0.12428E+01     1.3197     2.6441     3.5089     3.5072     3.4884
   2000     10     18   12.00       408.00   0.11621E+01   0.00000E+00   0.11621E+01   0.22646E+01   0.34938E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.54603E+01   0.68118E+01  -0.45114E+02   0.27914E+01   0.35978E-02   0.30902E-11   0.94342E-03       0.11      51.83     0.0000  0.00   0.17391E+00   0.14043E+01     1.2036     2.4251     3.4929     3.4919     3.4739
   2000     10     19   12.00       432.00   0.10376E+01   0.00000E+00   0.10376E+01   0.21376E+01   0.34711E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.54010E+01   0.54570E+01  -0.44020E+02   0.26050E+01   0.34053E-02   0.80892E-12   0.77355E-03       0.11      50.17     0.0000  0.00   0.15892E+00   0.11633E+01     1.0810     2.1438     3.4657     3.4693     3.4522
   2000     10     20   12.00       456.00   0.83798E+00   0.00000E+00   0.83798E+00   0.20108E+01   0.34394E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.42407E+01   0.43413E+01  -0.41945E+02   0.24190E+01   0.28287E-02   0.30105E-13   0.28774E-03       0.11      47.13     0.0000  0.00   0.10423E+00   0.10407E+01     0.8682     2.0195     3.4226     3.4378     3.4216
   2000     10     21   12.00       480.00   0.54502E+00   0.00000E+00   0.54502E+00   0.18724E+01   0.34016E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.45823E+01   0.40721E+01  -0.43259E+02   0.22222E+01   0.29507E-02   0.50787E-14   0.37689E-03       0.11      45.77     0.0000  0.00   0.11159E+00   0.12897E+01     0.5793     1.9772     3.3743     3.4001     3.3850
   2000     10     22   12.00       504.00   0.19003E+00   0.00000E+00   0.19003E+00   0.16962E+01   0.33619E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.60619E+01   0.46738E+01  -0.46420E+02   0.20609E+01   0.33258E-02   0.31764E-14   0.75055E-03       0.11      44.59     0.0000  0.00   0.14279E+00   0.15485E+01     0.2426     1.8807     3.3295     3.3605     3.3465
   2000     10     23   12.00       528.00  -0.14671E-01   0.00000E+00  -0.14671E-01   0.15502E+01   0.33226E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.92467E+01   0.67121E+01  -0.54686E+02   0.19162E+01   0.35002E-02   0.48973E-14   0.69286E-03       0.12      44.50     0.0000  0.00   0.16127E+00   0.10653E+01     0.0184     1.7420     3.2882     3.3213     3.3082
   2000     10     24   12.00       552.00  -0.37104E-01   0.00000E+00  -0.37104E-01   0.14961E+01   0.32853E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.12011E+02   0.83545E+01  -0.62238E+02   0.17922E+01   0.33979E-02   0.68603E-14   0.73755E-03       0.12      44.81     0.0000  0.00   0.15895E+00   0.81978E+00     0.0166     1.6063     3.2479     3.2841     3.2718
   2000     10     25   12.00       576.00  -0.40085E-01   0.00000E+00  -0.40085E-01   0.14630E+01   0.32505E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.14356E+02   0.90213E+01  -0.69372E+02   0.16685E+01   0.31991E-02   0.39551E-14   0.53835E-03       0.12      46.34     0.0000  0.00   0.14277E+00  -0.45554E-01     0.0142     1.5237     3.2065     3.2493     3.2378
   2000     10     26   12.00       600.00  -0.22326E-01   0.00000E+00  -0.22326E-01   0.14201E+01   0.32193E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.22935E+02   0.14899E+02  -0.90860E+02   0.15460E+01   0.39501E-02   0.98593E-14   0.99769E-03       0.12      49.20     0.0000  0.00   0.18999E+00  -0.18106E+01     0.0173     1.4083     3.1669     3.2182     3.2074
   2000     10     27   12.00       624.00  -0.16328E+01   0.00000E+00  -0.65565E-08   0.13300E+01   0.31822E+01   0.00000E+00  -0.16328E+01   0.00000E+00   0.31760E+02   0.21319E+02  -0.10591E+03   0.17012E+01   0.63369E-02   0.38659E-12   0.48405E-02       0.40      50.79     0.0000  0.00   0.22785E+00  -0.25430E+01     0.0282     1.0446     3.1383     3.1811     3.1698
   2000     10     28   12.00       648.00  -0.25418E+01   0.00000E+00  -0.66285E-08   0.12319E+01   0.31459E+01   0.00000E+00  -0.25418E+01   0.00000E+00   0.36012E+02   0.24947E+02  -0.11379E+03   0.16190E+01   0.75171E-02   0.80814E-12   0.57453E-02       0.40      50.32     0.0000  0.00   0.21661E+00  -0.25424E+01     0.0237     0.6787     3.0755     3.1448     3.1341
   2000     10     29   12.00       672.00  -0.33844E+01   0.00000E+00  -0.67466E-08   0.11626E+01   0.31061E+01   0.00000E+00  -0.33844E+01   0.00000E+00   0.36172E+02   0.22517E+02  -0.11152E+03   0.15176E+01   0.83567E-02   0.40420E-12   0.49624E-02       0.40      48.31     0.0000  0.00   0.16240E+00  -0.17851E+01     0.0224     0.4860     2.9774     3.1051     3.0949
   2000     10     30   12.00       696.00  -0.39627E+01   0.00000E+00  -0.68857E-08   0.11639E+01   0.30609E+01   0.00000E+00  -0.39627E+01   0.00000E+00   0.31327E+02   0.19511E+02  -0.10367E+03   0.13804E+01   0.79561E-02   0.43055E-15   0.16006E-02       0.40      46.87     0.0000  0.00   0.59366E-01  -0.56494E+00     0.0183     0.6253     2.8874     3.0600     3.0505
   2000     10     31   12.00       720.00  -0.44205E+01   0.00000E+00  -0.88861E-08   0.12973E+01   0.30111E+01   0.00000E+00  -0.44205E+01   0.00000E+00   0.27442E+02   0.17114E+02  -0.97389E+02   0.12491E+01   0.79378E-02   0.62409E-24   0.41087E-13       0.40      45.18     0.0000  0.00  -0.12964E-11  -0.87678E-10     0.2309     0.9125     2.8288     3.0103     3.0015
   2000     11      1   12.00       744.00  -0.78173E+01   0.00000E+00  -0.10036E-07   0.13202E+01   0.29231E+01   0.00000E+00  -0.66031E+00  -0.78173E+01  -0.10553E+02  -0.43019E+01  -0.37979E+02   0.12071E+01   0.80265E-02   0.14739E-42   0.20979E-29       0.85      43.08     0.0000  0.00  -0.32336E-28  -0.37948E-26     0.2865     1.0279     2.7275     2.9223     2.9139
   2000     11      2   12.00       768.00  -0.77937E+01   0.00000E+00  -0.10363E-07   0.13128E+01   0.28323E+01   0.00000E+00  -0.34863E+00  -0.77937E+01  -0.98805E+01  -0.56111E+01  -0.37342E+02   0.96091E+00   0.76261E-02   0.46961E-61   0.19663E-45       0.85      40.82     0.0000  0.00  -0.30103E-44  -0.35572E-42     0.2976     1.0882     2.6266     2.8317     2.8247
   2000     11      3   12.00       792.00  -0.77097E+01   0.00000E+00  -0.10471E-07   0.12969E+01   0.27435E+01   0.00000E+00  -0.29911E+00  -0.77097E+01  -0.10116E+02  -0.61865E+01  -0.36531E+02   0.76259E+00   0.67464E-02   0.88418E-77   0.18671E-61       0.85      39.89     0.0000  0.00  -0.28584E-60  -0.33778E-58     0.2955     1.1275     2.5337     2.7430     2.7371
   2000     11      4   12.00       816.00  -0.78417E+01   0.00000E+00  -0.10550E-07   0.12784E+01   0.26573E+01   0.00000E+00  -0.26109E+00  -0.78417E+01  -0.14120E+02  -0.49791E+01  -0.33734E+02   0.59901E+00   0.59819E-02   0.61486E-93   0.17756E-77       0.85      37.88     0.0000  0.00  -0.27183E-76  -0.32122E-74     0.2914     1.1550     2.4488     2.6568     2.6520
   2000     11      5   12.00       840.00  -0.80864E+01   0.00000E+00  -0.10663E-07   0.12586E+01   0.25739E+01   0.00000E+00  -0.81334E-02  -0.80864E+01  -0.20968E+02  -0.30033E+01  -0.28862E+02   0.46265E+00   0.57826E-02   0.47592-109   0.16856E-93       0.85      34.55     0.0000  0.00  -0.25805E-92  -0.30494E-90     0.2869     1.1741     2.3707     2.5734     2.5695
   2000     11      6   12.00       864.00  -0.78404E+01   0.00000E+00  -0.10767E-07   0.12380E+01   0.24934E+01   0.00000E+00  -0.74738E-02  -0.78404E+01  -0.25346E+02  -0.14283E+01  -0.26059E+02   0.34877E+00   0.57335E-02   0.38392-125   0.16008-109       0.85      30.25     0.0000  0.00  -0.24507-108  -0.28960-106     0.2826     1.1865     2.2980     2.4930     2.4899
   2000     11      7   12.00       888.00  -0.71045E+01   0.00000E+00  -0.10854E-07   0.12170E+01   0.24160E+01   0.00000E+00  -0.69105E-02  -0.71045E+01  -0.27299E+02  -0.12965E+01  -0.24238E+02   0.25261E+00   0.58142E-02   0.32119-141   0.15215-125       0.85      26.44     0.0000  0.00  -0.23294-124  -0.27526-122     0.2791     1.1936     2.2297     2.4157     2.4132
   2000     11      8   12.00       912.00  -0.64104E+01   0.00000E+00  -0.10920E-07   0.11960E+01   0.23416E+01   0.00000E+00  -0.60263E-02  -0.64104E+01  -0.27280E+02  -0.17216E+01  -0.23831E+02   0.17085E+00   0.53917E-02   0.28619-157   0.14477-141       0.85      23.82     0.0000  0.00  -0.22163-140  -0.26190-138     0.2767     1.1967     2.1652     2.3413     2.3395
   2000     11      9   12.00       936.00  -0.59121E+01   0.00000E+00  -0.10967E-07   0.11752E+01   0.22700E+01   0.00000E+00  -0.57750E-02  -0.59121E+01  -0.28570E+02  -0.19121E+01  -0.22351E+02   0.10136E+00   0.54473E-02   0.00000E+00   0.13788-157       0.85      21.97     0.0000  0.00  -0.21109-156  -0.24945-154     0.2753     1.1965     2.1042     2.2697     2.2685
   2000     11     10   12.00       960.00  -0.55502E+01   0.00000E+00  -0.11007E-07   0.11547E+01   0.22012E+01   0.00000E+00  -0.56010E-02  -0.55502E+01  -0.28342E+02  -0.25872E+01  -0.21904E+02   0.42277E-01   0.55529E-02   0.00000E+00   0.13138-173       0.85      20.28     0.0000  0.00  -0.20114-172  -0.23768-170     0.2749     1.1938     2.0463     2.2009     2.2002
   2000     11     11   12.00       984.00  -0.54488E+01   0.00000E+00  -0.11045E-07   0.11346E+01   0.21350E+01   0.00000E+00  -0.55553E-02  -0.54488E+01  -0.27009E+02  -0.30646E+01  -0.22760E+02  -0.70861E-02   0.51564E-02   0.00000E+00   0.12520-189       0.85      18.41     0.0000  0.00  -0.19168-188  -0.22650-186     0.2752     1.1891     1.9911     2.1347     2.1344
   2000     11     12   12.00      1008.00  -0.55356E+01   0.00000E+00  -0.11091E-07   0.11148E+01   0.20712E+01   0.00000E+00  -0.55704E-02  -0.55356E+01  -0.25478E+02  -0.45713E+01  -0.22784E+02  -0.48861E-01   0.46586E-02   0.00000E+00   0.11928-205       0.85      18.20     0.0000  0.00  -0.18262-204  -0.21579-202     0.2759     1.1828     1.9383     2.0710     2.0711
   2000     11     13   12.00      1032.00  -0.55308E+01   0.00000E+00  -0.11140E-07   0.10954E+01   0.20102E+01   0.00000E+00  -0.54652E-02  -0.55308E+01  -0.23510E+02  -0.44726E+01  -0.24851E+02  -0.83298E-01   0.41691E-02   0.00000E+00   0.11363-221       0.85      17.61     0.0000  0.00  -0.17396-220  -0.20557-218     0.2770     1.1751     1.8878     2.0097     2.0102
   2000     11     14   12.00      1056.00  -0.50692E+01   0.00000E+00  -0.11182E-07   0.10762E+01   0.19515E+01   0.00000E+00  -0.50812E-02  -0.50692E+01  -0.23191E+02  -0.49109E+01  -0.24731E+02  -0.11148E+00   0.46890E-02   0.00000E+00   0.10828-237       0.85      16.98     0.0000  0.00  -0.16578-236  -0.19590-234     0.2780     1.1662     1.8391     1.9506     1.9515
   2000     11     15   12.00      1080.00  -0.49392E+01   0.00000E+00  -0.11205E-07   0.10572E+01   0.18950E+01   0.00000E+00  -0.46715E-02  -0.49392E+01  -0.21338E+02  -0.46916E+01  -0.26803E+02  -0.13429E+00   0.45332E-02   0.00000E+00   0.10330-253       0.85      15.93     0.0000  0.00  -0.15815-252  -0.18688-250     0.2790     1.1562     1.7921     1.8938     1.8950
   2000     11     16   12.00      1104.00  -0.49484E+01   0.00000E+00  -0.11222E-07   0.10385E+01   0.18406E+01   0.00000E+00  -0.46555E-02  -0.49484E+01  -0.20668E+02  -0.47207E+01  -0.27444E+02  -0.15263E+00   0.45279E-02   0.00000E+00   0.98573-270       0.85      15.96     0.0000  0.00  -0.15091-268  -0.17833-266     0.2799     1.1454     1.7466     1.8392     1.8406
   2000     11     17   12.00      1128.00  -0.51499E+01   0.00000E+00  -0.11246E-07   0.10200E+01   0.17881E+01   0.00000E+00  -0.47588E-02  -0.51499E+01  -0.20166E+02  -0.60274E+01  -0.26640E+02  -0.16728E+00   0.48072E-02   0.00000E+00   0.94045-286       0.85      16.46     0.0000  0.00  -0.14398-284  -0.17014-282     0.2807     1.1339     1.7026     1.7865     1.7881
   2000     11     18   12.00      1152.00  -0.59460E+01   0.00000E+00  -0.11278E-07   0.10018E+01   0.17375E+01   0.00000E+00  -0.49873E-02  -0.59460E+01  -0.20529E+02  -0.62320E+01  -0.26072E+02  -0.17879E+00   0.54573E-02   0.00000E+00   0.89701-302       0.85      17.43     0.0000  0.00  -0.13733-300  -0.16228-298     0.2813     1.1218     1.6601     1.7358     1.7375
   2000     11     19   12.00      1176.00  -0.70323E+01   0.00000E+00  -0.11330E-07   0.98382E+00   0.16887E+01   0.00000E+00  -0.55585E-02  -0.70323E+01  -0.19592E+02  -0.68623E+01  -0.26379E+02  -0.18744E+00   0.59993E-02   0.00000E+00   0.85446-318       0.85      17.96     0.0000  0.00  -0.13071-316  -0.15462-314     0.2817     1.1093     1.6188     1.6868     1.6887
   2000     11     20   12.00      1200.00  -0.76231E+01   0.00000E+00  -0.11405E-07   0.96617E+00   0.16416E+01   0.00000E+00  -0.55616E-02  -0.76231E+01  -0.16446E+02  -0.77956E+01  -0.28592E+02  -0.19355E+00   0.64113E-02   0.00000E+00   0.49407-323       0.85      17.82     0.0000  0.00   0.18774-320  -0.76308-319     0.2821     1.0964     1.5789     1.6396     1.6416
   2000     11     21   12.00      1224.00  -0.79589E+01   0.00000E+00  -0.11482E-07   0.94873E+00   0.15962E+01   0.00000E+00  -0.55879E-02  -0.79589E+01  -0.12391E+02  -0.88043E+01  -0.31638E+02  -0.19756E+00   0.63334E-02   0.00000E+00   0.49407-323       0.85      17.49     0.0000  0.00   0.18330-320  -0.75424-319     0.2821     1.0831     1.5400     1.5941     1.5962
   2000     11     22   12.00      1248.00  -0.80905E+01   0.00000E+00  -0.11551E-07   0.93148E+00   0.15523E+01   0.00000E+00  -0.52891E-02  -0.80905E+01  -0.83970E+01  -0.98346E+01  -0.34602E+02  -0.19914E+00   0.59950E-02   0.00000E+00   0.49407-323       0.85      17.00     0.0000  0.00   0.17391-320  -0.73547-319     0.2819     1.0696     1.5022     1.5502     1.5523
   2000     11     23   12.00      1272.00  -0.81812E+01   0.00000E+00  -0.11613E-07   0.91444E+00   0.15099E+01   0.00000E+00  -0.51872E-02  -0.81812E+01  -0.57743E+01  -0.86777E+01  -0.38381E+02  -0.19888E+00   0.49999E-02   0.00000E+00   0.49407-323       0.85      16.46     0.0000  0.00   0.17391-320  -0.73547-319     0.2815     1.0557     1.4654     1.5079     1.5099
   2000     11     24   12.00      1296.00  -0.77928E+01   0.00000E+00  -0.11661E-07   0.89758E+00   0.14691E+01   0.00000E+00  -0.47524E-02  -0.77928E+01  -0.24184E+01  -0.86075E+01  -0.41807E+02  -0.19733E+00   0.48290E-02   0.00000E+00   0.49407-323       0.85      15.81     0.0000  0.00   0.17391-320  -0.73547-319     0.2808     1.0416     1.4296     1.4671     1.4691
   2000     11     25   12.00      1320.00  -0.73115E+01   0.00000E+00  -0.11692E-07   0.88091E+00   0.14296E+01   0.00000E+00  -0.43537E-02  -0.73115E+01   0.74198E-01  -0.86256E+01  -0.44282E+02  -0.19473E+00   0.47227E-02   0.00000E+00   0.49407-323       0.85      15.29     0.0000  0.00   0.16897-320  -0.72544-319     0.2799     1.0272     1.3947     1.4276     1.4296
   2000     11     26   12.00      1344.00  -0.70671E+01   0.00000E+00  -0.11702E-07   0.86442E+00   0.13913E+01   0.00000E+00  -0.40080E-02  -0.70671E+01  -0.65690E+00  -0.87544E+01  -0.43422E+02  -0.19141E+00   0.46053E-02   0.00000E+00   0.49407-323       0.85      14.69     0.0000  0.00   0.15909-320  -0.70548-319     0.2786     1.0127     1.3607     1.3895     1.3913
   2000     11     27   12.00      1368.00  -0.72448E+01   0.00000E+00  -0.11705E-07   0.84815E+00   0.13544E+01   0.00000E+00  -0.39089E-02  -0.72448E+01  -0.44606E+01  -0.84966E+01  -0.39876E+02  -0.18682E+00   0.45624E-02   0.00000E+00   0.49407-323       0.85      14.15     0.0000  0.00   0.14427-320  -0.67593-319     0.2772     0.9980     1.3275     1.3526     1.3544
   2000     11     28   12.00      1392.00  -0.77803E+01   0.00000E+00  -0.11712E-07   0.83210E+00   0.13187E+01   0.00000E+00  -0.40484E-02  -0.77803E+01  -0.98345E+01  -0.70800E+01  -0.35919E+02  -0.18121E+00   0.45367E-02   0.00000E+00   0.49407-323       0.85      13.63     0.0000  0.00   0.15909-320  -0.70523-319     0.2757     0.9832     1.2952     1.3170     1.3187
   2000     11     29   12.00      1416.00  -0.78755E+01   0.00000E+00  -0.11731E-07   0.81629E+00   0.12842E+01   0.00000E+00  -0.41018E-02  -0.78755E+01  -0.12936E+02  -0.58057E+01  -0.34092E+02  -0.17514E+00   0.46715E-02   0.00000E+00   0.49407-323       0.85      13.10     0.0000  0.00   0.15909-320  -0.70523-319     0.2740     0.9684     1.2638     1.2826     1.2842
   2000     11     30   12.00      1440.00  -0.71993E+01   0.00000E+00  -0.11750E-07   0.80071E+00   0.12508E+01   0.00000E+00  -0.39607E-02  -0.71993E+01  -0.11816E+02  -0.66745E+01  -0.34343E+02  -0.16885E+00   0.46617E-02   0.00000E+00   0.49407-323       0.85      12.12     0.0000  0.00   0.15365-320  -0.69505-319     0.2721     0.9536     1.2331     1.2493     1.2508
   2000     12      1   12.00      1464.00  -0.60094E+01   0.00000E+00  -0.11753E-07   0.78532E+00   0.12185E+01   0.00000E+00  -0.34610E-02  -0.60094E+01  -0.10886E+02  -0.70203E+01  -0.34927E+02  -0.16246E+00   0.56174E-02   0.00000E+00   0.49407-323       0.85      11.02     0.0000  0.00   0.14871-320  -0.68473-319     0.2700     0.9387     1.2032     1.2170     1.2185
   2000     12      2   12.00      1488.00  -0.50925E+01   0.00000E+00  -0.11729E-07   0.77010E+00   0.11871E+01   0.00000E+00  -0.27877E-02  -0.50925E+01  -0.10853E+02  -0.73671E+01  -0.34613E+02  -0.15544E+00   0.63627E-02   0.00000E+00   0.49407-323       0.85      10.00     0.0000  0.00   0.13883-320  -0.66467-319     0.2678     0.9237     1.1740     1.1858     1.1871
   2000     12      3   12.00      1512.00  -0.45396E+01   0.00000E+00  -0.11679E-07   0.75506E+00   0.11568E+01   0.00000E+00  -0.24805E-02  -0.45396E+01  -0.10887E+02  -0.70363E+01  -0.34910E+02  -0.14796E+00   0.72097E-02   0.00000E+00   0.49407-323       0.85       9.41     0.0000  0.00   0.14377-320  -0.67455-319     0.2653     0.9087     1.1456     1.1556     1.1568
   2000     12      4   12.00      1536.00  -0.44625E+01   0.00000E+00  -0.11620E-07   0.74024E+00   0.11274E+01   0.00000E+00  -0.23080E-02  -0.44625E+01  -0.98132E+01  -0.77085E+01  -0.35312E+02  -0.14047E+00   0.67901E-02   0.00000E+00   0.49407-323       0.85       9.11     0.0000  0.00   0.14377-320  -0.67455-319     0.2627     0.8937     1.1179     1.1263     1.1274
   2000     12      5   12.00      1560.00  -0.46275E+01   0.00000E+00  -0.11563E-07   0.72563E+00   0.10990E+01   0.00000E+00  -0.23332E-02  -0.46275E+01  -0.91066E+01  -0.75302E+01  -0.36197E+02  -0.13315E+00   0.57461E-02   0.00000E+00   0.49407-323       0.85       8.92     0.0000  0.00   0.13340-320  -0.65439-319     0.2601     0.8787     1.0908     1.0979     1.0990
   2000     12      6   12.00      1584.00  -0.47940E+01   0.00000E+00  -0.11514E-07   0.71126E+00   0.10713E+01   0.00000E+00  -0.23822E-02  -0.47940E+01  -0.87839E+01  -0.73825E+01  -0.36667E+02  -0.12608E+00   0.50551E-02   0.00000E+00   0.49407-323       0.85       8.57     0.0000  0.00   0.13340-320  -0.65439-319     0.2573     0.8638     1.0645     1.0704     1.0713
   2000     12      7   12.00      1608.00  -0.47639E+01   0.00000E+00  -0.11473E-07   0.69713E+00   0.10445E+01   0.00000E+00  -0.24267E-02  -0.47639E+01  -0.84128E+01  -0.70406E+01  -0.37380E+02  -0.11895E+00   0.50336E-02   0.00000E+00   0.49407-323       0.85       8.12     0.0000  0.00   0.12302-320  -0.63359-319     0.2545     0.8490     1.0388     1.0436     1.0445
