   2000     10     28   12.00       648.00  -0.23391E+01   0.00000E+00  -0.66724E-08   0.95483E+00   0.36136E+01   0.00000E+00  -0.23391E+01   0.00000E+00   0.19275E+02   0.14500E+02  -0.89342E+02   0.74232E+00   0.31965E-02   0.84073E-25   0.19225E-03       0.40      40.50     0.0000  0.00   0.90265E-02   0.22726E+00     0.0196     0.8028     2.9590     3.6099     3.6080
   2000     10     29   12.00       672.00  -0.29272E+01   0.00000E+00  -0.70180E-08   0.10887E+01   0.35329E+01   0.00000E+00  -0.29272E+01   0.00000E+00   0.17369E+02   0.12666E+02  -0.85602E+02   0.12497E+00   0.29587E-02   0.32095E-28   0.10316E-03       0.40      39.32     0.0000  0.00   0.44314E-02   0.10185E+00     0.0890     1.2000     2.9328     3.5255     3.5302
   2000     10     30   12.00       696.00  -0.35801E+01   0.00000E+00  -0.76724E-08   0.12739E+01   0.34528E+01   0.00000E+00  -0.35801E+01   0.00000E+00   0.17645E+02   0.13175E+02  -0.86387E+02  -0.27276E+00   0.35293E-02   0.62795E-31   0.59390E-04       0.40      38.71     0.0000  0.00   0.11232E-02   0.26343E-01     0.3590     1.5136     2.9306     3.4433     3.4528
   2000     10     31   12.00       720.00  -0.83687E+01   0.00000E+00  -0.13879E-07   0.14480E+01   0.33124E+01   0.00000E+00  -0.97142E+00  -0.83687E+01  -0.93421E+01  -0.23576E+01  -0.43867E+02   0.43466E+00   0.37140E-02   0.40464E-60   0.30373E-37       0.85      37.59     0.0000  0.00   0.17610E-36   0.21381E-34     0.6785     1.7049     2.8848     3.3067     3.3090
   2000     11      1   12.00       744.00  -0.86808E+01   0.00000E+00  -0.14452E-07   0.14090E+01   0.31021E+01   0.00000E+00  -0.59011E+00  -0.86808E+01  -0.11313E+02  -0.28870E+01  -0.41367E+02  -0.47820E+00   0.37600E-02   0.31282E-99   0.34877E-76       0.85      35.40     0.0000  0.00   0.20223E-75   0.24555E-73     0.7023     1.6902     2.7155     3.0914     3.1021
   2000     11      2   12.00       768.00  -0.87481E+01   0.00000E+00  -0.14271E-07   0.13640E+01   0.29332E+01   0.00000E+00  -0.37294E+00  -0.87481E+01  -0.98054E+01  -0.28107E+01  -0.42951E+02  -0.79289E+00   0.27573E-02   0.11402-138   0.41190-115       0.85      32.95     0.0000  0.00   0.23884-114   0.29002-112     0.7046     1.6602     2.5662     2.9094     2.9332
   2000     11      3   12.00       792.00  -0.92507E+01   0.00000E+00  -0.13984E-07   0.13136E+01   0.27821E+01   0.00000E+00  -0.35480E+00  -0.92507E+01  -0.81007E+01  -0.27658E+01  -0.44701E+02  -0.10758E+01   0.19469E-02   0.00000E+00   0.49024-154       0.85      32.03     0.0000  0.00   0.28428-153   0.34518-151     0.6928     1.6176     2.4302     2.7444     2.7821
   2000     11      4   12.00       816.00  -0.12327E+02   0.00000E+00  -0.14119E-07   0.12640E+01   0.26437E+01   0.00000E+00  -0.14091E-01  -0.12327E+02  -0.86260E-01  -0.32795E-01  -0.55448E+02  -0.13140E+01   0.10406E-03   0.00000E+00   0.57709-193       0.85      31.25     0.0000  0.00   0.33462-192   0.40631-190     0.6776     1.5706     2.3074     2.5946     2.6437
   2000     11      5   12.00       840.00  -0.13746E+02   0.00000E+00  -0.14316E-07   0.12148E+01   0.25167E+01   0.00000E+00  -0.14654E-01  -0.13746E+02  -0.10154E+00  -0.35236E-01  -0.55430E+02  -0.14796E+01   0.96656E-04   0.00000E+00   0.67835-232       0.85      30.08     0.0000  0.00   0.39334-231   0.47760-229     0.6595     1.5202     2.1942     2.4571     2.5167
   2000     11      6   12.00       864.00  -0.14164E+02   0.00000E+00  -0.14568E-07   0.11663E+01   0.23983E+01   0.00000E+00  -0.13905E-01  -0.14164E+02  -0.10639E+00  -0.35955E-01  -0.55425E+02  -0.16273E+01   0.98766E-04   0.00000E+00   0.79633-271       0.85      27.75     0.0000  0.00   0.46175-270   0.56067-268     0.6395     1.4681     2.0889     2.3297     2.3983
   2000     11      7   12.00       888.00  -0.13803E+02   0.00000E+00  -0.14804E-07   0.11188E+01   0.22871E+01   0.00000E+00  -0.12999E-01  -0.13803E+02  -0.10656E+00  -0.39894E-01  -0.55421E+02  -0.17441E+01   0.12103E-03   0.00000E+00   0.93569-310       0.85      25.65     0.0000  0.00   0.54256-309   0.65879-307     0.6184     1.4151     1.9902     2.2112     2.2871
   2000     11      8   12.00       912.00  -0.13202E+02   0.00000E+00  -0.14956E-07   0.10725E+01   0.21827E+01   0.00000E+00  -0.11723E-01  -0.13202E+02  -0.10586E+00  -0.43802E-01  -0.55417E+02  -0.18375E+01   0.10931E-03   0.00000E+00   0.49407-323       0.85      24.26     0.0000  0.00   0.47430-321   0.10761-319     0.5967     1.3622     1.8973     2.1006     2.1827
   2000     11      9   12.00       936.00  -0.12989E+02   0.00000E+00  -0.15079E-07   0.10279E+01   0.20840E+01   0.00000E+00  -0.11408E-01  -0.12989E+02  -0.10994E+00  -0.47429E-01  -0.55410E+02  -0.19157E+01   0.11540E-03   0.00000E+00   0.49407-323       0.85      23.54     0.0000  0.00   0.47430-321   0.10761-319     0.5752     1.3099     1.8095     1.9968     2.0840
   2000     11     10   12.00       960.00  -0.80843E+01   0.00000E+00  -0.15064E-07   0.98468E+00   0.19903E+01   0.00000E+00  -0.64647E-02  -0.80843E+01  -0.14676E+02  -0.71328E+01  -0.33759E+02  -0.19800E+01   0.34495E-02   0.00000E+00   0.49407-323       0.85      22.44     0.0000  0.00   0.47430-321   0.10761-319     0.5537     1.2585     1.7264     1.8993     1.9903
   2000     11     11   12.00       984.00  -0.76254E+01   0.00000E+00  -0.14739E-07   0.94267E+00   0.19013E+01   0.00000E+00  -0.61431E-02  -0.76254E+01  -0.14791E+02  -0.73559E+01  -0.33421E+02  -0.20287E+01   0.37454E-02   0.00000E+00   0.49407-323       0.85      21.09     0.0000  0.00   0.47430-321   0.10761-319     0.5321     1.2078     1.6473     1.8074     1.9013
   2000     11     12   12.00      1008.00  -0.78598E+01   0.00000E+00  -0.14480E-07   0.90246E+00   0.18167E+01   0.00000E+00  -0.63352E-02  -0.78598E+01  -0.13670E+02  -0.75007E+01  -0.34396E+02  -0.20649E+01   0.30259E-02   0.00000E+00   0.49407-323       0.85      20.80     0.0000  0.00   0.47430-321   0.10761-319     0.5112     1.1587     1.5722     1.7205     1.8167
   2000     11     13   12.00      1032.00  -0.79733E+01   0.00000E+00  -0.14337E-07   0.86403E+00   0.17359E+01   0.00000E+00  -0.63874E-02  -0.79733E+01  -0.12179E+02  -0.63617E+01  -0.37026E+02  -0.20896E+01   0.24912E-02   0.00000E+00   0.49407-323       0.85      20.24     0.0000  0.00   0.47430-321   0.10761-319     0.4913     1.1114     1.5009     1.6384     1.7359
   2000     11     14   12.00      1056.00  -0.70020E+01   0.00000E+00  -0.14182E-07   0.82712E+00   0.16589E+01   0.00000E+00  -0.56083E-02  -0.70020E+01  -0.13258E+02  -0.77377E+01  -0.34571E+02  -0.21042E+01   0.33472E-02   0.00000E+00   0.49407-323       0.85      19.62     0.0000  0.00   0.47430-321   0.10761-319     0.4719     1.0657     1.4330     1.5606     1.6589
   2000     11     15   12.00      1080.00  -0.66215E+01   0.00000E+00  -0.14030E-07   0.79161E+00   0.15854E+01   0.00000E+00  -0.40679E-02  -0.66215E+01  -0.12668E+02  -0.71740E+01  -0.35726E+02  -0.21093E+01   0.33838E-02   0.00000E+00   0.49407-323       0.85      18.67     0.0000  0.00   0.47430-321   0.10761-319     0.4530     1.0214     1.3683     1.4868     1.5854
   2000     11     16   12.00      1104.00  -0.10441E+02   0.00000E+00  -0.13910E-07   0.75761E+00   0.15153E+01   0.00000E+00  -0.70973E-02  -0.10441E+02  -0.95184E-01  -0.49461E-01  -0.55422E+02  -0.21059E+01   0.11048E-03   0.00000E+00   0.49407-323       0.85      18.39     0.0000  0.00   0.47430-321   0.10761-319     0.4349     0.9788     1.3067     1.4168     1.5153
   2000     11     17   12.00      1128.00  -0.10895E+02   0.00000E+00  -0.14151E-07   0.72549E+00   0.14483E+01   0.00000E+00  -0.82933E-02  -0.10895E+02  -0.10125E+00  -0.52874E-01  -0.55413E+02  -0.20955E+01   0.78874E-04   0.00000E+00   0.49407-323       0.85      18.27     0.0000  0.00   0.47430-321   0.10761-319     0.4180     0.9384     1.2481     1.3503     1.4483
   2000     11     18   12.00      1152.00  -0.11924E+02   0.00000E+00  -0.14367E-07   0.69458E+00   0.13843E+01   0.00000E+00  -0.77593E-02  -0.11924E+02  -0.10754E+00  -0.51215E-01  -0.55408E+02  -0.20795E+01   0.77918E-04   0.00000E+00   0.49407-323       0.85      18.36     0.0000  0.00   0.47430-321   0.10761-319     0.4016     0.8993     1.1922     1.2872     1.3843
   2000     11     19   12.00      1176.00  -0.13028E+02   0.00000E+00  -0.14602E-07   0.66497E+00   0.13233E+01   0.00000E+00  -0.85127E-02  -0.13028E+02  -0.11051E+00  -0.48625E-01  -0.55408E+02  -0.20575E+01   0.90060E-04   0.00000E+00   0.49407-323       0.85      18.04     0.0000  0.00   0.47430-321   0.10761-319     0.3857     0.8618     1.1389     1.2272     1.3233
   2000     11     20   12.00      1200.00  -0.13197E+02   0.00000E+00  -0.14832E-07   0.63651E+00   0.12649E+01   0.00000E+00  -0.81609E-02  -0.13197E+02  -0.10514E+00  -0.45886E-01  -0.55416E+02  -0.20310E+01   0.73309E-04   0.00000E+00   0.49407-323       0.85      17.18     0.0000  0.00   0.47430-321   0.10761-319     0.3703     0.8257     1.0879     1.1701     1.2649
   2000     11     21   12.00      1224.00  -0.12853E+02   0.00000E+00  -0.15016E-07   0.60914E+00   0.12090E+01   0.00000E+00  -0.76654E-02  -0.12853E+02  -0.97140E-01  -0.43756E-01  -0.55426E+02  -0.20003E+01   0.34035E-04   0.00000E+00   0.49407-323       0.85      16.20     0.0000  0.00   0.47430-321   0.10761-319     0.3553     0.7909     1.0393     1.1158     1.2090
   2000     11     22   12.00      1248.00  -0.12529E+02   0.00000E+00  -0.15098E-07   0.58276E+00   0.11557E+01   0.00000E+00  -0.69645E-02  -0.12529E+02  -0.91049E-01  -0.42041E-01  -0.55434E+02  -0.19663E+01   0.79698E-04   0.00000E+00   0.49407-323       0.85      15.05     0.0000  0.00   0.47430-321   0.10761-319     0.3406     0.7573     0.9928     1.0641     1.1557
   2000     11     23   12.00      1272.00  -0.11695E+02   0.00000E+00  -0.15155E-07   0.55744E+00   0.11047E+01   0.00000E+00  -0.64222E-02  -0.11695E+02  -0.79781E-01  -0.37001E-01  -0.55450E+02  -0.19291E+01   0.11831E-03   0.00000E+00   0.49407-323       0.85      13.59     0.0000  0.00   0.47430-321   0.10761-319     0.3265     0.7250     0.9483     1.0149     1.1047
   2000     11     24   12.00      1296.00  -0.76764E+01   0.00000E+00  -0.15059E-07   0.53299E+00   0.10559E+01   0.00000E+00  -0.43502E-02  -0.76764E+01  -0.78466E+01  -0.45338E+01  -0.43187E+02  -0.18899E+01   0.30085E-02   0.00000E+00   0.49407-323       0.85      11.97     0.0000  0.00   0.47430-321   0.10761-319     0.3126     0.6937     0.9057     0.9680     1.0559
   2000     11     25   12.00      1320.00  -0.70554E+01   0.00000E+00  -0.14816E-07   0.50940E+00   0.10092E+01   0.00000E+00  -0.36920E-02  -0.70554E+01  -0.64550E+01  -0.38420E+01  -0.45270E+02  -0.18483E+01   0.28475E-02   0.00000E+00   0.49407-323       0.85      10.67     0.0000  0.00   0.47430-321   0.10761-319     0.2990     0.6635     0.8649     0.9233     1.0092
   2000     11     26   12.00      1344.00  -0.70736E+01   0.00000E+00  -0.14598E-07   0.48683E+00   0.96464E+00   0.00000E+00  -0.34902E-02  -0.70736E+01  -0.69135E+01  -0.42280E+01  -0.44426E+02  -0.18050E+01   0.27276E-02   0.00000E+00   0.49407-323       0.85      10.14     0.0000  0.00   0.47430-321   0.10761-319     0.2860     0.6345     0.8260     0.8808     0.9646
   2000     11     27   12.00      1368.00  -0.72883E+01   0.00000E+00  -0.14425E-07   0.46524E+00   0.92202E+00   0.00000E+00  -0.33622E-02  -0.72883E+01  -0.95015E+01  -0.58758E+01  -0.40190E+02  -0.17605E+01   0.40838E-02   0.00000E+00   0.49407-323       0.85      10.28     0.0000  0.00   0.47430-321   0.10761-319     0.2736     0.6067     0.7888     0.8402     0.9220
   2000     11     28   12.00      1392.00  -0.80600E+01   0.00000E+00  -0.14294E-07   0.44459E+00   0.88126E+00   0.00000E+00  -0.35609E-02  -0.80600E+01  -0.11718E+02  -0.67290E+01  -0.37120E+02  -0.17150E+01   0.44244E-02   0.00000E+00   0.49407-323       0.85      10.66     0.0000  0.00   0.47430-321   0.10761-319     0.2617     0.5800     0.7532     0.8015     0.8813
   2000     11     29   12.00      1416.00  -0.84068E+01   0.00000E+00  -0.14218E-07   0.42485E+00   0.84228E+00   0.00000E+00  -0.38297E-02  -0.84068E+01  -0.13728E+02  -0.59831E+01  -0.35856E+02  -0.16690E+01   0.49194E-02   0.00000E+00   0.49407-323       0.85      10.62     0.0000  0.00   0.47430-321   0.10761-319     0.2503     0.5545     0.7192     0.7647     0.8423
   2000     11     30   12.00      1440.00  -0.78276E+01   0.00000E+00  -0.14159E-07   0.40596E+00   0.80499E+00   0.00000E+00  -0.36554E-02  -0.78276E+01  -0.12547E+02  -0.71539E+01  -0.35867E+02  -0.16227E+01   0.53970E-02   0.00000E+00   0.49407-323       0.85      10.03     0.0000  0.00   0.47430-321   0.10761-319     0.2395     0.5300     0.6867     0.7295     0.8050
   2000     12      1   12.00      1464.00  -0.70875E+01   0.00000E+00  -0.14092E-07   0.38786E+00   0.76930E+00   0.00000E+00  -0.33649E-02  -0.70875E+01  -0.10499E+02  -0.71506E+01  -0.37918E+02  -0.15762E+01   0.48354E-02   0.00000E+00   0.49407-323       0.85       9.75     0.0000  0.00   0.47430-321   0.10761-319     0.2290     0.5066     0.6556     0.6960     0.7693
   2000     12      2   12.00      1488.00  -0.64821E+01   0.00000E+00  -0.14000E-07   0.37050E+00   0.73516E+00   0.00000E+00  -0.30177E-02  -0.64821E+01  -0.97235E+01  -0.72381E+01  -0.38605E+02  -0.15297E+01   0.46214E-02   0.00000E+00   0.49407-323       0.85       9.70     0.0000  0.00   0.47430-321   0.10761-319     0.2189     0.4841     0.6260     0.6639     0.7352
   2000     12      3   12.00      1512.00  -0.60149E+01   0.00000E+00  -0.13895E-07   0.35388E+00   0.70249E+00   0.00000E+00  -0.27979E-02  -0.60149E+01  -0.95828E+01  -0.69316E+01  -0.39053E+02  -0.14831E+01   0.49273E-02   0.00000E+00   0.49407-323       0.85       9.61     0.0000  0.00   0.47430-321   0.10761-319     0.2092     0.4626     0.5976     0.6334     0.7025
   2000     12      4   12.00      1536.00  -0.58085E+01   0.00000E+00  -0.13785E-07   0.33796E+00   0.67126E+00   0.00000E+00  -0.25453E-02  -0.58085E+01  -0.87853E+01  -0.69535E+01  -0.39828E+02  -0.14368E+01   0.48848E-02   0.00000E+00   0.49407-323       0.85       9.36     0.0000  0.00   0.47430-321   0.10761-319     0.1999     0.4419     0.5704     0.6043     0.6713
   2000     12      5   12.00      1560.00  -0.56355E+01   0.00000E+00  -0.13677E-07   0.32273E+00   0.64137E+00   0.00000E+00  -0.24674E-02  -0.56355E+01  -0.80321E+01  -0.68698E+01  -0.40665E+02  -0.13911E+01   0.54644E-02   0.00000E+00   0.49407-323       0.85       9.48     0.0000  0.00   0.47430-321   0.10761-319     0.1910     0.4221     0.5445     0.5765     0.6414
   2000     12      6   12.00      1584.00  -0.56747E+01   0.00000E+00  -0.13576E-07   0.30815E+00   0.61277E+00   0.00000E+00  -0.23141E-02  -0.56747E+01  -0.74555E+01  -0.72201E+01  -0.40892E+02  -0.13461E+01   0.57489E-02   0.00000E+00   0.49407-323       0.85       9.79     0.0000  0.00   0.47430-321   0.10761-319     0.1825     0.4032     0.5196     0.5499     0.6128
   2000     12      7   12.00      1608.00  -0.55128E+01   0.00000E+00  -0.13481E-07   0.29421E+00   0.58540E+00   0.00000E+00  -0.22755E-02  -0.55128E+01  -0.60895E+01  -0.64576E+01  -0.43020E+02  -0.13017E+01   0.62566E-02   0.00000E+00   0.49407-323       0.85       9.99     0.0000  0.00   0.47430-321   0.10761-319     0.1743     0.3850     0.4959     0.5246     0.5854
