   2021      8      5   12.00     27144.00   0.12489E+02   0.00000E+00   0.12489E+02   0.12749E+02   0.12846E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.28232E+02   0.75976E+02  -0.17372E+03  -0.83735E+02   0.56922E-02   0.16613E-03   0.99354E-02       0.18     214.80     0.0000  0.00  -0.14407E-01   0.33179E+01    12.6997    12.7593    12.7761    12.7897    12.8344
   2021      8      6   12.00     27168.00   0.13171E+02   0.00000E+00   0.13171E+02   0.13348E+02   0.13434E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.22721E+02   0.57305E+02  -0.16288E+03  -0.89167E+02   0.42999E-02   0.58859E-04   0.26280E-02       0.18     255.52     0.0000  0.00  -0.28427E-01   0.16380E+01    13.3083    13.3544    13.3689    13.3825    13.4294
   2021      8      7   12.00     27192.00   0.13962E+02   0.00000E+00   0.13962E+02   0.14138E+02   0.14217E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.21712E+02   0.59729E+02  -0.16110E+03  -0.82522E+02   0.42871E-02   0.55806E-04   0.22641E-02       0.18     247.94     0.0000  0.00  -0.42849E-01   0.13504E+01    14.1012    14.1436    14.1572    14.1699    14.2130
   2021      8      8   12.00     27216.00   0.14401E+02   0.00000E+00   0.14401E+02   0.14557E+02   0.14623E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.21569E+02   0.53660E+02  -0.13619E+03  -0.60678E+02   0.42769E-02   0.51946E-04   0.21323E-02       0.18     183.64     0.0000  0.00  -0.49745E-01   0.11645E+01    14.5235    14.5632    14.5756    14.5860    14.6196
   2021      8      9   12.00     27240.00   0.14186E+02   0.00000E+00   0.14186E+02   0.14348E+02   0.14405E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.22558E+02   0.49749E+02  -0.11005E+03  -0.40020E+02   0.48851E-02   0.75481E-04   0.41063E-02       0.18     112.07     0.0000  0.00  -0.64042E-01   0.15744E+01    14.3146    14.3548    14.3665    14.3747    14.4015
   2021      8     10   12.00     27264.00   0.13483E+02   0.00000E+00   0.13483E+02   0.13709E+02   0.13774E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.27170E+02   0.53313E+02  -0.11512E+03  -0.39668E+02   0.59117E-02   0.12405E-03   0.90235E-02       0.18      95.91     0.0000  0.00  -0.96625E-01   0.21900E+01    13.6653    13.7195    13.7331    13.7412    13.7681
   2021      8     11   12.00     27288.00   0.12733E+02   0.00000E+00   0.12733E+02   0.12944E+02   0.13016E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.28933E+02   0.59242E+02  -0.12769E+03  -0.47700E+02   0.59178E-02   0.16947E-03   0.93964E-02       0.18     107.75     0.0000  0.00  -0.62051E-01   0.29003E+01    12.9039    12.9532    12.9674    12.9762    13.0061
   2021      8     12   12.00     27312.00   0.12506E+02   0.00000E+00   0.12506E+02   0.12613E+02   0.12664E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.18679E+02   0.33997E+02  -0.88689E+02  -0.43711E+02   0.32396E-02   0.60905E-04   0.31024E-02       0.18     108.16     0.0000  0.00   0.73063E-02  -0.31503E-01    12.5887    12.6165    12.6261    12.6336    12.6620
   2021      8     13   12.00     27336.00   0.12551E+02   0.00000E+00   0.12551E+02   0.12654E+02   0.12707E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.21264E+02   0.34923E+02  -0.90873E+02  -0.44950E+02   0.37903E-02   0.74187E-04   0.29718E-02       0.19     118.83     0.0000  0.00  -0.19734E-01  -0.59007E+00    12.6293    12.6573    12.6670    12.6746    12.7042
   2021      8     14   12.00     27360.00   0.12537E+02   0.00000E+00   0.12537E+02   0.12690E+02   0.12758E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.24331E+02   0.49936E+02  -0.11720E+03  -0.52006E+02   0.41248E-02   0.62316E-04   0.28231E-02       0.19     137.92     0.0000  0.00  -0.49374E-02   0.12574E+01    12.6560    12.6963    12.7087    12.7175    12.7563
   2021      8     15   12.00     27384.00   0.12496E+02   0.00000E+00   0.12496E+02   0.12599E+02   0.12653E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.16048E+02   0.40329E+02  -0.99913E+02  -0.47801E+02   0.32409E-02   0.38978E-04   0.12707E-02       0.19     127.33     0.0000  0.00   0.24702E-01  -0.22455E+00    12.5742    12.6027    12.6125    12.6207    12.6514
   2021      8     16   12.00     27408.00   0.12607E+02   0.00000E+00   0.12607E+02   0.12697E+02   0.12746E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.89145E+01   0.29935E+02  -0.65919E+02  -0.34649E+02   0.49072E-02   0.91719E-04   0.47085E-02       0.19      96.64     0.0000  0.00  -0.39711E-01  -0.21866E+01    12.6767    12.6998    12.7091    12.7150    12.7437
   2021      8     17   12.00     27432.00   0.13273E+02   0.00000E+00   0.13273E+02   0.13281E+02   0.13316E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.64388E+00   0.86069E+01  -0.28964E+02  -0.27616E+02   0.36957E-02   0.32903E-04   0.16482E-02       0.19      98.14     0.0000  0.00  -0.12998E-01  -0.12685E+01    13.2785    13.2792    13.2816    13.2861    13.3159
   2021      8     18   12.00     27456.00   0.14144E+02   0.00000E+00   0.14144E+02   0.14179E+02   0.14221E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.42621E+01   0.18960E+02  -0.50553E+02  -0.31508E+02   0.33511E-02   0.23075E-04   0.81907E-03       0.19     120.02     0.0000  0.00   0.18805E-01  -0.92433E+00    14.1688    14.1795    14.1840    14.1892    14.2207
   2021      8     19   12.00     27480.00   0.14674E+02   0.00000E+00   0.14674E+02   0.14727E+02   0.14772E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.93109E+01   0.24583E+02  -0.68811E+02  -0.35066E+02   0.31155E-02   0.23431E-04   0.49108E-03       0.19     128.56     0.0000  0.00   0.30404E-01  -0.31047E+00    14.7119    14.7292    14.7350    14.7406    14.7724
   2021      8     20   12.00     27504.00   0.14785E+02   0.00000E+00   0.14785E+02   0.14909E+02   0.14960E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.19107E+02   0.41998E+02  -0.95720E+02  -0.33993E+02   0.53666E-02   0.92331E-04   0.57558E-02       0.19     112.45     0.0000  0.00   0.10838E+00  -0.45638E-01    14.8833    14.9145    14.9244    14.9309    14.9569
   2021      8     21   12.00     27528.00   0.14073E+02   0.00000E+00   0.14073E+02   0.14259E+02   0.14310E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.24058E+02   0.51449E+02  -0.10284E+03  -0.30896E+02   0.80524E-02   0.38298E-03   0.27524E-01       0.19      80.20     0.0000  0.00   0.23829E+00   0.63846E+00    14.2261    14.2653    14.2784    14.2842    14.3048
   2021      8     22   12.00     27552.00   0.13249E+02   0.00000E+00   0.13249E+02   0.13445E+02   0.13531E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.22758E+02   0.43323E+02  -0.86510E+02  -0.27101E+02   0.84374E-02   0.43014E-03   0.35047E-01       0.19      59.47     0.0000  0.00   0.24323E+00   0.30554E+01    13.3888    13.4230    13.5019    13.5077    13.5271
   2021      8     23   12.00     27576.00   0.12844E+02   0.00000E+00   0.12844E+02   0.12940E+02   0.12986E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.15161E+02   0.30897E+02  -0.66023E+02  -0.30413E+02   0.57224E-02   0.13807E-03   0.83343E-02       0.20      72.69     0.0000  0.00   0.11149E+00   0.52111E+00    12.9177    12.9439    12.9535    12.9591    12.9846
   2021      8     24   12.00     27600.00   0.13161E+02   0.00000E+00   0.13161E+02   0.13222E+02   0.13271E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.10444E+02   0.21749E+02  -0.64180E+02  -0.37658E+02   0.30158E-02   0.31325E-04   0.16185E-02       0.20     113.02     0.0000  0.00  -0.80245E-02  -0.19828E+00    13.2064    13.2239    13.2303    13.2363    13.2707
   2021      8     25   12.00     27624.00   0.13019E+02   0.00000E+00   0.13019E+02   0.13244E+02   0.13313E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.23857E+02   0.58665E+02  -0.12042E+03  -0.45133E+02   0.64591E-02   0.18893E-03   0.14410E-01       0.20     121.16     0.0000  0.00  -0.95486E-01   0.30556E+01    13.2011    13.2547    13.2685    13.2765    13.3060
   2021      8     26   12.00     27648.00   0.12561E+02   0.00000E+00   0.12561E+02   0.12717E+02   0.12776E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.19690E+02   0.44365E+02  -0.95017E+02  -0.38734E+02   0.52837E-02   0.12079E-03   0.76790E-02       0.20      95.01     0.0000  0.00   0.45805E-01   0.18549E+01    12.6848    12.7239    12.7361    12.7436    12.7728
   2021      8     27   12.00     27672.00   0.12202E+02   0.00000E+00   0.12202E+02   0.12332E+02   0.12378E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.21585E+02   0.33664E+02  -0.76413E+02  -0.29254E+02   0.73439E-02   0.30459E-03   0.18799E-01       0.20      65.24     0.0000  0.00   0.19329E+00   0.13032E+01    12.3073    12.3361    12.3469    12.3520    12.3740
   2021      8     28   12.00     27696.00   0.11884E+02   0.00000E+00   0.11884E+02   0.11995E+02   0.12044E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.15720E+02   0.28886E+02  -0.67446E+02  -0.30237E+02   0.59508E-02   0.13108E-03   0.88351E-02       0.20      70.15     0.0000  0.00   0.12628E+00   0.55256E+00    11.9700    11.9996    12.0101    12.0158    12.0422
   2021      8     29   12.00     27720.00   0.11820E+02   0.00000E+00   0.11820E+02   0.11947E+02   0.12003E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.14360E+02   0.31795E+02  -0.82258E+02  -0.40589E+02   0.54956E-02   0.90981E-04   0.61680E-02       0.20     105.63     0.0000  0.00   0.92410E-01  -0.15244E+01    11.9188    11.9513    11.9626    11.9699    12.0014
   2021      8     30   12.00     27744.00   0.12139E+02   0.00000E+00   0.12139E+02   0.12209E+02   0.12262E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.10176E+02   0.20739E+02  -0.75565E+02  -0.41130E+02   0.25719E-02   0.26722E-04   0.91589E-03       0.20     118.78     0.0000  0.00   0.30346E-02  -0.17804E+00    12.1919    12.2109    12.2180    12.2247    12.2615
   2021      8     31   12.00     27768.00   0.12061E+02   0.00000E+00   0.12061E+02   0.12190E+02   0.12249E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.18598E+02   0.34487E+02  -0.92397E+02  -0.36081E+02   0.40471E-02   0.47599E-04   0.19654E-02       0.20      94.29     0.0000  0.00  -0.23373E-01   0.13388E+01    12.1589    12.1953    12.2069    12.2145    12.2473
   2021      9      1   12.00     27792.00   0.11639E+02   0.00000E+00   0.11639E+02   0.11758E+02   0.11813E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.18407E+02   0.30191E+02  -0.81282E+02  -0.32240E+02   0.37805E-02   0.38268E-04   0.14645E-02       0.21      75.25     0.0000  0.00   0.31919E-01   0.10766E+01    11.7285    11.7634    11.7744    11.7815    11.8126
   2021      9      2   12.00     27816.00   0.11331E+02   0.00000E+00   0.11331E+02   0.11441E+02   0.11498E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.17582E+02   0.29989E+02  -0.81402E+02  -0.34806E+02   0.40747E-02   0.36208E-04   0.15771E-02       0.21      82.01     0.0000  0.00   0.59353E-01   0.36320E+00    11.4127    11.4466    11.4572    11.4645    11.4979
   2021      9      3   12.00     27840.00   0.11171E+02   0.00000E+00   0.11171E+02   0.11264E+02   0.11319E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.14243E+02   0.26248E+02  -0.75746E+02  -0.34776E+02   0.38307E-02   0.41630E-04   0.15657E-02       0.21      84.52     0.0000  0.00   0.30219E-01  -0.92901E+00    11.2391    11.2685    11.2786    11.2856    11.3186
   2021      9      4   12.00     27864.00   0.10901E+02   0.00000E+00   0.10901E+02   0.11033E+02   0.11085E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.15850E+02   0.28253E+02  -0.73502E+02  -0.29882E+02   0.55398E-02   0.11383E-03   0.79444E-02       0.21      66.93     0.0000  0.00   0.81146E-01  -0.17056E+01    11.0024    11.0385    11.0503    11.0565    11.0839
   2021      9      5   12.00     27888.00   0.10588E+02   0.00000E+00   0.10588E+02   0.10700E+02   0.10751E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.13216E+02   0.27078E+02  -0.66818E+02  -0.29279E+02   0.54977E-02   0.15583E-03   0.95519E-02       0.21      63.40     0.0000  0.00   0.51942E-01   0.18091E+01    10.6742    10.7039    10.7152    10.7213    10.7485
   2021      9      6   12.00     27912.00   0.10433E+02   0.00000E+00   0.10433E+02   0.10543E+02   0.10595E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.99635E+01   0.28740E+02  -0.65179E+02  -0.31519E+02   0.48993E-02   0.12856E-03   0.87063E-02       0.21      73.95     0.0000  0.00   0.40732E-01   0.10196E+01    10.5180    10.5467    10.5568    10.5633    10.5936
   2021      9      7   12.00     27936.00   0.10366E+02   0.00000E+00   0.10366E+02   0.10460E+02   0.10501E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.91309E+01   0.26708E+02  -0.57475E+02  -0.30150E+02   0.82795E-02   0.41745E-03   0.31369E-01       0.21      72.10     0.0000  0.00   0.22958E+00  -0.25203E+01    10.4417    10.4616    10.4698    10.4761    10.4994
   2021      9      8   12.00     27960.00   0.10631E+02   0.00000E+00   0.10631E+02   0.10692E+02   0.10725E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.62942E+01   0.14279E+02  -0.40603E+02  -0.24076E+02   0.72386E-02   0.30631E-03   0.19765E-01       0.21      65.33     0.0000  0.00   0.15417E+00  -0.28395E+01    10.6803    10.6924    10.6984    10.7035    10.7242
   2021      9      9   12.00     27984.00   0.10713E+02   0.00000E+00   0.10713E+02   0.10790E+02   0.10830E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.76365E+01   0.20601E+02  -0.51363E+02  -0.25005E+02   0.60840E-02   0.17828E-03   0.10995E-01       0.22      67.02     0.0000  0.00   0.86024E-01  -0.28164E+01    10.7727    10.7915    10.8005    10.8056    10.8290
   2021      9     10   12.00     28008.00   0.10764E+02   0.00000E+00   0.10764E+02   0.10837E+02   0.10884E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.91260E+01   0.21326E+02  -0.56711E+02  -0.28071E+02   0.44726E-02   0.49299E-04   0.28688E-02       0.22      76.81     0.0000  0.00   0.64451E-01   0.28264E+00    10.8165    10.8395    10.8486    10.8544    10.8837
   2021      9     11   12.00     28032.00   0.10691E+02   0.00000E+00   0.10691E+02   0.10810E+02   0.10883E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.11883E+02   0.30469E+02  -0.63955E+02  -0.28412E+02   0.78793E-02   0.41671E-03   0.33578E-01       0.22      74.84     0.0000  0.00   0.18267E+00   0.42734E+01    10.7790    10.8012    10.8331    10.8579    10.8810
   2021      9     12   12.00     28056.00   0.10588E+02   0.00000E+00   0.10588E+02   0.10689E+02   0.10731E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.11000E+02   0.28716E+02  -0.55689E+02  -0.24140E+02   0.12895E-01   0.12447E-02   0.19656E+00       0.22      60.02     0.0000  0.00   0.61104E+00   0.43068E+01    10.6717    10.6878    10.6996    10.7098    10.7261
   2021      9     13   12.00     28080.00   0.10296E+02   0.00000E+00   0.10296E+02   0.10419E+02   0.10483E+02   0.00000E+00   0.00000E+00   0.11387E+00   0.11187E+02   0.34948E+02  -0.65073E+02  -0.24121E+02   0.15628E-01   0.14227E-02   0.37318E+00       0.22      53.64     0.0000  0.00   0.88540E+00   0.82783E+01    10.3928    10.4142    10.4372    10.4601    10.4774
   2021      9     14   12.00     28104.00   0.96458E+01   0.00000E+00   0.96458E+01   0.98445E+01   0.99717E+01   0.00000E+00   0.00000E+00   0.11387E+00   0.13641E+02   0.47496E+02  -0.90256E+02  -0.31828E+02   0.12096E-01   0.81063E-03   0.17114E+00       0.22      66.21     0.0000  0.00   0.49324E+00   0.89004E+01     9.7791     9.8092     9.9123     9.9415     9.9667
   2021      9     15   12.00     28128.00   0.91709E+01   0.00000E+00   0.91709E+01   0.93228E+01   0.94742E+01   0.00000E+00   0.00000E+00   0.11387E+00   0.12891E+02   0.31529E+02  -0.84445E+02  -0.40759E+02   0.49648E-02   0.83889E-04   0.80138E-02       0.22      88.57     0.0000  0.00   0.97804E-01   0.13760E+01     9.2690     9.3019     9.3514     9.4347     9.4725
   2021      9     16   12.00     28152.00   0.92877E+01   0.00000E+00   0.92877E+01   0.93757E+01   0.94358E+01   0.00000E+00   0.00000E+00   0.11387E+00   0.12518E+02   0.19676E+02  -0.76010E+02  -0.37042E+02   0.24644E-02   0.16945E-04   0.33641E-03       0.22      89.08     0.0000  0.00   0.68647E-02   0.54846E+00     9.3514     9.3798     9.3889     9.3964     9.4357
   2021      9     17   12.00     28176.00   0.90484E+01   0.00000E+00   0.90484E+01   0.91419E+01   0.92002E+01   0.00000E+00   0.00000E+00   0.11387E+00   0.15715E+02   0.22388E+02  -0.74414E+02  -0.32753E+02   0.32380E-02   0.26679E-04   0.94566E-03       0.22      71.50     0.0000  0.00   0.32346E-01   0.19155E+00     9.1153     9.1463     9.1569     9.1644     9.2000
   2021      9     18   12.00     28200.00   0.87050E+01   0.00000E+00   0.87050E+01   0.88134E+01   0.88699E+01   0.00000E+00   0.00000E+00   0.11387E+00   0.16352E+02   0.22327E+02  -0.67704E+02  -0.29937E+02   0.49788E-02   0.69231E-04   0.39079E-02       0.23      60.20     0.0000  0.00   0.85268E-01   0.43767E+00     8.7854     8.8168     8.8303     8.8370     8.8688
   2021      9     19   12.00     28224.00   0.84911E+01   0.00000E+00   0.84911E+01   0.85944E+01   0.86545E+01   0.00000E+00   0.00000E+00   0.11387E+00   0.11656E+02   0.20676E+02  -0.67128E+02  -0.32649E+02   0.45176E-02   0.58428E-04   0.31760E-02       0.23      70.93     0.0000  0.00   0.65935E-01   0.10915E+01     8.5671     8.5975     8.6107     8.6180     8.6537
   2021      9     20   12.00     28248.00   0.83807E+01   0.00000E+00   0.83807E+01   0.84830E+01   0.85517E+01   0.00000E+00   0.00000E+00   0.11387E+00   0.12151E+02   0.22372E+02  -0.85980E+02  -0.39639E+02   0.32526E-02   0.21993E-04   0.55242E-03       0.23      92.05     0.0000  0.00   0.37244E-01  -0.12090E+00     8.4525     8.4885     8.5000     8.5086     8.5517
   2021      9     21   12.00     28272.00   0.80846E+01   0.00000E+00   0.80846E+01   0.81864E+01   0.82566E+01   0.00000E+00   0.00000E+00   0.11387E+00   0.13407E+02   0.20524E+02  -0.93161E+02  -0.41780E+02   0.26217E-02   0.18000E-04   0.25850E-03       0.23      93.42     0.0000  0.00   0.20676E-01  -0.38393E+00     8.1569     8.1914     8.2027     8.2116     8.2566
   2021      9     22   12.00     28296.00   0.78327E+01   0.00000E+00   0.78327E+01   0.79268E+01   0.79951E+01   0.00000E+00   0.00000E+00   0.11387E+00   0.13324E+02   0.16036E+02  -0.91058E+02  -0.41276E+02   0.21015E-02   0.13017E-04   0.87837E-04       0.23      91.62     0.0000  0.00   0.11633E-01  -0.27095E+00     7.9008     7.9310     7.9411     7.9496     7.9951
   2021      9     23   12.00     28320.00   0.74617E+01   0.00000E+00   0.74617E+01   0.75899E+01   0.76677E+01   0.00000E+00   0.00000E+00   0.11387E+00   0.16096E+02   0.23162E+02  -0.95922E+02  -0.41343E+02   0.29498E-02   0.22347E-04   0.71058E-03       0.23      87.80     0.0000  0.00   0.18573E-04  -0.81385E+00     7.5532     7.5964     7.6107     7.6205     7.6672
