   2000     10     12   12.00       264.00   0.14098E+01   0.00000E+00   0.14098E+01   0.34501E+01   0.40792E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.18000E+01   0.27500E+01  -0.45638E+02  -0.18423E+00   0.12571E-02   0.48069E-17   0.19262E-04       0.10      56.17     0.0000  0.00   0.34289E-02  -0.12349E+00     3.2067     4.0727     4.0781     4.0548     3.9922
   2000     10     13   12.00       288.00   0.70461E+00   0.00000E+00   0.70461E+00   0.32309E+01   0.40663E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.10584E+01   0.19706E+01  -0.41695E+02   0.21926E+01   0.12189E-02   0.36266E-15   0.17581E-04       0.10      52.99     0.0000  0.00   0.32272E-02  -0.11740E+00     2.8394     4.0636     4.0659     4.0425     3.9903
   2000     10     14   12.00       312.00   0.10002E+01   0.00000E+00   0.10002E+01   0.29793E+01   0.40507E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.31098E+01   0.42939E+01  -0.47821E+02   0.20086E+00   0.20053E-02   0.48059E-16   0.87415E-04       0.10      50.80     0.0000  0.00   0.10654E-01  -0.24895E+00     2.0301     4.0374     4.0480     4.0309     3.9648
   2000     10     15   12.00       336.00   0.91306E+00   0.00000E+00   0.91306E+00   0.26103E+01   0.40360E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.31943E+01   0.44306E+01  -0.46479E+02  -0.33189E+00   0.21387E-02   0.21513E-18   0.11413E-03       0.10      48.48     0.0000  0.00   0.10319E-01  -0.32610E+00     1.1544     3.9262     4.0341     4.0060     3.9330
   2000     10     16   12.00       360.00   0.58714E+00   0.00000E+00   0.58714E+00   0.23210E+01   0.41206E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.16048E+01   0.34678E+01  -0.39608E+02  -0.55025E+00   0.21050E-02   0.56896E-30   0.10082E-03       0.11      45.68     0.0000  0.00   0.11006E-01  -0.29395E+00     0.7320     3.6455     4.0846     3.9770     3.8512
   2000     10     17   12.00       384.00   0.49175E+00   0.00000E+00   0.49175E+00   0.21108E+01   0.42448E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.14672E+01   0.31831E+01  -0.37430E+02  -0.60254E+00   0.24269E-02   0.48948E-29   0.18181E-03       0.11      44.41     0.0000  0.00   0.14397E-01  -0.39777E+00     0.5383     3.2070     4.2061     3.9720     3.7613
   2000     10     18   12.00       408.00   0.46001E+00   0.00000E+00   0.46001E+00   0.19061E+01   0.42915E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.15599E+01   0.41241E+01  -0.37280E+02  -0.40993E+00   0.26506E-02   0.39749E-28   0.22530E-03       0.11      43.00     0.0000  0.00   0.18233E-01  -0.44975E+00     0.4947     2.5967     4.2391     3.9802     3.7037
   2000     10     19   12.00       432.00   0.25047E+00   0.00000E+00   0.25047E+00   0.17026E+01   0.42925E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.12567E+01   0.28043E+01  -0.35712E+02  -0.15666E+00   0.23754E-02   0.15796E-28   0.13612E-03       0.11      41.59     0.0000  0.00   0.15169E-01  -0.34677E+00     0.2840     2.2434     4.1751     3.9879     3.6643
   2000     10     20   12.00       456.00  -0.10972E-01   0.00000E+00  -0.10972E-01   0.15474E+01   0.42512E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.87369E+00   0.24921E+01  -0.34981E+02   0.16198E+00   0.23418E-02   0.46282E-29   0.13494E-03       0.11      39.31     0.0000  0.00   0.19251E-01  -0.15171E+00     0.0265     2.1727     4.0662     3.9815     3.6331
   2000     10     21   12.00       480.00  -0.14512E-01   0.00000E+00  -0.14512E-01   0.14509E+01   0.41868E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.23957E+01   0.33635E+01  -0.40242E+02   0.44335E+00   0.27297E-02   0.31597E-28   0.24656E-03       0.11      38.48     0.0000  0.00   0.27645E-01   0.25089E-01     0.0246     1.9366     3.9642     3.9594     3.6151
   2000     10     22   12.00       504.00  -0.22501E-01   0.00000E+00  -0.22501E-01   0.12946E+01   0.41194E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.50284E+01   0.49383E+01  -0.47025E+02   0.55744E+00   0.30025E-02   0.29425E-27   0.38012E-03       0.11      37.70     0.0000  0.00   0.33609E-01  -0.31109E-01     0.0223     1.4599     3.8541     3.9262     3.6029
   2000     10     23   12.00       528.00  -0.31036E-01   0.00000E+00  -0.31036E-01   0.11768E+01   0.40530E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.79422E+01   0.66668E+01  -0.55580E+02   0.56296E+00   0.28400E-02   0.36824E-27   0.31540E-03       0.12      37.93     0.0000  0.00   0.30258E-01   0.13218E-01     0.0181     1.1150     3.6899     3.8898     3.5933
   2000     10     24   12.00       552.00  -0.31085E-01   0.00000E+00  -0.31085E-01   0.11102E+01   0.39733E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.10353E+02   0.80337E+01  -0.62596E+02   0.57730E+00   0.27715E-02   0.33934E-27   0.27410E-03       0.12      38.06     0.0000  0.00   0.28702E-01   0.74547E-01     0.0169     0.9852     3.5183     3.8473     3.5878
   2000     10     25   12.00       576.00  -0.19030E-01   0.00000E+00  -0.19030E-01   0.10151E+01   0.38930E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.14795E+02   0.10228E+02  -0.73552E+02   0.53286E+00   0.31246E-02   0.37294E-26   0.39524E-03       0.12      38.83     0.0000  0.00   0.31598E-01   0.45452E+00     0.0186     0.7129     3.3664     3.8017     3.5879
   2000     10     26   12.00       600.00  -0.26012E-01   0.00000E+00  -0.26012E-01   0.92694E+00   0.38258E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.18335E+02   0.12692E+02  -0.86429E+02   0.40258E+00   0.30104E-02   0.64084E-26   0.43815E-03       0.12      40.32     0.0000  0.00   0.25420E-01   0.57288E+00     0.0173     0.4994     3.1799     3.7609     3.5931
   2000     10     27   12.00       624.00  -0.36840E-01   0.00000E+00  -0.36840E-01   0.88919E+00   0.37676E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.19732E+02   0.13559E+02  -0.95917E+02   0.29006E+00   0.25583E-02   0.11918E-26   0.19843E-03       0.12      41.10     0.0000  0.00   0.17417E-01   0.42755E+00     0.0138     0.5003     3.0059     3.7199     3.5980
   2000     10     28   12.00       648.00  -0.45205E-01   0.00000E+00  -0.45205E-01   0.92085E+00   0.37047E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.20006E+02   0.14076E+02  -0.99966E+02   0.21396E+00   0.22271E-02   0.75681E-28   0.12061E-03       0.12      40.50     0.0000  0.00   0.12959E-01   0.32845E+00     0.0134     0.7124     2.9178     3.6667     3.5960
   2000     10     29   12.00       672.00  -0.46211E-01   0.00000E+00  -0.46211E-01   0.97508E+00   0.36395E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.22034E+02   0.15183E+02  -0.10381E+03   0.26217E-01   0.20217E-02   0.82334E-29   0.82467E-04       0.13      39.32     0.0000  0.00   0.11472E-01   0.25212E+00     0.0145     0.9470     2.8853     3.6026     3.5806
   2000     10     30   12.00       696.00  -0.65292E-01   0.00000E+00  -0.65292E-01   0.97752E+00   0.35763E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.24775E+02   0.17141E+02  -0.10868E+03  -0.30863E+00   0.24964E-02   0.75765E-28   0.20017E-03       0.13      38.71     0.0000  0.00   0.18682E-01   0.34522E+00     0.0148     0.9967     2.8811     3.5388     3.5526
   2000     10     31   12.00       720.00  -0.69044E-01   0.00000E+00  -0.69044E-01   0.92132E+00   0.35146E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.28630E+02   0.19503E+02  -0.11341E+03  -0.64706E+00   0.27752E-02   0.47486E-27   0.29141E-03       0.13      37.59     0.0000  0.00   0.26126E-01   0.30277E+00     0.0141     0.8066     2.8659     3.4793     3.5117
   2000     11      1   12.00       744.00  -0.71842E-01   0.00000E+00  -0.71842E-01   0.85609E+00   0.34559E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.29097E+02   0.20069E+02  -0.11113E+03  -0.91463E+00   0.28252E-02   0.12720E-26   0.31159E-03       0.13      35.40     0.0000  0.00   0.29032E-01   0.18427E+00     0.0127     0.6066     2.7905     3.4195     3.4559
   2000     11      2   12.00       768.00  -0.55445E-01   0.00000E+00  -0.55445E-01   0.86519E+00   0.33914E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.23219E+02   0.16271E+02  -0.98468E+02  -0.10448E+01   0.20722E-02   0.17880E-28   0.88119E-04       0.13      32.95     0.0000  0.00   0.16053E-01   0.26036E-01     0.0114     0.7287     2.6870     3.3521     3.3914
   2000     11      3   12.00       792.00  -0.61097E-01   0.00000E+00  -0.61097E-01   0.93293E+00   0.33330E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.22284E+02   0.15636E+02  -0.97250E+02  -0.10998E+01   0.17339E-02   0.41033E-30   0.46955E-04       0.13      32.03     0.0000  0.00   0.11125E-01   0.26981E-01     0.0220     0.9965     2.6277     3.2786     3.3330
   2000     11      4   12.00       816.00  -0.78325E-01   0.00000E+00  -0.78325E-01   0.10161E+01   0.32777E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.23281E+02   0.16192E+02  -0.10255E+03  -0.12221E+01   0.14859E-02   0.25483E-31   0.27700E-04       0.14      31.25     0.0000  0.00   0.81452E-02  -0.22624E-03     0.0844     1.2247     2.6042     3.2053     3.2777
   2000     11      5   12.00       840.00  -0.11025E+00   0.00000E+00  -0.11025E+00   0.11116E+01   0.32174E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.25227E+02   0.17470E+02  -0.11139E+03  -0.13978E+01   0.13097E-02   0.34232E-32   0.20067E-04       0.14      30.08     0.0000  0.00   0.51476E-02  -0.92617E-01     0.2028     1.4197     2.5985     3.1343     3.2174
   2000     11      6   12.00       864.00  -0.98424E-01   0.00000E+00  -0.98424E-01   0.11688E+01   0.31458E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.25802E+02   0.17873E+02  -0.11369E+03  -0.15511E+01   0.13564E-02   0.55704E-32   0.22585E-04       0.14      27.75     0.0000  0.00   0.48782E-02  -0.11949E+00     0.2433     1.5750     2.5970     3.0616     3.1458
   2000     11      7   12.00       888.00  -0.54462E-01   0.00000E+00  -0.54462E-01   0.11324E+01   0.30672E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.24144E+02   0.16522E+02  -0.10832E+03  -0.16748E+01   0.19164E-02   0.20428E-30   0.68041E-04       0.14      25.65     0.0000  0.00   0.98846E-02  -0.22359E+00     0.0989     1.6493     2.5926     2.9870     3.0672
   2000     11      8   12.00       912.00  -0.64414E-01   0.00000E+00  -0.64414E-01   0.10984E+01   0.29888E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.21371E+02   0.14619E+02  -0.10071E+03  -0.17746E+01   0.16045E-02   0.13355E-30   0.40026E-04       0.14      24.26     0.0000  0.00   0.50944E-02  -0.20073E+00     0.0732     1.6035     2.5841     2.9151     2.9888
   2000     11      9   12.00       936.00  -0.55375E-01   0.00000E+00  -0.55375E-01   0.10744E+01   0.29150E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.19140E+02   0.13328E+02  -0.95908E+02  -0.18580E+01   0.17565E-02   0.34239E-30   0.55729E-04       0.14      23.54     0.0000  0.00   0.42495E-02  -0.26190E+00     0.0530     1.5729     2.5640     2.8497     2.9150
   2000     11     10   12.00       960.00  -0.61787E-01   0.00000E+00  -0.61787E-01   0.93932E+00   0.28430E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.21047E+02   0.14380E+02  -0.97319E+02  -0.18983E+01   0.26108E-02   0.67868E-28   0.26075E-03       0.15      22.44     0.0000  0.00   0.60448E-02  -0.59320E+00     0.0155     1.2535     2.5365     2.7883     2.8430
   2000     11     11   12.00       984.00  -0.66598E-01   0.00000E+00  -0.66598E-01   0.75240E+00   0.27710E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.21579E+02   0.14915E+02  -0.96789E+02  -0.19177E+01   0.28259E-02   0.34419E-26   0.36449E-03       0.15      21.09     0.0000  0.00   0.73502E-02  -0.69296E+00     0.0114     0.5914     2.4540     2.7275     2.7710
   2000     11     12   12.00      1008.00  -0.51395E-01   0.00000E+00  -0.51395E-01   0.67076E+00   0.27041E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.17054E+02   0.11425E+02  -0.88875E+02  -0.19276E+01   0.23016E-02   0.81250E-27   0.15852E-03       0.15      20.80     0.0000  0.00   0.73740E-03  -0.48276E+00     0.0078     0.4259     2.2545     2.6714     2.7041
   2000     11     13   12.00      1032.00  -0.39389E-01   0.00000E+00  -0.39389E-01   0.66203E+00   0.26480E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.15082E+02   0.10472E+02  -0.84020E+02  -0.17499E+01   0.19966E-02   0.66392E-28   0.83923E-04       0.15      20.24     0.0000  0.00   0.26132E-02  -0.35705E+00     0.0075     0.5152     2.1103     2.6074     2.6480
   2000     11     14   12.00      1056.00  -0.43951E-01   0.00000E+00  -0.43951E-01   0.62235E+00   0.25984E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.16827E+02   0.11429E+02  -0.84093E+02  -0.16281E+01   0.25176E-02   0.10884E-26   0.21013E-03       0.15      19.62     0.0000  0.00   0.28802E-02  -0.56284E+00     0.0086     0.4429     2.0151     2.5330     2.5984
   2000     11     15   12.00      1080.00  -0.51135E-01   0.00000E+00  -0.51135E-01   0.55321E+00   0.25430E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.15936E+02   0.11174E+02  -0.80130E+02  -0.16924E+01   0.25289E-02   0.50890E-26   0.23244E-03       0.16      18.67     0.0000  0.00   0.43575E-03  -0.57559E+00     0.0076     0.2645     1.8912     2.4554     2.5430
   2000     11     16   12.00      1104.00  -0.47708E-01   0.00000E+00  -0.47708E-01   0.55729E+00   0.24848E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.12140E+02   0.89736E+01  -0.73110E+02  -0.17783E+01   0.16281E-02   0.93154E-29   0.45151E-04       0.16      18.39     0.0000  0.00  -0.33320E-04  -0.24834E+00     0.0071     0.3916     1.7738     2.3787     2.4848
   2000     11     17   12.00      1128.00  -0.15911E+00   0.00000E+00  -0.15911E+00   0.62187E+00   0.24299E+01   0.00000E+00   0.00000E+00   0.00000E+00   0.11922E+02   0.86007E+01  -0.73213E+02  -0.18242E+01   0.92190E-03   0.10713E-32   0.83117E-05       0.16      18.27     0.0000  0.00  -0.19412E-02  -0.75650E-01     0.0574     0.6079     1.7189     2.3012     2.4299
   2000     11     18   12.00      1152.00  -0.11426E+01   0.00000E+00  -0.65786E-08   0.71510E+00   0.23567E+01   0.00000E+00  -0.11426E+01   0.00000E+00   0.10570E+02   0.83810E+01  -0.72401E+02  -0.17882E+01   0.12819E-02   0.51886E-33   0.13156E-04       0.40      18.36     0.0000  0.00  -0.31524E-02  -0.49592E-01     0.1412     0.8095     1.7380     2.2286     2.3567
   2000     11     19   12.00      1176.00  -0.18909E+01   0.00000E+00  -0.70248E-08   0.77931E+00   0.22882E+01   0.00000E+00  -0.18909E+01   0.00000E+00   0.13082E+02   0.94517E+01  -0.75984E+02  -0.18929E+01   0.16552E-02   0.40515E-33   0.23938E-04       0.40      18.04     0.0000  0.00  -0.34891E-02  -0.53184E-01     0.2152     0.9514     1.7373     2.1575     2.2882
   2000     11     20   12.00      1200.00  -0.23811E+01   0.00000E+00  -0.77803E-08   0.85537E+00   0.22184E+01   0.00000E+00  -0.23811E+01   0.00000E+00   0.11544E+02   0.79799E+01  -0.72974E+02  -0.19756E+01   0.11633E-02   0.14792E-34   0.61038E-05       0.40      17.18     0.0000  0.00  -0.74071E-03  -0.28450E-01     0.3474     1.0624     1.7364     2.0910     2.2184
   2000     11     21   12.00      1224.00  -0.27601E+01   0.00000E+00  -0.12974E-07   0.95161E+00   0.21474E+01   0.00000E+00  -0.27601E+01   0.00000E+00   0.10759E+02   0.70554E+01  -0.71265E+02  -0.20325E+01   0.35762E-03   0.36115E-36   0.49533E-07       0.40      16.20     0.0000  0.00   0.91825E-05  -0.18145E-02     0.5177     1.1502     1.7310     2.0266     2.1474
   2000     11     22   12.00      1248.00  -0.30527E+01   0.00000E+00  -0.21597E-07   0.10173E+01   0.20757E+01   0.00000E+00  -0.30527E+01   0.00000E+00   0.10249E+02   0.63471E+01  -0.70046E+02  -0.20634E+01   0.13456E-02   0.56190E-53   0.10013E-27       0.40      15.05     0.0000  0.00  -0.28215E-25  -0.34242E-23     0.6429     1.2205     1.7198     1.9635     2.0757
   2000     11     23   12.00      1272.00  -0.35213E+01   0.00000E+00  -0.31105E-07   0.10599E+01   0.20032E+01   0.00000E+00  -0.35213E+01   0.00000E+00   0.13759E+02   0.87546E+01  -0.75964E+02  -0.20712E+01   0.27392E-02   0.50636E-92   0.90264E-67       0.40      13.59     0.0000  0.00  -0.25434E-64  -0.30868E-62     0.7267     1.2758     1.7034     1.9006     2.0032
   2000     11     24   12.00      1296.00  -0.35473E+01   0.00000E+00  -0.40820E-07   0.10840E+01   0.19296E+01   0.00000E+00  -0.35473E+01   0.00000E+00   0.13734E+02   0.80497E+01  -0.75234E+02  -0.20635E+01   0.31895E-02   0.46572-131   0.82529-106       0.40      11.97     0.0000  0.00  -0.23255-103  -0.28225-101     0.7791     1.3149     1.6809     1.8369     1.9296
   2000     11     25   12.00      1320.00  -0.62559E+01   0.00000E+00  -0.42358E-07   0.10415E+01   0.18110E+01   0.00000E+00  -0.86108E+00  -0.62559E+01  -0.28646E+01  -0.19407E+01  -0.48645E+02  -0.19739E+01   0.29101E-02   0.00000E+00   0.87156-145       0.85      10.67     0.0000  0.00  -0.24563-142  -0.29824-140     0.7390     1.2916     1.6164     1.7366     1.8110
   2000     11     26   12.00      1344.00  -0.64962E+01   0.00000E+00  -0.38955E-07   0.98717E+00   0.17192E+01   0.00000E+00  -0.66926E+00  -0.64962E+01  -0.45143E+01  -0.29816E+01  -0.45954E+02  -0.19478E+01   0.27811E-02   0.00000E+00   0.10120-183       0.85      10.14     0.0000  0.00  -0.28520-181  -0.34630-179     0.6817     1.2460     1.5446     1.6449     1.7192
   2000     11     27   12.00      1368.00  -0.69577E+01   0.00000E+00  -0.35860E-07   0.93970E+00   0.16382E+01   0.00000E+00  -0.57715E+00  -0.69577E+01  -0.74226E+01  -0.48106E+01  -0.41217E+02  -0.19373E+01   0.40990E-02   0.00000E+00   0.11874-222       0.85      10.28     0.0000  0.00  -0.33464-220  -0.40633-218     0.6366     1.1995     1.4791     1.5640     1.6382
   2000     11     28   12.00      1392.00  -0.77663E+01   0.00000E+00  -0.33144E-07   0.89489E+00   0.15620E+01   0.00000E+00  -0.51463E+00  -0.77663E+01  -0.97361E+01  -0.57744E+01  -0.37940E+02  -0.19232E+01   0.44366E-02   0.00000E+00   0.14033-261       0.85      10.66     0.0000  0.00  -0.39549-259  -0.48022-257     0.5970     1.1515     1.4166     1.4888     1.5620
   2000     11     29   12.00      1416.00  -0.80841E+01   0.00000E+00  -0.31187E-07   0.85289E+00   0.14912E+01   0.00000E+00  -0.56630E+00  -0.80841E+01  -0.11325E+02  -0.48479E+01  -0.37278E+02  -0.19088E+01   0.49305E-02   0.00000E+00   0.16552-300       0.85      10.62     0.0000  0.00  -0.46648-298  -0.56641-296     0.5621     1.1036     1.3567     1.4190     1.4912
   2000     11     30   12.00      1440.00  -0.75306E+01   0.00000E+00  -0.29752E-07   0.81330E+00   0.14245E+01   0.00000E+00  -0.53170E+00  -0.75306E+01  -0.10129E+02  -0.59627E+01  -0.37358E+02  -0.18862E+01   0.54052E-02   0.00000E+00   0.00000E+00       0.85      10.03     0.0000  0.00  -0.47430-321  -0.10761-319     0.5308     1.0568     1.2992     1.3535     1.4245
   2000     12      1   12.00      1464.00  -0.68157E+01   0.00000E+00  -0.28464E-07   0.77556E+00   0.13615E+01   0.00000E+00  -0.45718E+00  -0.68157E+01  -0.84965E+01  -0.61088E+01  -0.38845E+02  -0.18642E+01   0.48445E-02   0.00000E+00   0.00000E+00       0.85       9.75     0.0000  0.00  -0.47430-321  -0.10761-319     0.5018     1.0109     1.2437     1.2919     1.3615
   2000     12      2   12.00      1488.00  -0.62209E+01   0.00000E+00  -0.27286E-07   0.73975E+00   0.13020E+01   0.00000E+00  -0.43379E+00  -0.62209E+01  -0.78784E+01  -0.62329E+01  -0.39339E+02  -0.18353E+01   0.46309E-02   0.00000E+00   0.00000E+00       0.85       9.70     0.0000  0.00  -0.47430-321  -0.10761-319     0.4752     0.9666     1.1903     1.2337     1.3020
   2000     12      3   12.00      1512.00  -0.57984E+01   0.00000E+00  -0.26282E-07   0.70573E+00   0.12455E+01   0.00000E+00  -0.40565E+00  -0.57984E+01  -0.79609E+01  -0.60137E+01  -0.39476E+02  -0.18021E+01   0.49341E-02   0.00000E+00   0.00000E+00       0.85       9.61     0.0000  0.00  -0.47430-321  -0.10761-319     0.4505     0.9239     1.1390     1.1785     1.2455
   2000     12      4   12.00      1536.00  -0.55983E+01   0.00000E+00  -0.25592E-07   0.67347E+00   0.11918E+01   0.00000E+00  -0.91051E-02  -0.55983E+01  -0.72211E+01  -0.60550E+01  -0.40174E+02  -0.17692E+01   0.48915E-02   0.00000E+00   0.00000E+00       0.85       9.36     0.0000  0.00  -0.47430-321  -0.10761-319     0.4277     0.8830     1.0896     1.1260     1.1918
   2000     12      5   12.00      1560.00  -0.54349E+01   0.00000E+00  -0.24799E-07   0.64257E+00   0.11404E+01   0.00000E+00  -0.61467E-02  -0.54349E+01  -0.63772E+01  -0.59046E+01  -0.41169E+02  -0.17382E+01   0.54694E-02   0.00000E+00   0.00000E+00       0.85       9.48     0.0000  0.00  -0.47430-321  -0.10761-319     0.4061     0.8436     1.0421     1.0760     1.1404
   2000     12      6   12.00      1584.00  -0.54243E+01   0.00000E+00  -0.24154E-07   0.61323E+00   0.10915E+01   0.00000E+00  -0.61079E-02  -0.54243E+01  -0.52934E+01  -0.59603E+01  -0.42197E+02  -0.17018E+01   0.57545E-02   0.00000E+00   0.00000E+00       0.85       9.79     0.0000  0.00  -0.47430-321  -0.10761-319     0.3860     0.8058     0.9965     1.0284     1.0915
   2000     12      7   12.00      1608.00  -0.53446E+01   0.00000E+00  -0.23626E-07   0.58529E+00   0.10448E+01   0.00000E+00  -0.58500E-02  -0.53446E+01  -0.45238E+01  -0.55353E+01  -0.43391E+02  -0.16646E+01   0.62596E-02   0.00000E+00   0.00000E+00       0.85       9.99     0.0000  0.00  -0.47430-321  -0.10761-319     0.3671     0.7697     0.9527     0.9829     1.0448
