   2022      1     16   12.00       360.00  -0.18284E+02   0.00000E+00  -0.21658E-10   0.14393E+01   0.36860E+01   0.00000E+00  -0.51196E-02  -0.18283E+02   0.37213E+02  -0.57522E+01  -0.31461E+02  -0.28354E+01   0.85788E-02   0.00000E+00   0.00000E+00       0.85      21.29     0.0000  0.00   0.55335-321   0.32855-319     0.4010     1.1967     2.0810     2.8963     3.6860
   2022      1     17   12.00       384.00  -0.19209E+02   0.00000E+00  -0.21897E-10   0.14207E+01   0.36718E+01   0.00000E+00  -0.46739E-02  -0.19209E+02   0.27832E+02  -0.38843E+01  -0.23947E+02  -0.28266E+01   0.88790E-02   0.00000E+00   0.00000E+00       0.85      21.41     0.0000  0.00   0.55335-321   0.32855-319     0.3915     1.1720     2.0557     2.8809     3.6718
   2022      1     18   12.00       408.00  -0.19707E+02   0.00000E+00  -0.22093E-10   0.14033E+01   0.36579E+01   0.00000E+00  -0.46225E-02  -0.19705E+02   0.16193E+02  -0.65720E+00  -0.15536E+02  -0.28172E+01   0.89233E-02   0.00000E+00   0.00000E+00       0.85      22.26     0.0000  0.00   0.55335-321   0.32855-319     0.3826     1.1492     2.0322     2.8661     3.6579
   2022      1     19   12.00       432.00  -0.20642E+02   0.00000E+00  -0.22297E-10   0.13871E+01   0.36443E+01   0.00000E+00  -0.44648E-02  -0.20642E+02  -0.28768E+01   0.17059E+01   0.11709E+01  -0.28076E+01   0.90309E-02   0.00000E+00   0.00000E+00       0.85      23.59     0.0000  0.00   0.55335-321   0.32855-319     0.3744     1.1280     2.0103     2.8519     3.6443
   2022      1     20   12.00       456.00  -0.21083E+02   0.00000E+00  -0.22508E-10   0.13720E+01   0.36310E+01   0.00000E+00  -0.44834E-02  -0.21081E+02  -0.12090E+02   0.32577E+01   0.88328E+01  -0.27979E+01   0.10636E-01   0.00000E+00   0.00000E+00       0.85      24.57     0.0000  0.00   0.55335-321   0.32855-319     0.3668     1.1084     1.9899     2.8383     3.6310
   2022      1     21   12.00       480.00  -0.19771E+02   0.00000E+00  -0.22649E-10   0.13577E+01   0.36178E+01   0.00000E+00  -0.39006E-02  -0.19771E+02   0.86031E+01   0.10680E+00  -0.87099E+01  -0.27897E+01   0.11082E-01   0.00000E+00   0.00000E+00       0.85      25.09     0.0000  0.00   0.55335-321   0.32855-319     0.3596     1.0900     1.9707     2.8251     3.6178
   2022      1     22   12.00       504.00  -0.18906E+02   0.00000E+00  -0.22565E-10   0.13438E+01   0.36046E+01   0.00000E+00  -0.33118E-02  -0.18905E+02   0.20170E+02  -0.18420E+01  -0.18328E+02  -0.27834E+01   0.90130E-02   0.00000E+00   0.00000E+00       0.85      26.00     0.0000  0.00   0.55335-321   0.32855-319     0.3526     1.0724     1.9523     2.8117     3.6046
   2022      1     23   12.00       528.00  -0.20231E+02   0.00000E+00  -0.22334E-10   0.13305E+01   0.35914E+01   0.00000E+00  -0.28457E-02  -0.20221E+02   0.46941E+01  -0.41564E+01  -0.53770E+00  -0.27773E+01   0.65472E-02   0.00000E+00   0.00000E+00       0.85      27.38     0.0000  0.00   0.55335-321   0.32855-319     0.3459     1.0557     1.9345     2.7984     3.5914
   2022      1     24   12.00       552.00  -0.20527E+02   0.00000E+00  -0.22036E-10   0.13178E+01   0.35783E+01   0.00000E+00  -0.25970E-02  -0.20522E+02  -0.54621E+01  -0.90440E+01   0.14506E+02  -0.27707E+01   0.78658E-02   0.00000E+00   0.00000E+00       0.85      27.24     0.0000  0.00   0.55335-321   0.32855-319     0.3395     1.0398     1.9175     2.7854     3.5783
   2022      1     25   12.00       576.00  -0.18432E+02   0.00000E+00  -0.21743E-10   0.13057E+01   0.35654E+01   0.00000E+00  -0.24007E-02  -0.18428E+02  -0.86721E+01  -0.87975E+01   0.17470E+02  -0.27637E+01   0.87118E-02   0.00000E+00   0.00000E+00       0.85      25.57     0.0000  0.00   0.55335-321   0.32855-319     0.3335     1.0249     1.9013     2.7728     3.5654
   2022      1     26   12.00       600.00  -0.20656E+02   0.00000E+00  -0.21436E-10   0.12942E+01   0.35526E+01   0.00000E+00  -0.21864E-02  -0.20656E+02  -0.20017E+02  -0.28018E+00   0.20297E+02  -0.27567E+01   0.48233E-02   0.00000E+00   0.00000E+00       0.85      24.27     0.0000  0.00   0.55335-321   0.32855-319     0.3280     1.0108     1.8859     2.7604     3.5526
   2022      1     27   12.00       624.00  -0.17927E+02   0.00000E+00  -0.21178E-10   0.12833E+01   0.35401E+01   0.00000E+00  -0.22585E-02  -0.17927E+02  -0.74666E+02   0.15460E+02   0.59205E+02  -0.27487E+01   0.12280E-01   0.00000E+00   0.00000E+00       0.85      24.60     0.0000  0.00   0.55335-321   0.32855-319     0.3228     0.9976     1.8712     2.7486     3.5401
   2022      1     28   12.00       648.00  -0.17678E+02   0.00000E+00  -0.20991E-10   0.12731E+01   0.35279E+01   0.00000E+00  -0.22023E-02  -0.17676E+02  -0.93407E+02   0.18720E+02   0.74687E+02  -0.27404E+01   0.14053E-01   0.00000E+00   0.00000E+00       0.85      25.46     0.0000  0.00   0.55335-321   0.32855-319     0.3180     0.9853     1.8573     2.7371     3.5279
   2022      1     29   12.00       672.00  -0.17615E+02   0.00000E+00  -0.20835E-10   0.12635E+01   0.35159E+01   0.00000E+00  -0.22072E-02  -0.17615E+02  -0.88407E+02   0.17479E+02   0.70928E+02  -0.27320E+01   0.12530E-01   0.00000E+00   0.00000E+00       0.85      25.01     0.0000  0.00   0.55335-321   0.32855-319     0.3136     0.9738     1.8442     2.7261     3.5159
   2022      1     30   12.00       696.00  -0.17686E+02   0.00000E+00  -0.20746E-10   0.12544E+01   0.35042E+01   0.00000E+00  -0.23120E-02  -0.17685E+02  -0.77655E+02   0.13995E+02   0.63660E+02  -0.27231E+01   0.10959E-01   0.00000E+00   0.00000E+00       0.85      23.39     0.0000  0.00   0.55335-321   0.32855-319     0.3094     0.9630     1.8318     2.7154     3.5042
   2022      1     31   12.00       720.00  -0.15779E+02   0.00000E+00  -0.20728E-10   0.12459E+01   0.34927E+01   0.00000E+00  -0.23955E-02  -0.15779E+02  -0.59813E+02   0.13296E+02   0.46518E+02  -0.27137E+01   0.13618E-01   0.00000E+00   0.00000E+00       0.85      22.05     0.0000  0.00   0.55335-321   0.32855-319     0.3057     0.9530     1.8202     2.7053     3.4927
   2022      2      1   12.00       744.00  -0.13234E+02   0.00000E+00  -0.20728E-10   0.12379E+01   0.34815E+01   0.00000E+00  -0.22922E-02  -0.13233E+02  -0.32596E+02   0.13844E+02   0.18752E+02  -0.27048E+01   0.19803E-01   0.00000E+00   0.00000E+00       0.85      22.84     0.0000  0.00   0.55335-321   0.32855-319     0.3021     0.9437     1.8091     2.6954     3.4815
   2022      2      2   12.00       768.00  -0.12105E+02   0.00000E+00  -0.20657E-10   0.12300E+01   0.34703E+01   0.00000E+00  -0.20317E-02  -0.12105E+02  -0.11126E+02   0.15914E+02  -0.47883E+01  -0.26969E+01   0.23005E-01   0.00000E+00   0.00000E+00       0.85      25.18     0.0000  0.00   0.55335-321   0.32855-319     0.2987     0.9347     1.7984     2.6855     3.4703
   2022      2      3   12.00       792.00  -0.12100E+02   0.00000E+00  -0.20527E-10   0.12224E+01   0.34592E+01   0.00000E+00  -0.19288E-02  -0.12099E+02  -0.49975E+01   0.17023E+02  -0.12026E+02  -0.26892E+01   0.22735E-01   0.00000E+00   0.00000E+00       0.85      27.43     0.0000  0.00   0.55335-321   0.32855-319     0.2954     0.9261     1.7880     2.6757     3.4592
   2022      2      4   12.00       816.00  -0.12315E+02   0.00000E+00  -0.20434E-10   0.12153E+01   0.34483E+01   0.00000E+00  -0.20125E-02  -0.12315E+02   0.49525E-01   0.12061E+02  -0.12111E+02  -0.26805E+01   0.17566E-01   0.00000E+00   0.00000E+00       0.85      28.51     0.0000  0.00   0.55335-321   0.32855-319     0.2923     0.9180     1.7781     2.6663     3.4483
   2022      2      5   12.00       840.00  -0.14017E+02   0.00000E+00  -0.20404E-10   0.12085E+01   0.34377E+01   0.00000E+00  -0.21235E-02  -0.14017E+02  -0.11372E+01   0.51175E+01  -0.39804E+01  -0.26714E+01   0.73124E-02   0.00000E+00   0.00000E+00       0.85      29.85     0.0000  0.00   0.55335-321   0.32855-319     0.2894     0.9104     1.7688     2.6573     3.4377
   2022      2      6   12.00       864.00  -0.20262E+02   0.00000E+00  -0.20495E-10   0.12022E+01   0.34274E+01   0.00000E+00  -0.25682E-02  -0.20260E+02  -0.17376E+02   0.42134E+00   0.16955E+02  -0.26610E+01   0.59557E-02   0.00000E+00   0.00000E+00       0.85      32.92     0.0000  0.00   0.55335-321   0.32855-319     0.2869     0.9034     1.7601     2.6488     3.4274
   2022      2      7   12.00       888.00  -0.27858E+02   0.00000E+00  -0.20837E-10   0.11967E+01   0.34176E+01   0.00000E+00  -0.32570E-02  -0.27858E+02  -0.31489E+02  -0.87453E+00   0.32364E+02  -0.26484E+01   0.61278E-02   0.00000E+00   0.00000E+00       0.85      36.60     0.0000  0.00   0.55335-321   0.32855-319     0.2848     0.8974     1.7524     2.6411     3.4176
   2022      2      8   12.00       912.00  -0.31196E+02   0.00000E+00  -0.21467E-10   0.11920E+01   0.34084E+01   0.00000E+00  -0.40832E-02  -0.31196E+02  -0.36226E+02  -0.35461E+00   0.36580E+02  -0.26343E+01   0.76481E-02   0.00000E+00   0.00000E+00       0.85      38.68     0.0000  0.00   0.55335-321   0.32855-319     0.2832     0.8922     1.7457     2.6344     3.4084
   2022      2      9   12.00       936.00  -0.30786E+02   0.00000E+00  -0.22361E-10   0.11881E+01   0.33997E+01   0.00000E+00  -0.46783E-02  -0.30786E+02  -0.28835E+02  -0.15809E+00   0.28993E+02  -0.26195E+01   0.71034E-02   0.00000E+00   0.00000E+00       0.85      38.05     0.0000  0.00   0.55335-321   0.32855-319     0.2819     0.8880     1.7400     2.6284     3.3997
   2022      2     10   12.00       960.00  -0.26293E+02   0.00000E+00  -0.23299E-10   0.11844E+01   0.33913E+01   0.00000E+00  -0.46250E-02  -0.26293E+02  -0.17274E+02   0.11395E+01   0.16135E+02  -0.26067E+01   0.69367E-02   0.00000E+00   0.00000E+00       0.85      36.52     0.0000  0.00   0.55335-321   0.32855-319     0.2808     0.8842     1.7348     2.6227     3.3913
   2022      2     11   12.00       984.00  -0.19255E+02   0.00000E+00  -0.23977E-10   0.11805E+01   0.33827E+01   0.00000E+00  -0.39800E-02  -0.19255E+02  -0.18152E+01   0.35692E+01  -0.17540E+01  -0.25975E+01   0.11924E-01   0.00000E+00   0.00000E+00       0.85      35.13     0.0000  0.00   0.55335-321   0.32855-319     0.2794     0.8803     1.7295     2.6164     3.3827
   2022      2     12   12.00      1008.00  -0.15883E+02   0.00000E+00  -0.24206E-10   0.11761E+01   0.33737E+01   0.00000E+00  -0.29842E-02  -0.15883E+02   0.19069E+01   0.43250E+01  -0.62320E+01  -0.25917E+01   0.12115E-01   0.00000E+00   0.00000E+00       0.85      41.68     0.0000  0.00   0.55335-321   0.32855-319     0.2776     0.8758     1.7236     2.6093     3.3737
   2022      2     13   12.00      1032.00  -0.17420E+02   0.00000E+00  -0.23996E-10   0.11712E+01   0.33643E+01   0.00000E+00  -0.22059E-02  -0.17419E+02  -0.10785E+02   0.43657E+01   0.64193E+01  -0.25876E+01   0.95225E-02   0.00000E+00   0.00000E+00       0.85      56.29     0.0000  0.00   0.55335-321   0.32855-319     0.2755     0.8709     1.7171     2.6014     3.3643
   2022      2     14   12.00      1056.00  -0.18536E+02   0.00000E+00  -0.23631E-10   0.11661E+01   0.33548E+01   0.00000E+00  -0.20096E-02  -0.18536E+02  -0.16016E+02   0.48373E+01   0.11178E+02  -0.25822E+01   0.96596E-02   0.00000E+00   0.00000E+00       0.85      64.96     0.0000  0.00   0.55335-321   0.32855-319     0.2733     0.8657     1.7103     2.5934     3.3548
   2022      2     15   12.00      1080.00  -0.16148E+02   0.00000E+00  -0.23328E-10   0.11613E+01   0.33455E+01   0.00000E+00  -0.19559E-02  -0.16148E+02  -0.80044E+01   0.60686E+01   0.19358E+01  -0.25753E+01   0.12457E-01   0.00000E+00   0.00000E+00       0.85      62.38     0.0000  0.00   0.55335-321   0.32855-319     0.2714     0.8608     1.7037     2.5858     3.3455
   2022      2     16   12.00      1104.00  -0.13441E+02   0.00000E+00  -0.23026E-10   0.11565E+01   0.33363E+01   0.00000E+00  -0.17217E-02  -0.13441E+02  -0.42046E+01   0.97438E+01  -0.55392E+01  -0.25686E+01   0.14801E-01   0.00000E+00   0.00000E+00       0.85      56.86     0.0000  0.00   0.55335-321   0.32855-319     0.2695     0.8560     1.6972     2.5782     3.3363
   2022      2     17   12.00      1128.00  -0.12516E+02   0.00000E+00  -0.22666E-10   0.11518E+01   0.33271E+01   0.00000E+00  -0.14547E-02  -0.12516E+02  -0.46255E+01   0.76697E+01  -0.30443E+01  -0.25624E+01   0.15201E-01   0.00000E+00   0.00000E+00       0.85      56.45     0.0000  0.00   0.55335-321   0.32855-319     0.2676     0.8513     1.6907     2.5706     3.3271
   2022      2     18   12.00      1152.00  -0.13466E+02   0.00000E+00  -0.22269E-10   0.11471E+01   0.33179E+01   0.00000E+00  -0.12576E-02  -0.13468E+02  -0.41272E+01   0.21991E+01   0.19280E+01  -0.25563E+01   0.14209E-01   0.00000E+00   0.00000E+00       0.85      55.78     0.0000  0.00   0.55335-321   0.32855-319     0.2658     0.8465     1.6842     2.5630     3.3179
   2022      2     19   12.00      1176.00  -0.13605E+02   0.00000E+00  -0.21868E-10   0.11424E+01   0.33088E+01   0.00000E+00  -0.10869E-02  -0.13606E+02  -0.14442E+02   0.95533E+01   0.48890E+01  -0.25499E+01   0.14566E-01   0.00000E+00   0.00000E+00       0.85      55.21     0.0000  0.00   0.55335-321   0.32855-319     0.2640     0.8419     1.6778     2.5555     3.3088
   2022      2     20   12.00      1200.00  -0.86411E+01   0.00000E+00  -0.21458E-10   0.11378E+01   0.32997E+01   0.00000E+00  -0.95436E-03  -0.86411E+01  -0.95477E+01   0.13511E+01   0.81966E+01  -0.25437E+01   0.16574E-01   0.00000E+00   0.00000E+00       0.85      56.00     0.0000  0.00   0.55335-321   0.32855-319     0.2622     0.8373     1.6714     2.5480     3.2997
   2022      2     21   12.00      1224.00  -0.23442E+01   0.00000E+00  -0.21072E-10   0.11333E+01   0.32908E+01   0.00000E+00  -0.77315E-03  -0.23438E+01  -0.45651E+01  -0.72213E+01   0.11786E+02  -0.25372E+01   0.17035E-01   0.00000E+00   0.00000E+00       0.85      56.89     0.0000  0.00   0.55335-321   0.32855-319     0.2605     0.8329     1.6652     2.5406     3.2908
   2022      2     22   12.00      1248.00   0.21202E-01   0.00000E+00  -0.20522E-10   0.11286E+01   0.32816E+01   0.00000E+00  -0.79235E-04   0.21201E-01  -0.13620E+02   0.19275E+01   0.11693E+02  -0.25330E+01   0.15146E-01   0.00000E+00   0.00000E+00       0.85      54.61     0.0000  0.00   0.55335-321   0.32855-319     0.2587     0.8283     1.6587     2.5329     3.2816
   2022      2     23   12.00      1272.00   0.21740E+00   0.00000E+00  -0.19881E-10   0.11238E+01   0.32725E+01   0.00000E+00   0.98444E-05   0.21732E+00  -0.12115E+02   0.51453E+01   0.69694E+01  -0.25283E+01   0.11841E-01   0.00000E+00   0.00000E+00       0.85      49.75     0.0000  0.00   0.55335-321   0.32855-319     0.2568     0.8236     1.6520     2.5250     3.2725
   2022      2     24   12.00      1296.00   0.64879E+00   0.00000E+00  -0.19337E-10   0.11192E+01   0.32634E+01   0.00000E+00   0.99384E-05   0.64866E+00  -0.16299E+02   0.98179E+01   0.64809E+01  -0.25223E+01   0.14456E-01   0.00000E+00   0.00000E+00       0.85      47.95     0.0000  0.00   0.55335-321   0.32855-319     0.2551     0.8190     1.6456     2.5174     3.2634
   2022      2     25   12.00      1320.00   0.69718E+00   0.00000E+00  -0.18246E-10   0.11136E+01   0.32536E+01   0.00000E+00   0.99337E-05   0.69705E+00  -0.22709E+02   0.87071E+01   0.14001E+02  -0.25279E+01   0.16028E-01   0.00000E+00   0.00000E+00       0.85      49.75     0.0000  0.00   0.55335-321   0.32855-319     0.2527     0.8136     1.6380     2.5083     3.2536
   2022      2     26   12.00      1344.00   0.15137E+00   0.00000E+00  -0.15032E-10   0.11037E+01   0.32405E+01   0.00000E+00   0.99295E-05   0.15137E+00  -0.22106E+02   0.29108E+01   0.19196E+02  -0.25498E+01   0.14209E-01   0.00000E+00   0.00000E+00       0.85      50.60     0.0000  0.00   0.55335-321   0.32855-319     0.2477     0.8037     1.6252     2.4930     3.2405
   2022      2     27   12.00      1368.00  -0.61777E+00   0.00000E+00  -0.12955E-10   0.10956E+01   0.32287E+01   0.00000E+00   0.99252E-05  -0.61777E+00  -0.15272E+02  -0.17048E+01   0.16977E+02  -0.25474E+01   0.12332E-01   0.00000E+00   0.00000E+00       0.85      51.81     0.0000  0.00   0.55335-321   0.32855-319     0.2443     0.7953     1.6139     2.4810     3.2287
   2022      2     28   12.00      1392.00  -0.30302E+01   0.00000E+00  -0.11948E-10   0.10894E+01   0.32184E+01   0.00000E+00   0.99211E-05  -0.30302E+01  -0.97927E+01  -0.54461E+01   0.15239E+02  -0.25371E+01   0.77033E-02   0.00000E+00   0.00000E+00       0.85      62.66     0.0000  0.00   0.55335-321   0.32855-319     0.2421     0.7889     1.6048     2.4717     3.2184
   2022      3      1   12.00      1416.00  -0.69796E+01   0.00000E+00  -0.11532E-10   0.10844E+01   0.32091E+01   0.00000E+00   0.99153E-05  -0.69796E+01  -0.15204E+02  -0.30414E+01   0.18245E+02  -0.25259E+01   0.51343E-02   0.00000E+00   0.00000E+00       0.85      75.48     0.0000  0.00   0.55335-321   0.32855-319     0.2406     0.7838     1.5973     2.4641     3.2091
   2022      3      2   12.00      1440.00  -0.83187E+01   0.00000E+00  -0.11277E-10   0.10799E+01   0.32000E+01   0.00000E+00   0.99068E-05  -0.83187E+01  -0.20407E+02  -0.29982E+01   0.23406E+02  -0.25169E+01   0.55416E-02   0.00000E+00   0.00000E+00       0.85      77.34     0.0000  0.00   0.55335-321   0.32855-319     0.2392     0.7793     1.5905     2.4567     3.2000
   2022      3      3   12.00      1464.00  -0.52760E+01   0.00000E+00  -0.11114E-10   0.10757E+01   0.31912E+01   0.00000E+00   0.98969E-05  -0.52760E+01  -0.18111E+02  -0.17295E+01   0.19841E+02  -0.25081E+01   0.96814E-02   0.00000E+00   0.00000E+00       0.85      69.89     0.0000  0.00   0.55335-321   0.32855-319     0.2380     0.7752     1.5843     2.4497     3.1912
   2022      3      4   12.00      1488.00  -0.24677E+01   0.00000E+00  -0.11018E-10   0.10718E+01   0.31827E+01   0.00000E+00   0.98852E-05  -0.24677E+01  -0.83705E+01   0.77923E+00   0.75913E+01  -0.24996E+01   0.10669E-01   0.00000E+00   0.00000E+00       0.85      65.97     0.0000  0.00   0.55335-321   0.32855-319     0.2369     0.7715     1.5785     2.4430     3.1827
   2022      3      5   12.00      1512.00  -0.32113E+01   0.00000E+00  -0.10904E-10   0.10680E+01   0.31742E+01   0.00000E+00   0.98689E-05  -0.32113E+01  -0.47350E+01  -0.37602E+01   0.84952E+01  -0.24922E+01   0.98392E-02   0.00000E+00   0.00000E+00       0.85      69.45     0.0000  0.00   0.55335-321   0.32855-319     0.2358     0.7679     1.5730     2.4363     3.1742
   2022      3      6   12.00      1536.00  -0.69277E+01   0.00000E+00  -0.10731E-10   0.10641E+01   0.31658E+01   0.00000E+00   0.98429E-05  -0.69264E+01  -0.14998E+02  -0.32319E+01   0.18230E+02  -0.24859E+01   0.59623E-02   0.00000E+00   0.00000E+00       0.85      76.32     0.0000  0.00   0.55335-321   0.32855-319     0.2346     0.7644     1.5674     2.4295     3.1658
   2022      3      7   12.00      1560.00  -0.71613E+01   0.00000E+00  -0.10505E-10   0.10603E+01   0.31573E+01   0.00000E+00   0.97923E-05  -0.71613E+01  -0.26234E+02  -0.33574E+00   0.26570E+02  -0.24800E+01   0.98062E-02   0.00000E+00   0.00000E+00       0.85      82.27     0.0000  0.00   0.55335-321   0.32855-319     0.2334     0.7609     1.5619     2.4226     3.1573
   2022      3      8   12.00      1584.00  -0.35114E+01   0.00000E+00  -0.10254E-10   0.10565E+01   0.31488E+01   0.00000E+00   0.96633E-05  -0.35114E+01  -0.13368E+02  -0.34493E+01   0.16817E+02  -0.24741E+01   0.12189E-01   0.00000E+00   0.00000E+00       0.85      86.49     0.0000  0.00   0.55335-321   0.32855-319     0.2321     0.7574     1.5564     2.4157     3.1488
   2022      3      9   12.00      1608.00  -0.12463E+01   0.00000E+00  -0.10023E-10   0.10527E+01   0.31405E+01   0.00000E+00   0.91087E-05  -0.12458E+01  -0.27778E+01   0.35085E+01  -0.73065E+00  -0.24678E+01   0.14070E-01   0.00000E+00   0.00000E+00       0.85      94.73     0.0000  0.00   0.55335-321   0.32855-319     0.2310     0.7540     1.5510     2.4090     3.1405
